case,column,k,dt_s,rho_kg_m3,dz_m,qr_before,nr_before_per_kg,qr_after,nr_after_per_kg,rainncv_mm
4,5,5, 3.0000000000000000E+002, 1.1000000238418579E+000, 1.3000000000000000E+002, 9.9999999392252903E-009, 1.8434516387060285E-003, 1.5530313701717091E-009, 2.2913745880126953E+001, 0.0000000000000000E+000
4,6,5, 3.0000000000000000E+002, 1.1069999933242798E+000, 1.3350000000000000E+002, 1.3032099559495691E-005, 0.0000000000000000E+000, 2.6155114028370008E-005, 1.1454971313476562E+002, 1.4431792497634888E-001
4,1,6, 3.0000000000000000E+002, 1.0199999809265137E+000, 1.3300000000000000E+002, 6.9999997504055500E-004, 3.6574719238281250E+003, 6.0513755784086243E-008, 4.2744265747070312E+002, 0.0000000000000000E+000
4,2,6, 3.0000000000000000E+002, 1.0269999504089355E+000, 1.3650000000000000E+002, 6.4810056937858462E-004, 1.3583324218750000E+004, 4.2526382458163425E-005, 6.1924531250000000E+003, 1.0171227455139160E+000
4,3,6, 3.0000000000000000E+002, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6051669372245669E-003, 6.6945050048828125E+002, 0.0000000000000000E+000
4,4,6, 3.0000000000000000E+002, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5409720363095403E-003, 1.2913268000000000E+007, 1.2767694890499115E-001
4,5,6, 3.0000000000000000E+002, 1.0479999780654907E+000, 1.4700000000000000E+002, 1.0000000116860974E-007, 3.7301925659179688E+002, 1.4367071976550960E-008, 2.2774607849121094E+002, 0.0000000000000000E+000
4,6,6, 3.0000000000000000E+002, 1.0549999475479126E+000, 1.5050000000000000E+002, 2.4760987798799761E-005, 3.3935430908203125E+002, 3.8744507037336007E-005, 2.4012500000000000E+002, 1.4431792497634888E-001
4,1,7, 3.0000000000000000E+002, 9.6799993515014648E-001, 1.5000000000000000E+002, 6.9999997504055500E-004, 2.2555961914062500E+003, 9.1810914426559975E-009, 1.4203671264648438E+002, 0.0000000000000000E+000
4,2,7, 3.0000000000000000E+002, 9.7499996423721313E-001, 1.5350000000000000E+002, 4.9474666593596339E-004, 5.6793149414062500E+003, 2.3130847694119439E-005, 4.6577319335937500E+003, 1.0171227455139160E+000
4,3,7, 3.0000000000000000E+002, 9.8199993371963501E-001, 1.5700000000000000E+002, 1.9999999494757503E-004, 7.7747131347656250E+001, 2.4559920763778109E-010, 3.9985842704772949E+000, 0.0000000000000000E+000
4,4,7, 3.0000000000000000E+002, 9.8899996280670166E-001, 1.6050000000000000E+002, 1.2000000569969416E-003, 1.8334640502929688E+001, 5.6999533626367338E-006, 5.5443968750000000E+005, 1.2767694890499115E-001
4,5,7, 3.0000000000000000E+002, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999998245167004E-014, 1.5278869796020444E-006, 9.9999998245167004E-014, 1.5278869796020444E-006, 0.0000000000000000E+000
4,6,7, 3.0000000000000000E+002, 1.0029999017715454E+000, 1.6750000000000000E+002, 4.7045879910001531E-005, 2.6797390747070312E+002, 7.3331057137693278E-006, 1.3241709899902344E+002, 1.4431792497634888E-001
4,1,8, 3.0000000000000000E+002, 9.1599994897842407E-001, 1.6700000000000000E+002, 4.9999996554106474E-004, 1.0626473388671875E+003, 1.0705718533898789E-009, 3.7002254486083984E+001, 0.0000000000000000E+000
4,2,8, 3.0000000000000000E+002, 9.2299997806549072E-001, 1.7050000000000000E+002, 3.7767944741062820E-004, 2.6265429687500000E+003, 1.2582634553837124E-005, 3.5762385253906250E+003, 1.0171227455139160E+000
4,3,8, 3.0000000000000000E+002, 9.2999994754791260E-001, 1.7400000000000000E+002, 2.9999998514540493E-004, 7.7271354675292969E+001, 3.2695950114014494E-011, 1.0648192167282104E+000, 0.0000000000000000E+000
4,4,8, 3.0000000000000000E+002, 9.3699997663497925E-001, 1.7750000000000000E+002, 3.0000001424923539E-004, 8.9524630000000000E+006, 5.5773747590137646E-005, 5.8175390000000000E+006, 1.2767694890499115E-001
4,5,8, 3.0000000000000000E+002, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999999600419720E-013, 2.4526616471121088E-006, 8.1293363152212805E-009, 2.7529695510864258E+001, 0.0000000000000000E+000
4,6,8, 3.0000000000000000E+002, 9.5099997520446777E-001, 1.8450000000000000E+002, 8.9387169282417744E-005, 2.1160775756835938E+002, 9.7536019438848598E-007, 5.7417396545410156E+001, 1.4431792497634888E-001
4,1,9, 3.0000000000000000E+002, 8.6399996280670166E-001, 1.8400000000000000E+002, 2.9999998514540493E-004, 4.4242822265625000E+002, 8.3998467903523277E-011, 6.6628098487854004E+000, 0.0000000000000000E+000
4,2,9, 3.0000000000000000E+002, 8.7099999189376831E-001, 1.8750000000000000E+002, 2.8831275994889438E-004, 1.3052125244140625E+003, 6.7390424192126375E-006, 2.5098112792968750E+003, 1.0171227455139160E+000
4,3,9, 3.0000000000000000E+002, 8.7799996137619019E-001, 1.9100000000000000E+002, 3.9999998989515007E-004, 7.1745239257812500E+001, 2.9394544524136146E-012, 1.8761153519153595E-001, 0.0000000000000000E+000
4,4,9, 3.0000000000000000E+002, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6489754198119044E-003, 3.3876220000000000E+007, 1.2767694890499115E-001
4,5,9, 3.0000000000000000E+002, 8.9199995994567871E-001, 1.9800000000000000E+002, 9.9999999600419720E-012, 7.9375540735782124E-006, 3.8016681469521529E-010, 3.8280243873596191E+000, 0.0000000000000000E+000
4,6,9, 3.0000000000000000E+002, 8.9899998903274536E-001, 2.0150000000000000E+002, 1.6983562090899795E-004, 1.6709783935546875E+002, 9.0296801147360384E-008, 1.7235530853271484E+001, 1.4431792497634888E-001
4,1,10, 3.0000000000000000E+002, 8.1199997663497925E-001, 2.0100000000000000E+002, 9.9999997473787516E-005, 1.0648102569580078E+002, 3.2866012428939273E-012, 6.0438925027847290E-001, 0.0000000000000000E+000
4,2,10, 3.0000000000000000E+002, 8.1900000572204590E-001, 2.0450000000000000E+002, 2.2009207168594003E-004, 9.8039580078125000E+003, 6.5004551288438961E-006, 3.5385131835937500E+003, 1.0171227455139160E+000
4,3,10, 3.0000000000000000E+002, 8.2599997520446777E-001, 2.0800000000000000E+002, 4.9999996554106474E-004, 6.4934112548828125E+001, 1.3218927634364025E-013, 1.6284320503473282E-002, 0.0000000000000000E+000
4,4,10, 3.0000000000000000E+002, 8.3300000429153442E-001, 2.1150000000000000E+002, 9.0000004274770617E-004, 2.6857388000000000E+007, 5.0442648353055120E-004, 1.8301744000000000E+007, 1.2767694890499115E-001
4,5,10, 3.0000000000000000E+002, 8.3999997377395630E-001, 2.1500000000000000E+002, 1.0000000133514320E-010, 3.5031858715228736E-005, 3.1711752668250881E-010, 3.1053390502929688E+000, 0.0000000000000000E+000
4,6,10, 3.0000000000000000E+002, 8.4700000286102295E-001, 2.1850000000000000E+002, 3.2268764334730804E-004, 0.0000000000000000E+000, 4.6669641484697877E-009, 2.0995874404907227E+000, 1.4431792497634888E-001
4,1,11, 3.0000000000000000E+002, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,11, 3.0000000000000000E+002, 7.6700001955032349E-001, 2.2150000000000000E+002, 1.6801377933006734E-004, 3.5213447265625000E+003, 7.9385449680557940E-007, 8.9491015625000000E+002, 1.0171227455139160E+000
4,3,11, 3.0000000000000000E+002, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,11, 3.0000000000000000E+002, 7.8100001811981201E-001, 2.2850000000000000E+002, 1.2000000569969416E-003, 1.8334640502929688E+001, 7.3422233570763495E-011, 9.4180377200245857E-003, 1.2767694890499115E-001
4,5,11, 3.0000000000000000E+002, 7.8799998760223389E-001, 2.3200000000000000E+002, 9.9999997171806854E-010, 1.8434516096021980E-004, 2.7707111605046464E-010, 2.6304881572723389E+000, 0.0000000000000000E+000
4,6,11, 3.0000000000000000E+002, 7.9500001668930054E-001, 2.3550000000000000E+002, 6.1310658929869533E-004, 1.0419557189941406E+002, 7.0743189084510050E-010, 6.8543171882629395E-001, 1.4431792497634888E-001
4,1,12, 3.0000000000000000E+002, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,12, 3.0000000000000000E+002, 7.1499997377395630E-001, 2.3850000000000000E+002, 1.2825826706830412E-004, 1.4723072509765625E+003, 4.8439357414054030E-008, 1.5049221801757812E+002, 1.0171227455139160E+000
4,3,12, 3.0000000000000000E+002, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,12, 3.0000000000000000E+002, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2767694890499115E-001
4,5,12, 3.0000000000000000E+002, 7.3599994182586670E-001, 2.4900000000000000E+002, 9.9999999392252903E-009, 3.7301925659179688E+001, 2.5721069718542822E-009, 2.6365110397338867E+001, 0.0000000000000000E+000
4,6,12, 3.0000000000000000E+002, 7.4299997091293335E-001, 2.5250000000000000E+002, 1.1649024672806263E-003, 8.2278854370117188E+001, 2.7383447939732797E-011, 4.9658708274364471E-002, 1.4431792497634888E-001
