leaf,case,stage,field,index,dtype,value,bits
snowfall,snowfall_shallow_accum,output,sice,3,real,1.999999955E-02,3CA3D70A
snowfall,snowfall_shallow_accum,output,sice,4,real,9.999999776E-03,3C23D70A
snowfall,snowfall_new_layer_cold,input,nsnow,0,int,3,
snowfall,snowfall_new_layer_cold,input,nsoil,0,int,4,
snowfall,snowfall_new_layer_cold,input,dt,0,real,1.800000000E+03,44E10000
snowfall,snowfall_new_layer_cold,input,qsnow,0,real,1.999999949E-04,3951B717
snowfall,snowfall_new_layer_cold,input,snowhin,0,real,1.999999995E-06,360637BD
snowfall,snowfall_new_layer_cold,input,sfctmp,0,real,2.650000000E+02,43848000
snowfall,snowfall_new_layer_cold,input,isnow,0,int,0,
snowfall,snowfall_new_layer_cold,input,snowh,0,real,2.400000021E-02,3CC49BA6
snowfall,snowfall_new_layer_cold,input,sneqv,0,real,5.000000000E+00,40A00000
snowfall,snowfall_new_layer_cold,input,snice,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,snice,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,snice,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,snliq,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,snliq,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,snliq,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,stc,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,stc,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,stc,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,stc,1,real,2.710000000E+02,43878000
snowfall,snowfall_new_layer_cold,input,stc,2,real,2.725000000E+02,43884000
snowfall,snowfall_new_layer_cold,input,stc,3,real,2.750000000E+02,43898000
snowfall,snowfall_new_layer_cold,input,stc,4,real,2.800000000E+02,438C0000
snowfall,snowfall_new_layer_cold,input,zsnso,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,zsnso,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,zsnso,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,zsnso,1,real,-1.000000015E-01,BDCCCCCD
snowfall,snowfall_new_layer_cold,input,zsnso,2,real,-4.000000060E-01,BECCCCCD
snowfall,snowfall_new_layer_cold,input,zsnso,3,real,-1.000000000E+00,BF800000
snowfall,snowfall_new_layer_cold,input,zsnso,4,real,-2.000000000E+00,C0000000
snowfall,snowfall_new_layer_cold,input,dzsnso,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,dzsnso,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,dzsnso,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,input,dzsnso,1,real,1.000000015E-01,3DCCCCCD
snowfall,snowfall_new_layer_cold,input,dzsnso,2,real,3.000000119E-01,3E99999A
snowfall,snowfall_new_layer_cold,input,dzsnso,3,real,6.000000238E-01,3F19999A
snowfall,snowfall_new_layer_cold,input,dzsnso,4,real,1.000000000E+00,3F800000
snowfall,snowfall_new_layer_cold,input,sh2o,1,real,2.000000030E-01,3E4CCCCD
snowfall,snowfall_new_layer_cold,input,sh2o,2,real,2.199999988E-01,3E6147AE
snowfall,snowfall_new_layer_cold,input,sh2o,3,real,2.500000000E-01,3E800000
snowfall,snowfall_new_layer_cold,input,sh2o,4,real,2.800000012E-01,3E8F5C29
snowfall,snowfall_new_layer_cold,input,sice,1,real,5.000000075E-02,3D4CCCCD
snowfall,snowfall_new_layer_cold,input,sice,2,real,2.999999933E-02,3CF5C28F
snowfall,snowfall_new_layer_cold,input,sice,3,real,1.999999955E-02,3CA3D70A
snowfall,snowfall_new_layer_cold,input,sice,4,real,9.999999776E-03,3C23D70A
snowfall,snowfall_new_layer_cold,output,isnow,0,int,-1,
snowfall,snowfall_new_layer_cold,output,snowh,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,sneqv,0,real,5.360000134E+00,40AB851F
snowfall,snowfall_new_layer_cold,output,snice,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,snice,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,snice,0,real,5.360000134E+00,40AB851F
snowfall,snowfall_new_layer_cold,output,snliq,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,snliq,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,snliq,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,stc,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,stc,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,stc,0,real,2.650000000E+02,43848000
snowfall,snowfall_new_layer_cold,output,stc,1,real,2.710000000E+02,43878000
snowfall,snowfall_new_layer_cold,output,stc,2,real,2.725000000E+02,43884000
snowfall,snowfall_new_layer_cold,output,stc,3,real,2.750000000E+02,43898000
snowfall,snowfall_new_layer_cold,output,stc,4,real,2.800000000E+02,438C0000
snowfall,snowfall_new_layer_cold,output,zsnso,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,zsnso,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,zsnso,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,zsnso,1,real,-1.000000015E-01,BDCCCCCD
snowfall,snowfall_new_layer_cold,output,zsnso,2,real,-4.000000060E-01,BECCCCCD
snowfall,snowfall_new_layer_cold,output,zsnso,3,real,-1.000000000E+00,BF800000
snowfall,snowfall_new_layer_cold,output,zsnso,4,real,-2.000000000E+00,C0000000
snowfall,snowfall_new_layer_cold,output,dzsnso,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,dzsnso,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_cold,output,dzsnso,0,real,2.759999968E-02,3CE21965
snowfall,snowfall_new_layer_cold,output,dzsnso,1,real,1.000000015E-01,3DCCCCCD
snowfall,snowfall_new_layer_cold,output,dzsnso,2,real,3.000000119E-01,3E99999A
snowfall,snowfall_new_layer_cold,output,dzsnso,3,real,6.000000238E-01,3F19999A
snowfall,snowfall_new_layer_cold,output,dzsnso,4,real,1.000000000E+00,3F800000
snowfall,snowfall_new_layer_cold,output,sh2o,1,real,2.000000030E-01,3E4CCCCD
snowfall,snowfall_new_layer_cold,output,sh2o,2,real,2.199999988E-01,3E6147AE
snowfall,snowfall_new_layer_cold,output,sh2o,3,real,2.500000000E-01,3E800000
snowfall,snowfall_new_layer_cold,output,sh2o,4,real,2.800000012E-01,3E8F5C29
snowfall,snowfall_new_layer_cold,output,sice,1,real,5.000000075E-02,3D4CCCCD
snowfall,snowfall_new_layer_cold,output,sice,2,real,2.999999933E-02,3CF5C28F
snowfall,snowfall_new_layer_cold,output,sice,3,real,1.999999955E-02,3CA3D70A
snowfall,snowfall_new_layer_cold,output,sice,4,real,9.999999776E-03,3C23D70A
snowfall,snowfall_new_layer_warm,input,nsnow,0,int,3,
snowfall,snowfall_new_layer_warm,input,nsoil,0,int,4,
snowfall,snowfall_new_layer_warm,input,dt,0,real,1.800000000E+03,44E10000
snowfall,snowfall_new_layer_warm,input,qsnow,0,real,1.999999949E-04,3951B717
snowfall,snowfall_new_layer_warm,input,snowhin,0,real,1.999999995E-06,360637BD
snowfall,snowfall_new_layer_warm,input,sfctmp,0,real,2.800000000E+02,438C0000
snowfall,snowfall_new_layer_warm,input,isnow,0,int,0,
snowfall,snowfall_new_layer_warm,input,snowh,0,real,2.400000021E-02,3CC49BA6
snowfall,snowfall_new_layer_warm,input,sneqv,0,real,5.000000000E+00,40A00000
snowfall,snowfall_new_layer_warm,input,snice,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,snice,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,snice,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,snliq,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,snliq,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,snliq,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,stc,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,stc,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,stc,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,stc,1,real,2.710000000E+02,43878000
snowfall,snowfall_new_layer_warm,input,stc,2,real,2.725000000E+02,43884000
snowfall,snowfall_new_layer_warm,input,stc,3,real,2.750000000E+02,43898000
snowfall,snowfall_new_layer_warm,input,stc,4,real,2.800000000E+02,438C0000
snowfall,snowfall_new_layer_warm,input,zsnso,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,zsnso,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,zsnso,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,zsnso,1,real,-1.000000015E-01,BDCCCCCD
snowfall,snowfall_new_layer_warm,input,zsnso,2,real,-4.000000060E-01,BECCCCCD
snowfall,snowfall_new_layer_warm,input,zsnso,3,real,-1.000000000E+00,BF800000
snowfall,snowfall_new_layer_warm,input,zsnso,4,real,-2.000000000E+00,C0000000
snowfall,snowfall_new_layer_warm,input,dzsnso,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,dzsnso,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,dzsnso,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,input,dzsnso,1,real,1.000000015E-01,3DCCCCCD
snowfall,snowfall_new_layer_warm,input,dzsnso,2,real,3.000000119E-01,3E99999A
snowfall,snowfall_new_layer_warm,input,dzsnso,3,real,6.000000238E-01,3F19999A
snowfall,snowfall_new_layer_warm,input,dzsnso,4,real,1.000000000E+00,3F800000
snowfall,snowfall_new_layer_warm,input,sh2o,1,real,2.000000030E-01,3E4CCCCD
snowfall,snowfall_new_layer_warm,input,sh2o,2,real,2.199999988E-01,3E6147AE
snowfall,snowfall_new_layer_warm,input,sh2o,3,real,2.500000000E-01,3E800000
snowfall,snowfall_new_layer_warm,input,sh2o,4,real,2.800000012E-01,3E8F5C29
snowfall,snowfall_new_layer_warm,input,sice,1,real,5.000000075E-02,3D4CCCCD
snowfall,snowfall_new_layer_warm,input,sice,2,real,2.999999933E-02,3CF5C28F
snowfall,snowfall_new_layer_warm,input,sice,3,real,1.999999955E-02,3CA3D70A
snowfall,snowfall_new_layer_warm,input,sice,4,real,9.999999776E-03,3C23D70A
snowfall,snowfall_new_layer_warm,output,isnow,0,int,-1,
snowfall,snowfall_new_layer_warm,output,snowh,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,sneqv,0,real,5.360000134E+00,40AB851F
snowfall,snowfall_new_layer_warm,output,snice,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,snice,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,snice,0,real,5.360000134E+00,40AB851F
snowfall,snowfall_new_layer_warm,output,snliq,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,snliq,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,snliq,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,stc,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,stc,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,stc,0,real,2.731600037E+02,4388947B
snowfall,snowfall_new_layer_warm,output,stc,1,real,2.710000000E+02,43878000
snowfall,snowfall_new_layer_warm,output,stc,2,real,2.725000000E+02,43884000
snowfall,snowfall_new_layer_warm,output,stc,3,real,2.750000000E+02,43898000
snowfall,snowfall_new_layer_warm,output,stc,4,real,2.800000000E+02,438C0000
snowfall,snowfall_new_layer_warm,output,zsnso,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,zsnso,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,zsnso,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,zsnso,1,real,-1.000000015E-01,BDCCCCCD
snowfall,snowfall_new_layer_warm,output,zsnso,2,real,-4.000000060E-01,BECCCCCD
snowfall,snowfall_new_layer_warm,output,zsnso,3,real,-1.000000000E+00,BF800000
snowfall,snowfall_new_layer_warm,output,zsnso,4,real,-2.000000000E+00,C0000000
snowfall,snowfall_new_layer_warm,output,dzsnso,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,dzsnso,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_warm,output,dzsnso,0,real,2.759999968E-02,3CE21965
snowfall,snowfall_new_layer_warm,output,dzsnso,1,real,1.000000015E-01,3DCCCCCD
snowfall,snowfall_new_layer_warm,output,dzsnso,2,real,3.000000119E-01,3E99999A
snowfall,snowfall_new_layer_warm,output,dzsnso,3,real,6.000000238E-01,3F19999A
snowfall,snowfall_new_layer_warm,output,dzsnso,4,real,1.000000000E+00,3F800000
snowfall,snowfall_new_layer_warm,output,sh2o,1,real,2.000000030E-01,3E4CCCCD
snowfall,snowfall_new_layer_warm,output,sh2o,2,real,2.199999988E-01,3E6147AE
snowfall,snowfall_new_layer_warm,output,sh2o,3,real,2.500000000E-01,3E800000
snowfall,snowfall_new_layer_warm,output,sh2o,4,real,2.800000012E-01,3E8F5C29
snowfall,snowfall_new_layer_warm,output,sice,1,real,5.000000075E-02,3D4CCCCD
snowfall,snowfall_new_layer_warm,output,sice,2,real,2.999999933E-02,3CF5C28F
snowfall,snowfall_new_layer_warm,output,sice,3,real,1.999999955E-02,3CA3D70A
snowfall,snowfall_new_layer_warm,output,sice,4,real,9.999999776E-03,3C23D70A
snowfall,snowfall_new_layer_no_precip,input,nsnow,0,int,3,
snowfall,snowfall_new_layer_no_precip,input,nsoil,0,int,4,
snowfall,snowfall_new_layer_no_precip,input,dt,0,real,1.800000000E+03,44E10000
snowfall,snowfall_new_layer_no_precip,input,qsnow,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,snowhin,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,sfctmp,0,real,2.700000000E+02,43870000
snowfall,snowfall_new_layer_no_precip,input,isnow,0,int,0,
snowfall,snowfall_new_layer_no_precip,input,snowh,0,real,2.999999933E-02,3CF5C28F
snowfall,snowfall_new_layer_no_precip,input,sneqv,0,real,6.000000000E+00,40C00000
snowfall,snowfall_new_layer_no_precip,input,snice,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,snice,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,snice,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,snliq,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,snliq,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,snliq,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,stc,-2,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,stc,-1,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,stc,0,real,0.000000000E+00,00000000
snowfall,snowfall_new_layer_no_precip,input,stc,1,real,2.710000000E+02,43878000
snowfall,snowfall_new_layer_no_precip,input,stc,2,real,2.725000000E+02,43884000
snowfall,snowfall_new_layer_no_precip,input,stc,3,real,2.750000000E+02,43898000
