leaf,case,stage,field,index,dtype,value,bits
canwater,canw_unfrozen_evap,input,fctr,0,real,3.000000000E+01,41F00000
canwater,canw_unfrozen_evap,input,elai,0,real,3.000000000E+00,40400000
canwater,canw_unfrozen_evap,input,esai,0,real,5.000000000E-01,3F000000
canwater,canw_unfrozen_evap,input,tg,0,real,2.850000000E+02,438E8000
canwater,canw_unfrozen_evap,input,fveg,0,real,8.000000119E-01,3F4CCCCD
canwater,canw_unfrozen_evap,input,bdfall,0,real,1.200000000E+02,42F00000
canwater,canw_unfrozen_evap,input,canliq,0,real,4.000000060E-01,3ECCCCCD
canwater,canw_unfrozen_evap,input,canice,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap,input,tv,0,real,2.855000000E+02,438EC000
canwater,canw_unfrozen_evap,output,canliq,0,real,3.677342236E-01,3EBC47A9
canwater,canw_unfrozen_evap,output,canice,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap,output,tv,0,real,2.855000000E+02,438EC000
canwater,canw_unfrozen_evap,output,cmc,0,real,3.677342236E-01,3EBC47A9
canwater,canw_unfrozen_evap,output,ecan,0,real,1.792542935E-05,37965E91
canwater,canw_unfrozen_evap,output,etran,0,real,1.195028653E-05,37487E17
canwater,canw_unfrozen_evap,output,fwet,0,real,1.000000000E+00,3F800000
canwater,canw_unfrozen_evap,output,qsubc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap,output,qfroc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap,output,qfrzc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap,output,qmeltc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap,output,qevac,0,real,1.792542935E-05,37965E91
canwater,canw_unfrozen_evap,output,qdewc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,param,smcmax,1,real,4.339999855E-01,3EDE353F
canwater,canw_unfrozen_evap_masslimited,param,smcmax,2,real,4.390000105E-01,3EE0C49C
canwater,canw_unfrozen_evap_masslimited,param,smcmax,3,real,4.449999928E-01,3EE3D70A
canwater,canw_unfrozen_evap_masslimited,param,smcmax,4,real,4.510000050E-01,3EE6E979
canwater,canw_unfrozen_evap_masslimited,param,smcwlt,1,real,4.699999839E-02,3D408312
canwater,canw_unfrozen_evap_masslimited,param,smcwlt,2,real,5.099999905E-02,3D50E560
canwater,canw_unfrozen_evap_masslimited,param,smcwlt,3,real,5.499999970E-02,3D6147AE
canwater,canw_unfrozen_evap_masslimited,param,smcwlt,4,real,5.900000036E-02,3D71A9FC
canwater,canw_unfrozen_evap_masslimited,param,bexp,1,real,4.739999771E+00,4097AE14
canwater,canw_unfrozen_evap_masslimited,param,bexp,2,real,4.900000095E+00,409CCCCD
canwater,canw_unfrozen_evap_masslimited,param,bexp,3,real,5.050000191E+00,40A1999A
canwater,canw_unfrozen_evap_masslimited,param,bexp,4,real,5.199999809E+00,40A66666
canwater,canw_unfrozen_evap_masslimited,param,dksat,1,real,5.230000170E-06,36AF7D5C
canwater,canw_unfrozen_evap_masslimited,param,dksat,2,real,4.900000022E-06,36A46AAE
canwater,canw_unfrozen_evap_masslimited,param,dksat,3,real,4.550000085E-06,3698AC34
canwater,canw_unfrozen_evap_masslimited,param,dksat,4,real,4.200000149E-06,368CEDBA
canwater,canw_unfrozen_evap_masslimited,param,dwsat,1,real,3.579999975E-05,381627F5
canwater,canw_unfrozen_evap_masslimited,param,dwsat,2,real,3.400000060E-05,380E9B39
canwater,canw_unfrozen_evap_masslimited,param,dwsat,3,real,3.199999992E-05,380637BD
canwater,canw_unfrozen_evap_masslimited,param,dwsat,4,real,3.049999941E-05,37FFDA40
canwater,canw_unfrozen_evap_masslimited,param,kdt,0,real,3.137000084E+00,4048C49C
canwater,canw_unfrozen_evap_masslimited,param,frzx,0,real,1.518999934E-01,3E1B8BAC
canwater,canw_unfrozen_evap_masslimited,param,slope,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_unfrozen_evap_masslimited,param,ch2op,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_unfrozen_evap_masslimited,param,timean,0,real,1.050000000E+01,41280000
canwater,canw_unfrozen_evap_masslimited,param,fsatmx,0,real,3.799999952E-01,3EC28F5C
canwater,canw_unfrozen_evap_masslimited,param,urban_flag,0,int,0,
canwater,canw_unfrozen_evap_masslimited,input,vegtyp,0,int,7,
canwater,canw_unfrozen_evap_masslimited,input,iloc,0,int,3,
canwater,canw_unfrozen_evap_masslimited,input,jloc,0,int,5,
canwater,canw_unfrozen_evap_masslimited,input,frozen_canopy,0,int,0,
canwater,canw_unfrozen_evap_masslimited,input,dt,0,real,1.800000000E+03,44E10000
canwater,canw_unfrozen_evap_masslimited,input,fcev,0,real,4.500000000E+04,472FC800
canwater,canw_unfrozen_evap_masslimited,input,fctr,0,real,3.000000000E+01,41F00000
canwater,canw_unfrozen_evap_masslimited,input,elai,0,real,3.000000000E+00,40400000
canwater,canw_unfrozen_evap_masslimited,input,esai,0,real,5.000000000E-01,3F000000
canwater,canw_unfrozen_evap_masslimited,input,tg,0,real,2.850000000E+02,438E8000
canwater,canw_unfrozen_evap_masslimited,input,fveg,0,real,8.000000119E-01,3F4CCCCD
canwater,canw_unfrozen_evap_masslimited,input,bdfall,0,real,1.200000000E+02,42F00000
canwater,canw_unfrozen_evap_masslimited,input,canliq,0,real,1.999999955E-02,3CA3D70A
canwater,canw_unfrozen_evap_masslimited,input,canice,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,input,tv,0,real,2.855000000E+02,438EC000
canwater,canw_unfrozen_evap_masslimited,output,canliq,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,output,canice,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,output,tv,0,real,2.855000000E+02,438EC000
canwater,canw_unfrozen_evap_masslimited,output,cmc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,output,ecan,0,real,1.111111123E-05,373A69DC
canwater,canw_unfrozen_evap_masslimited,output,etran,0,real,1.195028653E-05,37487E17
canwater,canw_unfrozen_evap_masslimited,output,fwet,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,output,qsubc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,output,qfroc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,output,qfrzc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,output,qmeltc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_evap_masslimited,output,qevac,0,real,1.111111123E-05,373A69DC
canwater,canw_unfrozen_evap_masslimited,output,qdewc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_dew,param,smcmax,1,real,4.339999855E-01,3EDE353F
canwater,canw_unfrozen_dew,param,smcmax,2,real,4.390000105E-01,3EE0C49C
canwater,canw_unfrozen_dew,param,smcmax,3,real,4.449999928E-01,3EE3D70A
canwater,canw_unfrozen_dew,param,smcmax,4,real,4.510000050E-01,3EE6E979
canwater,canw_unfrozen_dew,param,smcwlt,1,real,4.699999839E-02,3D408312
canwater,canw_unfrozen_dew,param,smcwlt,2,real,5.099999905E-02,3D50E560
canwater,canw_unfrozen_dew,param,smcwlt,3,real,5.499999970E-02,3D6147AE
canwater,canw_unfrozen_dew,param,smcwlt,4,real,5.900000036E-02,3D71A9FC
canwater,canw_unfrozen_dew,param,bexp,1,real,4.739999771E+00,4097AE14
canwater,canw_unfrozen_dew,param,bexp,2,real,4.900000095E+00,409CCCCD
canwater,canw_unfrozen_dew,param,bexp,3,real,5.050000191E+00,40A1999A
canwater,canw_unfrozen_dew,param,bexp,4,real,5.199999809E+00,40A66666
canwater,canw_unfrozen_dew,param,dksat,1,real,5.230000170E-06,36AF7D5C
canwater,canw_unfrozen_dew,param,dksat,2,real,4.900000022E-06,36A46AAE
canwater,canw_unfrozen_dew,param,dksat,3,real,4.550000085E-06,3698AC34
canwater,canw_unfrozen_dew,param,dksat,4,real,4.200000149E-06,368CEDBA
canwater,canw_unfrozen_dew,param,dwsat,1,real,3.579999975E-05,381627F5
canwater,canw_unfrozen_dew,param,dwsat,2,real,3.400000060E-05,380E9B39
canwater,canw_unfrozen_dew,param,dwsat,3,real,3.199999992E-05,380637BD
canwater,canw_unfrozen_dew,param,dwsat,4,real,3.049999941E-05,37FFDA40
canwater,canw_unfrozen_dew,param,kdt,0,real,3.137000084E+00,4048C49C
canwater,canw_unfrozen_dew,param,frzx,0,real,1.518999934E-01,3E1B8BAC
canwater,canw_unfrozen_dew,param,slope,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_unfrozen_dew,param,ch2op,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_unfrozen_dew,param,timean,0,real,1.050000000E+01,41280000
canwater,canw_unfrozen_dew,param,fsatmx,0,real,3.799999952E-01,3EC28F5C
canwater,canw_unfrozen_dew,param,urban_flag,0,int,0,
canwater,canw_unfrozen_dew,input,vegtyp,0,int,12,
canwater,canw_unfrozen_dew,input,iloc,0,int,3,
canwater,canw_unfrozen_dew,input,jloc,0,int,5,
canwater,canw_unfrozen_dew,input,frozen_canopy,0,int,0,
canwater,canw_unfrozen_dew,input,dt,0,real,1.800000000E+03,44E10000
canwater,canw_unfrozen_dew,input,fcev,0,real,-2.200000000E+01,C1B00000
canwater,canw_unfrozen_dew,input,fctr,0,real,1.000000000E+01,41200000
canwater,canw_unfrozen_dew,input,elai,0,real,2.500000000E+00,40200000
canwater,canw_unfrozen_dew,input,esai,0,real,4.000000060E-01,3ECCCCCD
canwater,canw_unfrozen_dew,input,tg,0,real,2.810000000E+02,438C8000
canwater,canw_unfrozen_dew,input,fveg,0,real,6.999999881E-01,3F333333
canwater,canw_unfrozen_dew,input,bdfall,0,real,1.100000000E+02,42DC0000
canwater,canw_unfrozen_dew,input,canliq,0,real,5.000000075E-02,3D4CCCCD
canwater,canw_unfrozen_dew,input,canice,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_dew,input,tv,0,real,2.800000000E+02,438C0000
canwater,canw_unfrozen_dew,output,canliq,0,real,6.577438116E-02,3D86B4B8
canwater,canw_unfrozen_dew,output,canice,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_dew,output,tv,0,real,2.800000000E+02,438C0000
canwater,canw_unfrozen_dew,output,cmc,0,real,6.577438116E-02,3D86B4B8
canwater,canw_unfrozen_dew,output,ecan,0,real,-8.763543519E-06,B7130722
canwater,canw_unfrozen_dew,output,etran,0,real,3.983428996E-06,3685A965
canwater,canw_unfrozen_dew,output,fwet,0,real,4.715676308E-01,3EF17150
canwater,canw_unfrozen_dew,output,qsubc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_dew,output,qfroc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_dew,output,qfrzc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_dew,output,qmeltc,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_dew,output,qevac,0,real,0.000000000E+00,00000000
canwater,canw_unfrozen_dew,output,qdewc,0,real,8.763543519E-06,37130722
canwater,canw_frozen_sublim,param,smcmax,1,real,4.339999855E-01,3EDE353F
canwater,canw_frozen_sublim,param,smcmax,2,real,4.390000105E-01,3EE0C49C
canwater,canw_frozen_sublim,param,smcmax,3,real,4.449999928E-01,3EE3D70A
canwater,canw_frozen_sublim,param,smcmax,4,real,4.510000050E-01,3EE6E979
canwater,canw_frozen_sublim,param,smcwlt,1,real,4.699999839E-02,3D408312
canwater,canw_frozen_sublim,param,smcwlt,2,real,5.099999905E-02,3D50E560
canwater,canw_frozen_sublim,param,smcwlt,3,real,5.499999970E-02,3D6147AE
canwater,canw_frozen_sublim,param,smcwlt,4,real,5.900000036E-02,3D71A9FC
canwater,canw_frozen_sublim,param,bexp,1,real,4.739999771E+00,4097AE14
canwater,canw_frozen_sublim,param,bexp,2,real,4.900000095E+00,409CCCCD
canwater,canw_frozen_sublim,param,bexp,3,real,5.050000191E+00,40A1999A
canwater,canw_frozen_sublim,param,bexp,4,real,5.199999809E+00,40A66666
canwater,canw_frozen_sublim,param,dksat,1,real,5.230000170E-06,36AF7D5C
canwater,canw_frozen_sublim,param,dksat,2,real,4.900000022E-06,36A46AAE
canwater,canw_frozen_sublim,param,dksat,3,real,4.550000085E-06,3698AC34
canwater,canw_frozen_sublim,param,dksat,4,real,4.200000149E-06,368CEDBA
canwater,canw_frozen_sublim,param,dwsat,1,real,3.579999975E-05,381627F5
canwater,canw_frozen_sublim,param,dwsat,2,real,3.400000060E-05,380E9B39
canwater,canw_frozen_sublim,param,dwsat,3,real,3.199999992E-05,380637BD
canwater,canw_frozen_sublim,param,dwsat,4,real,3.049999941E-05,37FFDA40
canwater,canw_frozen_sublim,param,kdt,0,real,3.137000084E+00,4048C49C
canwater,canw_frozen_sublim,param,frzx,0,real,1.518999934E-01,3E1B8BAC
canwater,canw_frozen_sublim,param,slope,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_frozen_sublim,param,ch2op,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_frozen_sublim,param,timean,0,real,1.050000000E+01,41280000
canwater,canw_frozen_sublim,param,fsatmx,0,real,3.799999952E-01,3EC28F5C
canwater,canw_frozen_sublim,param,urban_flag,0,int,0,
canwater,canw_frozen_sublim,input,vegtyp,0,int,14,
canwater,canw_frozen_sublim,input,iloc,0,int,3,
canwater,canw_frozen_sublim,input,jloc,0,int,5,
canwater,canw_frozen_sublim,input,frozen_canopy,0,int,1,
canwater,canw_frozen_sublim,input,dt,0,real,1.800000000E+03,44E10000
canwater,canw_frozen_sublim,input,fcev,0,real,3.500000000E+01,420C0000
canwater,canw_frozen_sublim,input,fctr,0,real,2.000000000E+01,41A00000
canwater,canw_frozen_sublim,input,elai,0,real,2.000000000E+00,40000000
canwater,canw_frozen_sublim,input,esai,0,real,6.000000238E-01,3F19999A
canwater,canw_frozen_sublim,input,tg,0,real,2.640000000E+02,43840000
canwater,canw_frozen_sublim,input,fveg,0,real,8.999999762E-01,3F666666
canwater,canw_frozen_sublim,input,bdfall,0,real,9.000000000E+01,42B40000
canwater,canw_frozen_sublim,input,canliq,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim,input,canice,0,real,1.200000048E+00,3F99999A
canwater,canw_frozen_sublim,input,tv,0,real,2.650000000E+02,43848000
canwater,canw_frozen_sublim,output,canliq,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim,output,canice,0,real,1.177848101E+00,3F96C3BA
canwater,canw_frozen_sublim,output,tv,0,real,2.650000000E+02,43848000
canwater,canw_frozen_sublim,output,cmc,0,real,1.177848101E+00,3F96C3BA
canwater,canw_frozen_sublim,output,ecan,0,real,1.230661019E-05,374E787D
canwater,canw_frozen_sublim,output,etran,0,real,7.032349004E-06,36EBF76B
canwater,canw_frozen_sublim,output,fwet,0,real,2.118723840E-01,3E58F513
canwater,canw_frozen_sublim,output,qsubc,0,real,1.230661019E-05,374E787D
canwater,canw_frozen_sublim,output,qfroc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim,output,qfrzc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim,output,qmeltc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim,output,qevac,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim,output,qdewc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,param,smcmax,1,real,4.339999855E-01,3EDE353F
canwater,canw_frozen_sublim_masslimited,param,smcmax,2,real,4.390000105E-01,3EE0C49C
canwater,canw_frozen_sublim_masslimited,param,smcmax,3,real,4.449999928E-01,3EE3D70A
canwater,canw_frozen_sublim_masslimited,param,smcmax,4,real,4.510000050E-01,3EE6E979
canwater,canw_frozen_sublim_masslimited,param,smcwlt,1,real,4.699999839E-02,3D408312
canwater,canw_frozen_sublim_masslimited,param,smcwlt,2,real,5.099999905E-02,3D50E560
canwater,canw_frozen_sublim_masslimited,param,smcwlt,3,real,5.499999970E-02,3D6147AE
canwater,canw_frozen_sublim_masslimited,param,smcwlt,4,real,5.900000036E-02,3D71A9FC
canwater,canw_frozen_sublim_masslimited,param,bexp,1,real,4.739999771E+00,4097AE14
canwater,canw_frozen_sublim_masslimited,param,bexp,2,real,4.900000095E+00,409CCCCD
canwater,canw_frozen_sublim_masslimited,param,bexp,3,real,5.050000191E+00,40A1999A
canwater,canw_frozen_sublim_masslimited,param,bexp,4,real,5.199999809E+00,40A66666
canwater,canw_frozen_sublim_masslimited,param,dksat,1,real,5.230000170E-06,36AF7D5C
canwater,canw_frozen_sublim_masslimited,param,dksat,2,real,4.900000022E-06,36A46AAE
canwater,canw_frozen_sublim_masslimited,param,dksat,3,real,4.550000085E-06,3698AC34
canwater,canw_frozen_sublim_masslimited,param,dksat,4,real,4.200000149E-06,368CEDBA
canwater,canw_frozen_sublim_masslimited,param,dwsat,1,real,3.579999975E-05,381627F5
canwater,canw_frozen_sublim_masslimited,param,dwsat,2,real,3.400000060E-05,380E9B39
canwater,canw_frozen_sublim_masslimited,param,dwsat,3,real,3.199999992E-05,380637BD
canwater,canw_frozen_sublim_masslimited,param,dwsat,4,real,3.049999941E-05,37FFDA40
canwater,canw_frozen_sublim_masslimited,param,kdt,0,real,3.137000084E+00,4048C49C
canwater,canw_frozen_sublim_masslimited,param,frzx,0,real,1.518999934E-01,3E1B8BAC
canwater,canw_frozen_sublim_masslimited,param,slope,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_frozen_sublim_masslimited,param,ch2op,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_frozen_sublim_masslimited,param,timean,0,real,1.050000000E+01,41280000
canwater,canw_frozen_sublim_masslimited,param,fsatmx,0,real,3.799999952E-01,3EC28F5C
canwater,canw_frozen_sublim_masslimited,param,urban_flag,0,int,0,
canwater,canw_frozen_sublim_masslimited,input,vegtyp,0,int,14,
canwater,canw_frozen_sublim_masslimited,input,iloc,0,int,3,
canwater,canw_frozen_sublim_masslimited,input,jloc,0,int,5,
canwater,canw_frozen_sublim_masslimited,input,frozen_canopy,0,int,1,
canwater,canw_frozen_sublim_masslimited,input,dt,0,real,1.800000000E+03,44E10000
canwater,canw_frozen_sublim_masslimited,input,fcev,0,real,5.000000000E+04,47435000
canwater,canw_frozen_sublim_masslimited,input,fctr,0,real,2.000000000E+01,41A00000
canwater,canw_frozen_sublim_masslimited,input,elai,0,real,2.000000000E+00,40000000
canwater,canw_frozen_sublim_masslimited,input,esai,0,real,6.000000238E-01,3F19999A
canwater,canw_frozen_sublim_masslimited,input,tg,0,real,2.640000000E+02,43840000
canwater,canw_frozen_sublim_masslimited,input,fveg,0,real,8.999999762E-01,3F666666
canwater,canw_frozen_sublim_masslimited,input,bdfall,0,real,9.000000000E+01,42B40000
canwater,canw_frozen_sublim_masslimited,input,canliq,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,input,canice,0,real,2.999999933E-02,3CF5C28F
canwater,canw_frozen_sublim_masslimited,input,tv,0,real,2.650000000E+02,43848000
canwater,canw_frozen_sublim_masslimited,output,canliq,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,output,canice,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,output,tv,0,real,2.650000000E+02,43848000
canwater,canw_frozen_sublim_masslimited,output,cmc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,output,ecan,0,real,1.666666685E-05,378BCF65
canwater,canw_frozen_sublim_masslimited,output,etran,0,real,7.032349004E-06,36EBF76B
canwater,canw_frozen_sublim_masslimited,output,fwet,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,output,qsubc,0,real,1.666666685E-05,378BCF65
canwater,canw_frozen_sublim_masslimited,output,qfroc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,output,qfrzc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,output,qmeltc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,output,qevac,0,real,0.000000000E+00,00000000
canwater,canw_frozen_sublim_masslimited,output,qdewc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_frost,param,smcmax,1,real,4.339999855E-01,3EDE353F
canwater,canw_frozen_frost,param,smcmax,2,real,4.390000105E-01,3EE0C49C
canwater,canw_frozen_frost,param,smcmax,3,real,4.449999928E-01,3EE3D70A
canwater,canw_frozen_frost,param,smcmax,4,real,4.510000050E-01,3EE6E979
canwater,canw_frozen_frost,param,smcwlt,1,real,4.699999839E-02,3D408312
canwater,canw_frozen_frost,param,smcwlt,2,real,5.099999905E-02,3D50E560
canwater,canw_frozen_frost,param,smcwlt,3,real,5.499999970E-02,3D6147AE
canwater,canw_frozen_frost,param,smcwlt,4,real,5.900000036E-02,3D71A9FC
canwater,canw_frozen_frost,param,bexp,1,real,4.739999771E+00,4097AE14
canwater,canw_frozen_frost,param,bexp,2,real,4.900000095E+00,409CCCCD
canwater,canw_frozen_frost,param,bexp,3,real,5.050000191E+00,40A1999A
canwater,canw_frozen_frost,param,bexp,4,real,5.199999809E+00,40A66666
canwater,canw_frozen_frost,param,dksat,1,real,5.230000170E-06,36AF7D5C
canwater,canw_frozen_frost,param,dksat,2,real,4.900000022E-06,36A46AAE
canwater,canw_frozen_frost,param,dksat,3,real,4.550000085E-06,3698AC34
canwater,canw_frozen_frost,param,dksat,4,real,4.200000149E-06,368CEDBA
canwater,canw_frozen_frost,param,dwsat,1,real,3.579999975E-05,381627F5
canwater,canw_frozen_frost,param,dwsat,2,real,3.400000060E-05,380E9B39
canwater,canw_frozen_frost,param,dwsat,3,real,3.199999992E-05,380637BD
canwater,canw_frozen_frost,param,dwsat,4,real,3.049999941E-05,37FFDA40
canwater,canw_frozen_frost,param,kdt,0,real,3.137000084E+00,4048C49C
canwater,canw_frozen_frost,param,frzx,0,real,1.518999934E-01,3E1B8BAC
canwater,canw_frozen_frost,param,slope,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_frozen_frost,param,ch2op,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_frozen_frost,param,timean,0,real,1.050000000E+01,41280000
canwater,canw_frozen_frost,param,fsatmx,0,real,3.799999952E-01,3EC28F5C
canwater,canw_frozen_frost,param,urban_flag,0,int,0,
canwater,canw_frozen_frost,input,vegtyp,0,int,14,
canwater,canw_frozen_frost,input,iloc,0,int,3,
canwater,canw_frozen_frost,input,jloc,0,int,5,
canwater,canw_frozen_frost,input,frozen_canopy,0,int,1,
canwater,canw_frozen_frost,input,dt,0,real,1.800000000E+03,44E10000
canwater,canw_frozen_frost,input,fcev,0,real,-1.800000000E+01,C1900000
canwater,canw_frozen_frost,input,fctr,0,real,1.200000000E+01,41400000
canwater,canw_frozen_frost,input,elai,0,real,2.000000000E+00,40000000
canwater,canw_frozen_frost,input,esai,0,real,6.000000238E-01,3F19999A
canwater,canw_frozen_frost,input,tg,0,real,2.620000000E+02,43830000
canwater,canw_frozen_frost,input,fveg,0,real,8.999999762E-01,3F666666
canwater,canw_frozen_frost,input,bdfall,0,real,8.500000000E+01,42AA0000
canwater,canw_frozen_frost,input,canliq,0,real,0.000000000E+00,00000000
canwater,canw_frozen_frost,input,canice,0,real,1.000000015E-01,3DCCCCCD
canwater,canw_frozen_frost,input,tv,0,real,2.630000000E+02,43838000
canwater,canw_frozen_frost,output,canliq,0,real,0.000000000E+00,00000000
canwater,canw_frozen_frost,output,canice,0,real,1.113924086E-01,3DE421B4
canwater,canw_frozen_frost,output,tv,0,real,2.630000000E+02,43838000
canwater,canw_frozen_frost,output,cmc,0,real,1.113924086E-01,3DE421B4
canwater,canw_frozen_frost,output,ecan,0,real,-6.329114058E-06,B6D45EAD
canwater,canw_frozen_frost,output,etran,0,real,4.219409220E-06,368D9473
canwater,canw_frozen_frost,output,fwet,0,real,4.285189137E-02,3D2F8577
canwater,canw_frozen_frost,output,qsubc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_frost,output,qfroc,0,real,6.329114058E-06,36D45EAD
canwater,canw_frozen_frost,output,qfrzc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_frost,output,qmeltc,0,real,0.000000000E+00,00000000
canwater,canw_frozen_frost,output,qevac,0,real,0.000000000E+00,00000000
canwater,canw_frozen_frost,output,qdewc,0,real,0.000000000E+00,00000000
canwater,canw_canliq_at_limit,param,smcmax,1,real,4.339999855E-01,3EDE353F
canwater,canw_canliq_at_limit,param,smcmax,2,real,4.390000105E-01,3EE0C49C
canwater,canw_canliq_at_limit,param,smcmax,3,real,4.449999928E-01,3EE3D70A
canwater,canw_canliq_at_limit,param,smcmax,4,real,4.510000050E-01,3EE6E979
canwater,canw_canliq_at_limit,param,smcwlt,1,real,4.699999839E-02,3D408312
canwater,canw_canliq_at_limit,param,smcwlt,2,real,5.099999905E-02,3D50E560
canwater,canw_canliq_at_limit,param,smcwlt,3,real,5.499999970E-02,3D6147AE
