leaf,case,role,name,index,slot,live,bits,value
ragrb,stable_clamp_mozg,in,dleaf,0,17,1,3D75C28F,0.599999987E-1
ragrb,stable_clamp_mozg,out,mozg,0,1,1,3F800000,1.00000000
ragrb,stable_clamp_mozg,out,fhg,0,2,1,40766666,3.84999990
ragrb,stable_clamp_mozg,out,ramg,0,3,1,00000000,0.00000000
ragrb,stable_clamp_mozg,out,rahg,0,4,1,47EE122C,121892.344
ragrb,stable_clamp_mozg,out,rawg,0,5,1,47EE122C,121892.344
ragrb,stable_clamp_mozg,out,rb,0,6,1,423509C8,45.2595520
ragrb,mpe_floors_tmp1,int,iter,0,1,1,40000000,2.00000000
ragrb,mpe_floors_tmp1,int,vegtyp,0,2,1,40E00000,7.00000000
ragrb,mpe_floors_tmp1,int,iloc,0,3,1,41700000,15.0000000
ragrb,mpe_floors_tmp1,int,jloc,0,4,1,41C80000,25.0000000
ragrb,mpe_floors_tmp1,in,vai,0,1,1,3FE66666,1.79999995
ragrb,mpe_floors_tmp1,in,rhoair,0,2,1,3F933333,1.14999998
ragrb,mpe_floors_tmp1,in,hg,0,3,1,38D1B717,0.999999975E-4
ragrb,mpe_floors_tmp1,in,tv,0,4,1,43900000,288.000000
ragrb,mpe_floors_tmp1,in,tah,0,5,1,43910000,290.000000
ragrb,mpe_floors_tmp1,in,zpd,0,6,1,3FA66666,1.29999995
ragrb,mpe_floors_tmp1,in,z0mg,0,7,1,3BA3D70A,0.499999989E-2
ragrb,mpe_floors_tmp1,in,z0hg,0,8,1,3BC49BA6,0.600000005E-2
ragrb,mpe_floors_tmp1,in,hcan,0,9,1,40000000,2.00000000
ragrb,mpe_floors_tmp1,in,uc,0,10,1,3FC00000,1.50000000
ragrb,mpe_floors_tmp1,in,z0h,0,11,1,3E19999A,0.150000006
ragrb,mpe_floors_tmp1,in,fv,0,12,1,3E99999A,0.300000012
ragrb,mpe_floors_tmp1,in,cwp,0,13,1,3FD5C28F,1.66999996
ragrb,mpe_floors_tmp1,in,mpe,0,14,1,38D1B717,0.999999975E-4
ragrb,mpe_floors_tmp1,in,mozg,0,15,1,3D8F5C29,0.700000003E-1
ragrb,mpe_floors_tmp1,in,fhg,0,16,1,3F666666,0.899999976
ragrb,mpe_floors_tmp1,in,dleaf,0,17,1,3D3851EC,0.450000018E-1
ragrb,mpe_floors_tmp1,out,mozg,0,1,1,BB9D2A3E,-0.479629543E-2
ragrb,mpe_floors_tmp1,out,fhg,0,2,1,3F70FEFB,0.941390693
ragrb,mpe_floors_tmp1,out,ramg,0,3,1,00000000,0.00000000
ragrb,mpe_floors_tmp1,out,rahg,0,4,1,42B004A1,88.0090408
ragrb,mpe_floors_tmp1,out,rawg,0,5,1,42B004A1,88.0090408
ragrb,mpe_floors_tmp1,out,rb,0,6,1,41ECF0B4,29.6175308
ragrb,mpe_floors_kh,int,iter,0,1,1,40000000,2.00000000
ragrb,mpe_floors_kh,int,vegtyp,0,2,1,41400000,12.0000000
ragrb,mpe_floors_kh,int,iloc,0,3,1,41800000,16.0000000
ragrb,mpe_floors_kh,int,jloc,0,4,1,41D00000,26.0000000
ragrb,mpe_floors_kh,in,vai,0,1,1,3F666666,0.899999976
ragrb,mpe_floors_kh,in,rhoair,0,2,1,3FA00000,1.25000000
ragrb,mpe_floors_kh,in,hg,0,3,1,42700000,60.0000000
ragrb,mpe_floors_kh,in,tv,0,4,1,438E0000,284.000000
ragrb,mpe_floors_kh,in,tah,0,5,1,438F0000,286.000000
ragrb,mpe_floors_kh,in,zpd,0,6,1,3FFFFF58,1.99997997
ragrb,mpe_floors_kh,in,z0mg,0,7,1,3C23D70A,0.999999978E-2
ragrb,mpe_floors_kh,in,z0hg,0,8,1,3C54FDF4,0.130000003E-1
ragrb,mpe_floors_kh,in,hcan,0,9,1,40000000,2.00000000
ragrb,mpe_floors_kh,in,uc,0,10,1,40400000,3.00000000
ragrb,mpe_floors_kh,in,z0h,0,11,1,3DCCCCCD,0.100000001
ragrb,mpe_floors_kh,in,fv,0,12,1,3D4CCCCD,0.500000007E-1
ragrb,mpe_floors_kh,in,cwp,0,13,1,3E99999A,0.300000012
ragrb,mpe_floors_kh,in,mpe,0,14,1,3727C5AC,0.999999975E-5
ragrb,mpe_floors_kh,in,mozg,0,15,1,BE19999A,-0.150000006
ragrb,mpe_floors_kh,in,fhg,0,16,1,3F866666,1.04999995
ragrb,mpe_floors_kh,in,dleaf,0,17,1,3CA3D70A,0.199999996E-1
ragrb,mpe_floors_kh,out,mozg,0,1,1,C126E8F6,-10.4318752
ragrb,mpe_floors_kh,out,fhg,0,2,1,3F2A8877,0.666144788
ragrb,mpe_floors_kh,out,ramg,0,3,1,00000000,0.00000000
ragrb,mpe_floors_kh,out,rahg,0,4,1,48897248,281490.250
ragrb,mpe_floors_kh,out,rawg,0,5,1,48897248,281490.250
ragrb,mpe_floors_kh,out,rb,0,6,1,4117348C,9.45032883
ragrb,rb_high_clamp,int,iter,0,1,1,40400000,3.00000000
ragrb,rb_high_clamp,int,vegtyp,0,2,1,41600000,14.0000000
ragrb,rb_high_clamp,int,iloc,0,3,1,41880000,17.0000000
ragrb,rb_high_clamp,int,jloc,0,4,1,41D80000,27.0000000
ragrb,rb_high_clamp,in,vai,0,1,1,40C00000,6.00000000
ragrb,rb_high_clamp,in,rhoair,0,2,1,3F866666,1.04999995
ragrb,rb_high_clamp,in,hg,0,3,1,437A0000,250.000000
ragrb,rb_high_clamp,in,tv,0,4,1,43988000,305.000000
ragrb,rb_high_clamp,in,tah,0,5,1,43970000,302.000000
ragrb,rb_high_clamp,in,zpd,0,6,1,3FA66666,1.29999995
ragrb,rb_high_clamp,in,z0mg,0,7,1,3CA3D70A,0.199999996E-1
ragrb,rb_high_clamp,in,z0hg,0,8,1,3CCCCCCD,0.250000004E-1
ragrb,rb_high_clamp,in,hcan,0,9,1,40000000,2.00000000
ragrb,rb_high_clamp,in,uc,0,10,1,3F000000,0.500000000
ragrb,rb_high_clamp,in,z0h,0,11,1,3E4CCCCD,0.200000003
ragrb,rb_high_clamp,in,fv,0,12,1,3F0CB924,0.549700022
ragrb,rb_high_clamp,in,cwp,0,13,1,40A00000,5.00000000
ragrb,rb_high_clamp,in,mpe,0,14,1,358637BD,0.999999997E-6
ragrb,rb_high_clamp,in,mozg,0,15,1,3E99999A,0.300000012
ragrb,rb_high_clamp,in,fhg,0,16,1,3FD9999A,1.70000005
ragrb,rb_high_clamp,in,dleaf,0,17,1,3D8F5C29,0.700000003E-1
ragrb,rb_high_clamp,out,mozg,0,1,1,BCC2519F,-0.237205606E-1
ragrb,rb_high_clamp,out,fhg,0,2,1,3FA81C3F,1.31336200
ragrb,rb_high_clamp,out,ramg,0,3,1,00000000,0.00000000
ragrb,rb_high_clamp,out,rahg,0,4,1,461276C7,9373.69434
ragrb,rb_high_clamp,out,rawg,0,5,1,461276C7,9373.69434
ragrb,rb_high_clamp,out,rb,0,6,1,42480000,50.0000000
ragrb,rb_low_clamp,int,iter,0,1,1,3F800000,1.00000000
ragrb,rb_low_clamp,int,vegtyp,0,2,1,41800000,16.0000000
ragrb,rb_low_clamp,int,iloc,0,3,1,41900000,18.0000000
ragrb,rb_low_clamp,int,jloc,0,4,1,41E00000,28.0000000
ragrb,rb_low_clamp,in,vai,0,1,1,3F000000,0.500000000
ragrb,rb_low_clamp,in,rhoair,0,2,1,3F9C28F6,1.22000003
ragrb,rb_low_clamp,in,hg,0,3,1,C1200000,-10.0000000
ragrb,rb_low_clamp,in,tv,0,4,1,43890000,274.000000
ragrb,rb_low_clamp,in,tah,0,5,1,43898000,275.000000
ragrb,rb_low_clamp,in,zpd,0,6,1,3EA66666,0.324999988
ragrb,rb_low_clamp,in,z0mg,0,7,1,3CF5C28F,0.299999993E-1
ragrb,rb_low_clamp,in,z0hg,0,8,1,3D0F5C29,0.350000001E-1
ragrb,rb_low_clamp,in,hcan,0,9,1,3F000000,0.500000000
ragrb,rb_low_clamp,in,uc,0,10,1,41A00000,20.0000000
ragrb,rb_low_clamp,in,z0h,0,11,1,3D4CCCCD,0.500000007E-1
ragrb,rb_low_clamp,in,fv,0,12,1,3F19999A,0.600000024
ragrb,rb_low_clamp,in,cwp,0,13,1,3E3851EC,0.180000007
ragrb,rb_low_clamp,in,mpe,0,14,1,358637BD,0.999999997E-6
ragrb,rb_low_clamp,in,mozg,0,15,1,3E4CCCCD,0.200000003
ragrb,rb_low_clamp,in,fhg,0,16,1,3F4CCCCD,0.800000012
ragrb,rb_low_clamp,in,dleaf,0,17,1,3D23D70A,0.399999991E-1
ragrb,rb_low_clamp,out,mozg,0,1,1,00000000,0.00000000
ragrb,rb_low_clamp,out,fhg,0,2,1,3F800000,1.00000000
ragrb,rb_low_clamp,out,ramg,0,3,1,00000000,0.00000000
ragrb,rb_low_clamp,out,rahg,0,4,1,4112EB93,9.18251324
ragrb,rb_low_clamp,out,rawg,0,5,1,4112EB93,9.18251324
ragrb,rb_low_clamp,out,rb,0,6,1,40A00000,5.00000000
sfcdif1,neutral_start,int,iter,0,1,1,3F800000,1.00000000
sfcdif1,neutral_start,int,mozsgn,0,2,1,00000000,0.00000000
sfcdif1,neutral_start,int,iloc,0,3,1,41F80000,31.0000000
sfcdif1,neutral_start,int,jloc,0,4,1,42240000,41.0000000
sfcdif1,neutral_start,in,sfctmp,0,1,1,43910000,290.000000
sfcdif1,neutral_start,in,rhoair,0,2,1,3F970A3D,1.17999995
sfcdif1,neutral_start,in,h,0,3,1,42F00000,120.000000
sfcdif1,neutral_start,in,qair,0,4,1,3C23D70A,0.999999978E-2
sfcdif1,neutral_start,in,zlvl,0,5,1,41200000,10.0000000
sfcdif1,neutral_start,in,zpd,0,6,1,3F266666,0.649999976
sfcdif1,neutral_start,in,z0m,0,7,1,3DCCCCCD,0.100000001
sfcdif1,neutral_start,in,z0h,0,8,1,3DCCCCCD,0.100000001
sfcdif1,neutral_start,in,ur,0,9,1,40600000,3.50000000
sfcdif1,neutral_start,in,mpe,0,10,1,358637BD,0.999999997E-6
sfcdif1,neutral_start,in,moz,0,11,1,BE4CCCCD,-0.200000003
sfcdif1,neutral_start,in,fm,0,12,1,3F000000,0.500000000
sfcdif1,neutral_start,in,fh,0,13,1,3ECCCCCD,0.400000006
sfcdif1,neutral_start,in,fm2,0,14,1,3E99999A,0.300000012
sfcdif1,neutral_start,in,fh2,0,15,1,3E800000,0.250000000
sfcdif1,neutral_start,in,fv,0,16,1,3E99999A,0.300000012
sfcdif1,neutral_start,out,moz,0,1,1,00000000,0.00000000
sfcdif1,neutral_start,out,mozsgn,0,2,1,00000000,0.00000000
sfcdif1,neutral_start,out,fm,0,3,1,80000000,-0.00000000
sfcdif1,neutral_start,out,fh,0,4,1,80000000,-0.00000000
sfcdif1,neutral_start,out,fm2,0,5,1,80000000,-0.00000000
sfcdif1,neutral_start,out,fh2,0,6,1,80000000,-0.00000000
sfcdif1,neutral_start,out,fv,0,7,1,3E9DF4D6,0.308508575
sfcdif1,neutral_start,out,cm,0,8,1,3BFE9817,0.776959537E-2
sfcdif1,neutral_start,out,ch,0,9,1,3BFE9817,0.776959537E-2
sfcdif1,neutral_start,out,ch2,0,10,1,3D2605DD,0.405329354E-1
sfcdif1,unstable_moderate,int,iter,0,1,1,40000000,2.00000000
sfcdif1,unstable_moderate,int,mozsgn,0,2,1,00000000,0.00000000
sfcdif1,unstable_moderate,int,iloc,0,3,1,42000000,32.0000000
sfcdif1,unstable_moderate,int,jloc,0,4,1,42280000,42.0000000
sfcdif1,unstable_moderate,in,sfctmp,0,1,1,43938000,295.000000
sfcdif1,unstable_moderate,in,rhoair,0,2,1,3F933333,1.14999998
sfcdif1,unstable_moderate,in,h,0,3,1,437A0000,250.000000
sfcdif1,unstable_moderate,in,qair,0,4,1,3C449BA6,0.120000001E-1
sfcdif1,unstable_moderate,in,zlvl,0,5,1,41200000,10.0000000
sfcdif1,unstable_moderate,in,zpd,0,6,1,3F266666,0.649999976
sfcdif1,unstable_moderate,in,z0m,0,7,1,3DCCCCCD,0.100000001
sfcdif1,unstable_moderate,in,z0h,0,8,1,3DCCCCCD,0.100000001
sfcdif1,unstable_moderate,in,ur,0,9,1,40400000,3.00000000
sfcdif1,unstable_moderate,in,mpe,0,10,1,358637BD,0.999999997E-6
sfcdif1,unstable_moderate,in,moz,0,11,1,BDCCCCCD,-0.100000001
sfcdif1,unstable_moderate,in,fm,0,12,1,3F19999A,0.600000024
sfcdif1,unstable_moderate,in,fh,0,13,1,3F0CCCCD,0.550000012
sfcdif1,unstable_moderate,in,fm2,0,14,1,3ECCCCCD,0.400000006
sfcdif1,unstable_moderate,in,fh2,0,15,1,3EB33333,0.349999994
sfcdif1,unstable_moderate,in,fv,0,16,1,3EB32618,0.349900007
sfcdif1,unstable_moderate,out,moz,0,1,1,BF1F987B,-0.623420417
sfcdif1,unstable_moderate,out,mozsgn,0,2,1,00000000,0.00000000
sfcdif1,unstable_moderate,out,fm,0,3,1,3F3EAE5F,0.744848192
sfcdif1,unstable_moderate,out,fh,0,4,1,3F858F8B,1.04344308
sfcdif1,unstable_moderate,out,fm2,0,5,1,3EC31D46,0.381082714
sfcdif1,unstable_moderate,out,fh2,0,6,1,3F02F1E1,0.511503279
sfcdif1,unstable_moderate,out,fv,0,7,1,3EA1FA4F,0.316362828
sfcdif1,unstable_moderate,out,cm,0,8,1,3C363332,0.111206044E-1
sfcdif1,unstable_moderate,out,ch,0,9,1,3C45C4B4,0.120708235E-1
sfcdif1,unstable_moderate,out,ch2,0,10,1,3D4CA0FE,0.499582216E-1
sfcdif1,stable_moderate,int,iter,0,1,1,40400000,3.00000000
sfcdif1,stable_moderate,int,mozsgn,0,2,1,00000000,0.00000000
sfcdif1,stable_moderate,int,iloc,0,3,1,42040000,33.0000000
sfcdif1,stable_moderate,int,jloc,0,4,1,422C0000,43.0000000
sfcdif1,stable_moderate,in,sfctmp,0,1,1,438B0000,278.000000
sfcdif1,stable_moderate,in,rhoair,0,2,1,3FA00000,1.25000000
sfcdif1,stable_moderate,in,h,0,3,1,C2340000,-45.0000000
sfcdif1,stable_moderate,in,qair,0,4,1,3B656042,0.350000011E-2
sfcdif1,stable_moderate,in,zlvl,0,5,1,41200000,10.0000000
sfcdif1,stable_moderate,in,zpd,0,6,1,3EA66666,0.324999988
sfcdif1,stable_moderate,in,z0m,0,7,1,3D4CCCCD,0.500000007E-1
sfcdif1,stable_moderate,in,z0h,0,8,1,3D4CCCCD,0.500000007E-1
sfcdif1,stable_moderate,in,ur,0,9,1,400CCCCD,2.20000005
sfcdif1,stable_moderate,in,mpe,0,10,1,358637BD,0.999999997E-6
sfcdif1,stable_moderate,in,moz,0,11,1,3D4CCCCD,0.500000007E-1
sfcdif1,stable_moderate,in,fm,0,12,1,BE99999A,-0.300000012
sfcdif1,stable_moderate,in,fh,0,13,1,BE8F5C29,-0.280000001
sfcdif1,stable_moderate,in,fm2,0,14,1,BE19999A,-0.150000006
sfcdif1,stable_moderate,in,fh2,0,15,1,BE0F5C29,-0.140000001
sfcdif1,stable_moderate,in,fv,0,16,1,3E4CB296,0.199900001
sfcdif1,stable_moderate,out,moz,0,1,1,3F1C6F3A,0.611072183
sfcdif1,stable_moderate,out,mozsgn,0,2,1,00000000,0.00000000
sfcdif1,stable_moderate,out,fm,0,3,1,BFD6BE3B,-1.67768037
sfcdif1,stable_moderate,out,fh,0,4,1,BFD5768D,-1.66768038
sfcdif1,stable_moderate,out,fm2,0,5,1,BECC21B2,-0.398694575
sfcdif1,stable_moderate,out,fh2,0,6,1,BEC99256,-0.393694580
sfcdif1,stable_moderate,out,fv,0,7,1,3E01CA01,0.126747146
sfcdif1,stable_moderate,out,cm,0,8,1,3B59869F,0.331918127E-2
sfcdif1,stable_moderate,out,ch,0,9,1,3B59D6F1,0.332396873E-2
sfcdif1,stable_moderate,out,ch2,0,10,1,3C4A3D39,0.123436982E-1
sfcdif1,sign_flip_counts,int,iter,0,1,1,40000000,2.00000000
sfcdif1,sign_flip_counts,int,mozsgn,0,2,1,00000000,0.00000000
sfcdif1,sign_flip_counts,int,iloc,0,3,1,42080000,34.0000000
sfcdif1,sign_flip_counts,int,jloc,0,4,1,42300000,44.0000000
sfcdif1,sign_flip_counts,in,sfctmp,0,1,1,43920000,292.000000
sfcdif1,sign_flip_counts,in,rhoair,0,2,1,3F947AE1,1.15999997
sfcdif1,sign_flip_counts,in,h,0,3,1,43200000,160.000000
sfcdif1,sign_flip_counts,in,qair,0,4,1,3C1374BC,0.899999961E-2
sfcdif1,sign_flip_counts,in,zlvl,0,5,1,41400000,12.0000000
sfcdif1,sign_flip_counts,in,zpd,0,6,1,3F000000,0.500000000
sfcdif1,sign_flip_counts,in,z0m,0,7,1,3DA3D70A,0.799999982E-1
sfcdif1,sign_flip_counts,in,z0h,0,8,1,3DA3D70A,0.799999982E-1
sfcdif1,sign_flip_counts,in,ur,0,9,1,40333333,2.79999995
sfcdif1,sign_flip_counts,in,mpe,0,10,1,358637BD,0.999999997E-6
sfcdif1,sign_flip_counts,in,moz,0,11,1,3E99999A,0.300000012
sfcdif1,sign_flip_counts,in,fm,0,12,1,3E4CCCCD,0.200000003
sfcdif1,sign_flip_counts,in,fh,0,13,1,3E3851EC,0.180000007
sfcdif1,sign_flip_counts,in,fm2,0,14,1,3DF5C28F,0.119999997
sfcdif1,sign_flip_counts,in,fh2,0,15,1,3DCCCCCD,0.100000001
sfcdif1,sign_flip_counts,in,fv,0,16,1,3E800000,0.250000000
sfcdif1,sign_flip_counts,out,moz,0,1,1,BFACCC31,-1.34998143
sfcdif1,sign_flip_counts,out,mozsgn,0,2,1,3F800000,1.00000000
sfcdif1,sign_flip_counts,out,fm,0,3,1,3F3CA0DC,0.736829519
sfcdif1,sign_flip_counts,out,fh,0,4,1,3F92C828,1.14673328
sfcdif1,sign_flip_counts,out,fm2,0,5,1,3EA4E1FC,0.322036624
sfcdif1,sign_flip_counts,out,fh2,0,6,1,3F0653C3,0.524715602
sfcdif1,sign_flip_counts,out,fv,0,7,1,3E87866D,0.264697462
sfcdif1,sign_flip_counts,out,cm,0,8,1,3C126BC8,0.893682986E-2
sfcdif1,sign_flip_counts,out,ch,0,9,1,3C22208C,0.989545509E-2
sfcdif1,sign_flip_counts,out,ch2,0,10,1,3D1EA929,0.387355424E-1
sfcdif1,sign_flip_resets,int,iter,0,1,1,40000000,2.00000000
sfcdif1,sign_flip_resets,int,mozsgn,0,2,1,3F800000,1.00000000
sfcdif1,sign_flip_resets,int,iloc,0,3,1,420C0000,35.0000000
sfcdif1,sign_flip_resets,int,jloc,0,4,1,42340000,45.0000000
sfcdif1,sign_flip_resets,in,sfctmp,0,1,1,438F8000,287.000000
sfcdif1,sign_flip_resets,in,rhoair,0,2,1,3F99999A,1.20000005
sfcdif1,sign_flip_resets,in,h,0,3,1,42BE0000,95.0000000
sfcdif1,sign_flip_resets,in,qair,0,4,1,3BE56042,0.700000022E-2
sfcdif1,sign_flip_resets,in,zlvl,0,5,1,41000000,8.00000000
sfcdif1,sign_flip_resets,in,zpd,0,6,1,3ECCCCCD,0.400000006
sfcdif1,sign_flip_resets,in,z0m,0,7,1,3D75C28F,0.599999987E-1
sfcdif1,sign_flip_resets,in,z0h,0,8,1,3D75C28F,0.599999987E-1
sfcdif1,sign_flip_resets,in,ur,0,9,1,40200000,2.50000000
sfcdif1,sign_flip_resets,in,mpe,0,10,1,358637BD,0.999999997E-6
sfcdif1,sign_flip_resets,in,moz,0,11,1,3E800000,0.250000000
sfcdif1,sign_flip_resets,in,fm,0,12,1,3EE66666,0.449999988
sfcdif1,sign_flip_resets,in,fh,0,13,1,3ED70A3D,0.419999987
sfcdif1,sign_flip_resets,in,fm2,0,14,1,3E6147AE,0.219999999
sfcdif1,sign_flip_resets,in,fh2,0,15,1,3E4CCCCD,0.200000003
sfcdif1,sign_flip_resets,in,fv,0,16,1,3E8F5C29,0.280000001
sfcdif1,sign_flip_resets,out,moz,0,1,1,00000000,0.00000000
sfcdif1,sign_flip_resets,out,mozsgn,0,2,1,40000000,2.00000000
sfcdif1,sign_flip_resets,out,fm,0,3,1,00000000,0.00000000
sfcdif1,sign_flip_resets,out,fh,0,4,1,00000000,0.00000000
sfcdif1,sign_flip_resets,out,fm2,0,5,1,00000000,0.00000000
sfcdif1,sign_flip_resets,out,fh2,0,6,1,00000000,0.00000000
