leaf,case,role,name,index,slot,live,bits,value
hrt,soil_only_isnow0,in,hcpct,4,28,1,4A225A80,2660000.00
hrt,soil_only_isnow0,in,phi,-2,29,1,C61C3C00,-9999.00000
hrt,soil_only_isnow0,in,phi,-1,30,1,C61C3C00,-9999.00000
hrt,soil_only_isnow0,in,phi,0,31,1,C61C3C00,-9999.00000
hrt,soil_only_isnow0,in,phi,1,32,1,40966666,4.69999981
hrt,soil_only_isnow0,in,phi,2,33,1,40066666,2.09999990
hrt,soil_only_isnow0,in,phi,3,34,1,3F4CCCCD,0.800000012
hrt,soil_only_isnow0,in,phi,4,35,1,3E99999A,0.300000012
hrt,soil_only_isnow0,in,tbot,0,36,1,438ECCCD,285.600006
hrt,soil_only_isnow0,in,zbot,0,37,1,C1000000,-8.00000000
hrt,soil_only_isnow0,in,dt,0,38,1,44E10000,1800.00000
hrt,soil_only_isnow0,in,ssoil,0,39,1,C215999A,-37.4000015
hrt,soil_only_isnow0,out,ai,-2,1,0,00000000,0.00000000
hrt,soil_only_isnow0,out,ai,-1,2,0,00000000,0.00000000
hrt,soil_only_isnow0,out,ai,0,3,0,00000000,0.00000000
hrt,soil_only_isnow0,out,ai,1,4,1,00000000,0.00000000
hrt,soil_only_isnow0,out,ai,2,5,1,B722BAD6,-0.969945359E-5
hrt,soil_only_isnow0,out,ai,3,6,1,B61DA43B,-0.234904178E-5
hrt,soil_only_isnow0,out,ai,4,7,1,B5695E07,-0.869360917E-6
hrt,soil_only_isnow0,out,bi,-2,8,0,00000000,0.00000000
hrt,soil_only_isnow0,out,bi,-1,9,0,00000000,0.00000000
hrt,soil_only_isnow0,out,bi,0,10,0,00000000,0.00000000
hrt,soil_only_isnow0,out,bi,1,11,1,3800EA74,0.307359296E-4
hrt,soil_only_isnow0,out,bi,2,12,1,3775C004,0.146478451E-4
hrt,soil_only_isnow0,out,bi,3,13,1,3681243B,0.384871737E-5
hrt,soil_only_isnow0,out,bi,4,14,1,35695E07,0.869360917E-6
hrt,soil_only_isnow0,out,ci,-2,15,0,00000000,0.00000000
hrt,soil_only_isnow0,out,ci,-1,16,0,00000000,0.00000000
hrt,soil_only_isnow0,out,ci,0,17,0,00000000,0.00000000
hrt,soil_only_isnow0,out,ci,1,18,1,B800EA74,-0.307359296E-4
hrt,soil_only_isnow0,out,ci,2,19,1,B6A60A5C,-0.494839151E-5
hrt,soil_only_isnow0,out,ci,3,20,1,B5C94877,-0.149967570E-5
hrt,soil_only_isnow0,out,ci,4,21,1,00000000,0.00000000
hrt,soil_only_isnow0,out,rhsts,-2,22,0,00000000,0.00000000
hrt,soil_only_isnow0,out,rhsts,-1,23,0,00000000,0.00000000
hrt,soil_only_isnow0,out,rhsts,0,24,0,00000000,0.00000000
hrt,soil_only_isnow0,out,rhsts,1,25,1,B8BB4A52,-0.893069810E-4
hrt,soil_only_isnow0,out,rhsts,2,26,1,B69E26E1,-0.471329304E-5
hrt,soil_only_isnow0,out,rhsts,3,27,1,B5EC336E,-0.175983382E-5
hrt,soil_only_isnow0,out,rhsts,4,28,1,B59196E7,-0.108472602E-5
hrt,soil_only_isnow0,out,botflx,0,29,1,BE37606C,-0.179078758
hrt,one_snow_layer,int,isnow,0,1,1,BF800000,-1.00000000
hrt,one_snow_layer,in,zsnso,-2,1,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,zsnso,-1,2,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,zsnso,0,3,1,BDB851EC,-0.900000036E-1
hrt,one_snow_layer,in,zsnso,1,4,1,BE428F5C,-0.189999998
hrt,one_snow_layer,in,zsnso,2,5,1,BEFAE148,-0.490000010
hrt,one_snow_layer,in,zsnso,3,6,1,BF8B851F,-1.09000003
hrt,one_snow_layer,in,zsnso,4,7,1,C005C28F,-2.08999991
hrt,one_snow_layer,in,stc,-2,8,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,stc,-1,9,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,stc,0,10,1,43862666,268.299988
hrt,one_snow_layer,in,stc,1,11,1,43874000,270.500000
hrt,one_snow_layer,in,stc,2,12,1,43883333,272.399994
hrt,one_snow_layer,in,stc,3,13,1,43896666,274.799988
hrt,one_snow_layer,in,stc,4,14,1,438A8CCD,277.100006
hrt,one_snow_layer,in,df,-2,15,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,df,-1,16,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,df,0,17,1,3E9EB852,0.310000002
hrt,one_snow_layer,in,df,1,18,1,3FB0A3D7,1.38000000
hrt,one_snow_layer,in,df,2,19,1,3FCB851F,1.59000003
hrt,one_snow_layer,in,df,3,20,1,3FE7AE14,1.80999994
hrt,one_snow_layer,in,df,4,21,1,3FF33333,1.89999998
hrt,one_snow_layer,in,hcpct,-2,22,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,hcpct,-1,23,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,hcpct,0,24,1,48FA0000,512000.000
hrt,one_snow_layer,in,hcpct,1,25,1,4A0B2900,2280000.00
hrt,one_snow_layer,in,hcpct,2,26,1,4A131840,2410000.00
hrt,one_snow_layer,in,hcpct,3,27,1,4A1B0780,2540000.00
hrt,one_snow_layer,in,hcpct,4,28,1,4A2085C0,2630000.00
hrt,one_snow_layer,in,phi,-2,29,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,phi,-1,30,1,C61C3C00,-9999.00000
hrt,one_snow_layer,in,phi,0,31,1,41166666,9.39999962
hrt,one_snow_layer,in,phi,1,32,1,40A66666,5.19999981
hrt,one_snow_layer,in,phi,2,33,1,40266666,2.59999990
hrt,one_snow_layer,in,phi,3,34,1,3F8CCCCD,1.10000002
hrt,one_snow_layer,in,phi,4,35,1,3ECCCCCD,0.400000006
hrt,one_snow_layer,in,tbot,0,36,1,438D999A,283.200012
hrt,one_snow_layer,in,zbot,0,37,1,C10170A4,-8.09000015
hrt,one_snow_layer,in,dt,0,38,1,44610000,900.000000
hrt,one_snow_layer,in,ssoil,0,39,1,41B66666,22.7999992
hrt,one_snow_layer,out,ai,-2,1,0,00000000,0.00000000
hrt,one_snow_layer,out,ai,-1,2,0,00000000,0.00000000
hrt,one_snow_layer,out,ai,0,3,1,00000000,0.00000000
hrt,one_snow_layer,out,ai,1,4,1,B7701DFD,-0.143120969E-4
hrt,one_snow_layer,out,ai,2,5,1,B7201D51,-0.954356892E-5
hrt,one_snow_layer,out,ai,3,6,1,B61B96D8,-0.231846025E-5
hrt,one_snow_layer,out,ai,4,7,1,B566ED0C,-0.860266255E-6
hrt,one_snow_layer,out,bi,-2,8,0,00000000,0.00000000
hrt,one_snow_layer,out,bi,-1,9,0,00000000,0.00000000
hrt,one_snow_layer,out,bi,0,10,1,3894828B,0.708150546E-4
hrt,one_snow_layer,out,bi,1,11,1,383AF651,0.445752557E-4
hrt,one_snow_layer,out,bi,2,12,1,37721B04,0.144306141E-4
hrt,one_snow_layer,out,bi,3,13,1,367F37BC,0.380304027E-5
hrt,one_snow_layer,out,bi,4,14,1,3566ED0C,0.860266255E-6
hrt,one_snow_layer,out,ci,-2,15,0,00000000,0.00000000
hrt,one_snow_layer,out,ci,-1,16,0,00000000,0.00000000
hrt,one_snow_layer,out,ci,0,17,1,B894828B,-0.708150546E-4
hrt,one_snow_layer,out,ci,1,18,1,B7FDDDA4,-0.302631597E-4
hrt,one_snow_layer,out,ci,2,19,1,B6A3FB65,-0.488704472E-5
hrt,one_snow_layer,out,ci,3,20,1,B5C741C9,-0.148458014E-5
hrt,one_snow_layer,out,ci,4,21,1,00000000,0.00000000
hrt,one_snow_layer,out,rhsts,-2,22,0,00000000,0.00000000
hrt,one_snow_layer,out,rhsts,-1,23,0,00000000,0.00000000
hrt,one_snow_layer,out,rhsts,0,24,1,3A6005CE,0.854578684E-3
hrt,one_snow_layer,out,rhsts,1,25,1,384CC420,0.488200458E-4
hrt,one_snow_layer,out,rhsts,2,26,1,B63C6C35,-0.280771678E-5
hrt,one_snow_layer,out,rhsts,3,27,1,B5BFA7CA,-0.142794420E-5
hrt,one_snow_layer,out,rhsts,4,28,1,B59A283A,-0.114856016E-5
hrt,one_snow_layer,out,botflx,0,29,1,3FE43BEC,1.78307867
hrt,two_snow_layers,int,isnow,0,1,1,C0000000,-2.00000000
hrt,two_snow_layers,in,zsnso,-2,1,1,C61C3C00,-9999.00000
hrt,two_snow_layers,in,zsnso,-1,2,1,BD75C28F,-0.599999987E-1
hrt,two_snow_layers,in,zsnso,0,3,1,BE19999A,-0.150000006
hrt,two_snow_layers,in,zsnso,1,4,1,BE851EB8,-0.259999990
hrt,two_snow_layers,in,zsnso,2,5,1,BF0F5C29,-0.560000002
hrt,two_snow_layers,in,zsnso,3,6,1,BF947AE1,-1.15999997
hrt,two_snow_layers,in,zsnso,4,7,1,C00A3D71,-2.16000009
hrt,two_snow_layers,in,stc,-2,8,1,C61C3C00,-9999.00000
hrt,two_snow_layers,in,stc,-1,9,1,4382999A,261.200012
hrt,two_snow_layers,in,stc,0,10,1,4384D99A,265.700012
hrt,two_snow_layers,in,stc,1,11,1,4386B333,269.399994
hrt,two_snow_layers,in,stc,2,12,1,4387E666,271.799988
hrt,two_snow_layers,in,stc,3,13,1,4388F333,273.899994
hrt,two_snow_layers,in,stc,4,14,1,438A2666,276.299988
hrt,two_snow_layers,in,df,-2,15,1,C61C3C00,-9999.00000
hrt,two_snow_layers,in,df,-1,16,1,3E75C28F,0.239999995
hrt,two_snow_layers,in,df,0,17,1,3EB33333,0.349999994
hrt,two_snow_layers,in,df,1,18,1,3FBAE148,1.46000004
hrt,two_snow_layers,in,df,2,19,1,3FD5C28F,1.66999996
hrt,two_snow_layers,in,df,3,20,1,3FF0A3D7,1.88000000
hrt,two_snow_layers,in,df,4,21,1,3FFC28F6,1.97000003
hrt,two_snow_layers,in,hcpct,-2,22,1,C61C3C00,-9999.00000
hrt,two_snow_layers,in,hcpct,-1,23,1,48C06200,394000.000
hrt,two_snow_layers,in,hcpct,0,24,1,4913B480,605000.000
hrt,two_snow_layers,in,hcpct,1,25,1,4A0F6EC0,2350000.00
hrt,two_snow_layers,in,hcpct,2,26,1,4A175E00,2480000.00
hrt,two_snow_layers,in,hcpct,3,27,1,4A1F4D40,2610000.00
hrt,two_snow_layers,in,hcpct,4,28,1,4A24CB80,2700000.00
hrt,two_snow_layers,in,phi,-2,29,1,C61C3C00,-9999.00000
hrt,two_snow_layers,in,phi,-1,30,1,415CCCCD,13.8000002
hrt,two_snow_layers,in,phi,0,31,1,40FCCCCD,7.90000010
hrt,two_snow_layers,in,phi,1,32,1,4089999A,4.30000019
hrt,two_snow_layers,in,phi,2,33,1,400CCCCD,2.20000005
hrt,two_snow_layers,in,phi,3,34,1,3F666666,0.899999976
hrt,two_snow_layers,in,phi,4,35,1,3EB33333,0.349999994
hrt,two_snow_layers,in,tbot,0,36,1,438CF333,281.899994
hrt,two_snow_layers,in,zbot,0,37,1,C1028F5C,-8.15999985
hrt,two_snow_layers,in,dt,0,38,1,44160000,600.000000
hrt,two_snow_layers,in,ssoil,0,39,1,42346666,45.0999985
hrt,two_snow_layers,out,ai,-2,1,0,00000000,0.00000000
hrt,two_snow_layers,out,ai,-1,2,1,00000000,0.00000000
hrt,two_snow_layers,out,ai,0,3,1,B8767F47,-0.587695067E-4
hrt,two_snow_layers,out,ai,1,4,1,B763285F,-0.135396540E-4
hrt,two_snow_layers,out,ai,2,5,1,B72099A4,-0.957251541E-5
hrt,two_snow_layers,out,ai,3,6,1,B61F08E8,-0.236980304E-5
hrt,two_snow_layers,out,ai,4,7,1,B569A362,-0.870370172E-6
hrt,two_snow_layers,out,bi,-2,8,0,00000000,0.00000000
hrt,two_snow_layers,out,bi,-1,9,1,390DF070,0.135363778E-3
hrt,two_snow_layers,out,bi,0,10,1,390106A0,0.123048667E-3
hrt,two_snow_layers,out,bi,1,11,1,382C58D5,0.410907269E-4
hrt,two_snow_layers,out,bi,2,12,1,3774492A,0.145605682E-4
hrt,two_snow_layers,out,bi,3,13,1,3681DED7,0.387044156E-5
hrt,two_snow_layers,out,bi,4,14,1,3569A362,0.870370172E-6
hrt,two_snow_layers,out,ci,-2,15,0,00000000,0.00000000
hrt,two_snow_layers,out,ci,-1,16,1,B90DF070,-0.135363778E-3
hrt,two_snow_layers,out,ci,0,17,1,B886CD9C,-0.642791565E-4
hrt,two_snow_layers,out,ci,1,18,1,B7E71D7B,-0.275510738E-4
hrt,two_snow_layers,out,ci,2,19,1,B6A75F0C,-0.498805275E-5
hrt,two_snow_layers,out,ci,3,20,1,B5C9698C,-0.150063852E-5
hrt,two_snow_layers,out,ci,4,21,1,00000000,0.00000000
hrt,two_snow_layers,out,rhsts,-2,22,0,00000000,0.00000000
hrt,two_snow_layers,out,rhsts,-1,23,1,3B4B34B9,0.310067669E-2
hrt,two_snow_layers,out,rhsts,0,24,1,38F86BAA,0.118456155E-3
hrt,two_snow_layers,out,rhsts,1,25,1,3808FCCD,0.326603658E-4
hrt,two_snow_layers,out,rhsts,2,26,1,B72016C9,-0.954204825E-5
hrt,two_snow_layers,out,rhsts,3,27,1,B556D8A3,-0.800364603E-6
hrt,two_snow_layers,out,rhsts,4,28,1,B5B298C0,-0.133064896E-5
hrt,two_snow_layers,out,botflx,0,29,1,3FD93EEC,1.69723272
hrt,three_snow_layers,int,isnow,0,1,1,C0400000,-3.00000000
hrt,three_snow_layers,in,zsnso,-2,1,1,BD4CCCCD,-0.500000007E-1
hrt,three_snow_layers,in,zsnso,-1,2,1,BE051EB8,-0.129999995
hrt,three_snow_layers,in,zsnso,0,3,1,BE800000,-0.250000000
hrt,three_snow_layers,in,zsnso,1,4,1,BEB33333,-0.349999994
hrt,three_snow_layers,in,zsnso,2,5,1,BF266666,-0.649999976
hrt,three_snow_layers,in,zsnso,3,6,1,BFA00000,-1.25000000
hrt,three_snow_layers,in,zsnso,4,7,1,C0100000,-2.25000000
hrt,three_snow_layers,in,stc,-2,8,1,437D999A,253.600006
hrt,three_snow_layers,in,stc,-1,9,1,43817333,258.899994
hrt,three_snow_layers,in,stc,0,10,1,4383B333,263.399994
hrt,three_snow_layers,in,stc,1,11,1,43860CCD,268.100006
hrt,three_snow_layers,in,stc,2,12,1,4387599A,270.700012
hrt,three_snow_layers,in,stc,3,13,1,4388999A,273.200012
hrt,three_snow_layers,in,stc,4,14,1,4389B333,275.399994
hrt,three_snow_layers,in,df,-2,15,1,3E428F5C,0.189999998
hrt,three_snow_layers,in,df,-1,16,1,3E8A3D71,0.270000011
hrt,three_snow_layers,in,df,0,17,1,3ED1EB85,0.409999996
hrt,three_snow_layers,in,df,1,18,1,3FC147AE,1.50999999
hrt,three_snow_layers,in,df,2,19,1,3FDC28F6,1.72000003
hrt,three_snow_layers,in,df,3,20,1,3FF5C28F,1.91999996
hrt,three_snow_layers,in,df,4,21,1,4000A3D7,2.00999999
hrt,three_snow_layers,in,hcpct,-2,22,1,488C2300,287000.000
hrt,three_snow_layers,in,hcpct,-1,23,1,48E21300,463000.000
hrt,three_snow_layers,in,hcpct,0,24,1,492F4B00,718000.000
hrt,three_snow_layers,in,hcpct,1,25,1,4A11DFC0,2390000.00
hrt,three_snow_layers,in,hcpct,2,26,1,4A19CF00,2520000.00
hrt,three_snow_layers,in,hcpct,3,27,1,4A21BE40,2650000.00
hrt,three_snow_layers,in,hcpct,4,28,1,4A273C80,2740000.00
hrt,three_snow_layers,in,phi,-2,29,1,41AC0000,21.5000000
hrt,three_snow_layers,in,phi,-1,30,1,414B3333,12.6999998
hrt,three_snow_layers,in,phi,0,31,1,40D9999A,6.80000019
hrt,three_snow_layers,in,phi,1,32,1,40666666,3.59999990
hrt,three_snow_layers,in,phi,2,33,1,3FE66666,1.79999995
hrt,three_snow_layers,in,phi,3,34,1,3F400000,0.750000000
hrt,three_snow_layers,in,phi,4,35,1,3E8F5C29,0.280000001
hrt,three_snow_layers,in,tbot,0,36,1,438C3333,280.399994
hrt,three_snow_layers,in,zbot,0,37,1,C1040000,-8.25000000
hrt,three_snow_layers,in,dt,0,38,1,43960000,300.000000
hrt,three_snow_layers,in,ssoil,0,39,1,4288999A,68.3000031
hrt,three_snow_layers,out,ai,-2,1,1,00000000,0.00000000
hrt,three_snow_layers,out,ai,-1,2,1,B8A5801D,-0.789167607E-4
hrt,three_snow_layers,out,ai,0,3,1,B8036FE6,-0.313370474E-4
hrt,three_snow_layers,out,ai,1,4,1,B782D29E,-0.155952839E-4
hrt,three_snow_layers,out,ai,2,5,1,B7278CDE,-0.998677388E-5
hrt,three_snow_layers,out,ai,3,6,1,B62152EB,-0.240391341E-5
hrt,three_snow_layers,out,ai,4,7,1,B56B203D,-0.875912349E-6
hrt,three_snow_layers,out,bi,-2,8,1,395597F7,0.203698743E-3
hrt,three_snow_layers,out,bi,-1,9,1,391F2F70,0.151810935E-3
hrt,three_snow_layers,out,bi,0,10,1,389C70EE,0.745969446E-4
hrt,three_snow_layers,out,bi,1,11,1,3845E8C6,0.471852472E-4
hrt,three_snow_layers,out,bi,2,12,1,377C5F94,0.150426240E-4
hrt,three_snow_layers,out,bi,3,13,1,36834F66,0.391334743E-5
hrt,three_snow_layers,out,bi,4,14,1,356B203D,0.875912349E-6
hrt,three_snow_layers,out,ci,-2,15,1,B95597F7,-0.203698743E-3
hrt,three_snow_layers,out,ci,-1,16,1,B898DEC2,-0.728941668E-4
hrt,three_snow_layers,out,ci,0,17,1,B83571F6,-0.432598972E-4
hrt,three_snow_layers,out,ci,1,18,1,B8047F77,-0.315899633E-4
hrt,three_snow_layers,out,ci,2,19,1,B6A9A56C,-0.505585012E-5
hrt,three_snow_layers,out,ci,3,20,1,B5CA97C0,-0.150943379E-5
hrt,three_snow_layers,out,ci,4,21,1,00000000,0.00000000
hrt,three_snow_layers,out,rhsts,-2,22,1,3BF06EEA,0.733744074E-2
hrt,three_snow_layers,out,rhsts,-1,23,1,3984748F,0.252638449E-3
hrt,three_snow_layers,out,rhsts,0,24,1,391416AC,0.141228258E-3
hrt,three_snow_layers,out,rhsts,1,25,1,37C87A59,0.238988305E-4
hrt,three_snow_layers,out,rhsts,2,26,1,B737A0D2,-0.109450939E-4
hrt,three_snow_layers,out,rhsts,3,27,1,B614CDEE,-0.221735854E-5
hrt,three_snow_layers,out,rhsts,4,28,1,B5A92EDA,-0.126051168E-5
hrt,three_snow_layers,out,botflx,0,29,1,3FC5E85F,1.54615390
hrt,three_snow_layers_alt,int,isnow,0,1,1,C0400000,-3.00000000
hrt,three_snow_layers_alt,in,zsnso,-2,1,1,BD23D70A,-0.399999991E-1
hrt,three_snow_layers_alt,in,zsnso,-1,2,1,BDE147AE,-0.109999999
hrt,three_snow_layers_alt,in,zsnso,0,3,1,BE570A3D,-0.209999993
hrt,three_snow_layers_alt,in,zsnso,1,4,1,BEA3D70A,-0.319999993
hrt,three_snow_layers_alt,in,zsnso,2,5,1,BF1EB852,-0.620000005
hrt,three_snow_layers_alt,in,zsnso,3,6,1,BF9C28F6,-1.22000003
hrt,three_snow_layers_alt,in,zsnso,4,7,1,C00E147B,-2.22000003
hrt,three_snow_layers_alt,in,stc,-2,8,1,4379CCCD,249.800003
hrt,three_snow_layers_alt,in,stc,-1,9,1,437F4CCD,255.300003
hrt,three_snow_layers_alt,in,stc,0,10,1,4382F333,261.899994
hrt,three_snow_layers_alt,in,stc,1,11,1,4385599A,266.700012
hrt,three_snow_layers_alt,in,stc,2,12,1,4386F333,269.899994
hrt,three_snow_layers_alt,in,stc,3,13,1,43884CCD,272.600006
hrt,three_snow_layers_alt,in,stc,4,14,1,43896666,274.799988
hrt,three_snow_layers_alt,in,df,-2,15,1,3E6147AE,0.219999999
hrt,three_snow_layers_alt,in,df,-1,16,1,3E99999A,0.300000012
hrt,three_snow_layers_alt,in,df,0,17,1,3EC28F5C,0.379999995
hrt,three_snow_layers_alt,in,df,1,18,1,3FAA3D71,1.33000004
hrt,three_snow_layers_alt,in,df,2,19,1,3FC66666,1.54999995
hrt,three_snow_layers_alt,in,df,3,20,1,3FE51EB8,1.78999996
hrt,three_snow_layers_alt,in,df,4,21,1,3FF0A3D7,1.88000000
hrt,three_snow_layers_alt,in,hcpct,-2,22,1,4899CF00,315000.000
hrt,three_snow_layers_alt,in,hcpct,-1,23,1,4900A980,527000.000
hrt,three_snow_layers_alt,in,hcpct,0,24,1,491C7E80,641000.000
hrt,three_snow_layers_alt,in,hcpct,1,25,1,4A077F80,2220000.00
hrt,three_snow_layers_alt,in,hcpct,2,26,1,4A100B00,2360000.00
hrt,three_snow_layers_alt,in,hcpct,3,27,1,4A17FA40,2490000.00
hrt,three_snow_layers_alt,in,hcpct,4,28,1,4A1D7880,2580000.00
hrt,three_snow_layers_alt,in,phi,-2,29,1,4191999A,18.2000008
hrt,three_snow_layers_alt,in,phi,-1,30,1,41266666,10.3999996
hrt,three_snow_layers_alt,in,phi,0,31,1,40BCCCCD,5.90000010
hrt,three_snow_layers_alt,in,phi,1,32,1,40466666,3.09999990
hrt,three_snow_layers_alt,in,phi,2,33,1,3FC00000,1.50000000
hrt,three_snow_layers_alt,in,phi,3,34,1,3F1EB852,0.620000005
hrt,three_snow_layers_alt,in,phi,4,35,1,3E75C28F,0.239999995
hrt,three_snow_layers_alt,in,tbot,0,36,1,438BD99A,279.700012
hrt,three_snow_layers_alt,in,zbot,0,37,1,C103851F,-8.22000027
hrt,three_snow_layers_alt,in,dt,0,38,1,42F00000,120.000000
hrt,three_snow_layers_alt,in,ssoil,0,39,1,C19CCCCD,-19.6000004
hrt,three_snow_layers_alt,out,ai,-2,1,1,00000000,0.00000000
hrt,three_snow_layers_alt,out,ai,-1,2,1,B8E3652A,-0.108430468E-3
hrt,three_snow_layers_alt,out,ai,0,3,1,B866F156,-0.550610348E-4
hrt,three_snow_layers_alt,out,ai,1,4,1,B778A37B,-0.148200152E-4
hrt,three_snow_layers_alt,out,ai,2,5,1,B719BD37,-0.916356566E-5
hrt,three_snow_layers_alt,out,ai,3,6,1,B61AB880,-0.230551814E-5
hrt,three_snow_layers_alt,out,ai,4,7,1,B568CCD5,-0.867248048E-6
hrt,three_snow_layers_alt,out,bi,-2,8,1,39A670CD,0.317460304E-3
hrt,three_snow_layers_alt,out,bi,-1,9,1,395604DD,0.204104421E-3
hrt,three_snow_layers_alt,out,bi,0,10,1,38E9E014,0.111520436E-3
hrt,three_snow_layers_alt,out,bi,1,11,1,382D9799,0.413876005E-4
hrt,three_snow_layers_alt,out,bi,2,12,1,376B5C60,0.140285993E-4
hrt,three_snow_layers_alt,out,bi,3,13,1,367F3A0E,0.380317533E-5
hrt,three_snow_layers_alt,out,bi,4,14,1,3568CCD5,0.867248048E-6
hrt,three_snow_layers_alt,out,ci,-2,15,1,B9A670CD,-0.317460304E-3
hrt,three_snow_layers_alt,out,ci,-1,16,1,B8C8A490,-0.956739532E-4
hrt,three_snow_layers_alt,out,ci,0,17,1,B86CCED3,-0.564594047E-4
hrt,three_snow_layers_alt,out,ci,1,18,1,B7DEDD75,-0.265675862E-4
hrt,three_snow_layers_alt,out,ci,2,19,1,B6A33E53,-0.486503404E-5
hrt,three_snow_layers_alt,out,ci,3,20,1,B5C9031D,-0.149765731E-5
hrt,three_snow_layers_alt,out,ci,4,21,1,00000000,0.00000000
hrt,three_snow_layers_alt,out,rhsts,-2,22,1,3AD64AD6,0.163492071E-2
hrt,three_snow_layers_alt,out,rhsts,-1,23,1,39A632DE,0.316998863E-3
hrt,three_snow_layers_alt,out,rhsts,0,24,1,B4BD3869,-0.352450371E-6
hrt,three_snow_layers_alt,out,rhsts,1,25,1,37DEEB23,0.265739563E-4
hrt,three_snow_layers_alt,out,rhsts,2,26,1,B76C09AC,-0.140689481E-4
hrt,three_snow_layers_alt,out,rhsts,3,27,1,B628C95A,-0.251511528E-5
hrt,three_snow_layers_alt,out,rhsts,4,28,1,B5A9DD54,-0.126558962E-5
hrt,three_snow_layers_alt,out,botflx,0,29,1,3FB5680D,1.41723788
hrt,warm_soil_isnow0,int,isnow,0,1,1,00000000,0.00000000
hrt,warm_soil_isnow0,in,zsnso,-2,1,1,C61C3C00,-9999.00000
hrt,warm_soil_isnow0,in,zsnso,-1,2,1,C61C3C00,-9999.00000
hrt,warm_soil_isnow0,in,zsnso,0,3,1,C61C3C00,-9999.00000
hrt,warm_soil_isnow0,in,zsnso,1,4,1,BDF5C28F,-0.119999997
hrt,warm_soil_isnow0,in,zsnso,2,5,1,BEE66666,-0.449999988
hrt,warm_soil_isnow0,in,zsnso,3,6,1,BF8CCCCD,-1.10000002
hrt,warm_soil_isnow0,in,zsnso,4,7,1,C0066666,-2.09999990
hrt,warm_soil_isnow0,in,stc,-2,8,1,C61C3C00,-9999.00000
hrt,warm_soil_isnow0,in,stc,-1,9,1,C61C3C00,-9999.00000
hrt,warm_soil_isnow0,in,stc,0,10,1,C61C3C00,-9999.00000
hrt,warm_soil_isnow0,in,stc,1,11,1,4391D99A,291.700012
hrt,warm_soil_isnow0,in,stc,2,12,1,4391199A,290.200012
hrt,warm_soil_isnow0,in,stc,3,13,1,43904CCD,288.600006
hrt,warm_soil_isnow0,in,stc,4,14,1,438F8CCD,287.100006
hrt,warm_soil_isnow0,in,df,-2,15,1,C61C3C00,-9999.00000
hrt,warm_soil_isnow0,in,df,-1,16,1,C61C3C00,-9999.00000
hrt,warm_soil_isnow0,in,df,0,17,1,C61C3C00,-9999.00000
hrt,warm_soil_isnow0,in,df,1,18,1,3FA3D70A,1.27999997
