leaf,case,role,name,index,slot,live,bits,value
atm,mixed_phase_lower,in,prcpnonc,0,5,1,3AB78034,0.139999995E-2
atm,mixed_phase_lower,in,prcpshcv,0,6,1,00000000,0.00000000
atm,mixed_phase_lower,in,prcpsnow,0,7,1,00000000,0.00000000
atm,mixed_phase_lower,in,prcpgrpl,0,8,1,00000000,0.00000000
atm,mixed_phase_lower,in,prcphail,0,9,1,00000000,0.00000000
atm,mixed_phase_lower,in,soldn,0,10,1,42F00000,120.000000
atm,mixed_phase_lower,in,cosz,0,11,1,3E6147AE,0.219999999
atm,mixed_phase_lower,out,thair,0,1,1,43890000,274.000000
atm,mixed_phase_lower,out,qair,0,2,1,3B79096C,0.380000006E-2
atm,mixed_phase_lower,out,eair,0,3,1,44144456,593.067749
atm,mixed_phase_lower,out,rhoair,0,4,1,3F9DFD4C,1.23429251
atm,mixed_phase_lower,out,qprecc,0,5,1,3912CCF7,0.140000004E-3
atm,mixed_phase_lower,out,qprecl,0,6,1,3AA52695,0.125999993E-2
atm,mixed_phase_lower,out,solad,1,7,1,42280000,42.0000000
atm,mixed_phase_lower,out,solad,2,8,1,42280000,42.0000000
atm,mixed_phase_lower,out,solai,1,9,1,41900000,18.0000000
atm,mixed_phase_lower,out,solai,2,10,1,41900000,18.0000000
atm,mixed_phase_lower,out,swdown,0,11,1,42F00000,120.000000
atm,mixed_phase_lower,out,bdfall,0,12,1,42F00000,120.000000
atm,mixed_phase_lower,out,rain,0,13,1,39769FBE,0.235198968E-3
atm,mixed_phase_lower,out,snow,0,14,1,3A98AC3C,0.116480095E-2
atm,mixed_phase_lower,out,fp,0,15,1,3F06BCA1,0.526315749
atm,mixed_phase_lower,out,fpice,0,16,1,3F54FE00,0.832000732
atm,mixed_phase_lower,out,prcp,0,17,1,3AB78034,0.139999995E-2
atm,mixed_phase_upper,in,sfcprs,0,1,1,47BE0A00,97300.0000
atm,mixed_phase_upper,in,sfctmp,0,2,1,4389C000,275.500000
atm,mixed_phase_upper,in,q2,0,3,1,3B902DE0,0.439999998E-2
atm,mixed_phase_upper,in,prcpconv,0,4,1,399D4952,0.300000014E-3
atm,mixed_phase_upper,in,prcpnonc,0,5,1,3A6BEDFA,0.899999985E-3
atm,mixed_phase_upper,in,prcpshcv,0,6,1,3951B717,0.199999995E-3
atm,mixed_phase_upper,in,prcpsnow,0,7,1,39D1B717,0.399999990E-3
atm,mixed_phase_upper,in,prcpgrpl,0,8,1,3951B717,0.199999995E-3
atm,mixed_phase_upper,in,prcphail,0,9,1,38D1B717,0.999999975E-4
atm,mixed_phase_upper,in,soldn,0,10,1,43200000,160.000000
atm,mixed_phase_upper,in,cosz,0,11,1,3E9EB852,0.310000002
atm,mixed_phase_upper,out,thair,0,1,1,4389C000,275.500000
atm,mixed_phase_upper,out,qair,0,2,1,3B902DE0,0.439999998E-2
atm,mixed_phase_upper,out,eair,0,3,1,442B9D75,686.460266
atm,mixed_phase_upper,out,rhoair,0,4,1,3F9D1274,1.22712564
atm,mixed_phase_upper,out,qprecc,0,5,1,3912CCF7,0.140000004E-3
atm,mixed_phase_upper,out,qprecl,0,6,1,3AA52696,0.126000005E-2
atm,mixed_phase_upper,out,solad,1,7,1,42600000,56.0000000
atm,mixed_phase_upper,out,solad,2,8,1,42600000,56.0000000
atm,mixed_phase_upper,out,solai,1,9,1,41C00000,24.0000000
atm,mixed_phase_upper,out,solai,2,10,1,41C00000,24.0000000
atm,mixed_phase_upper,out,swdown,0,11,1,43200000,160.000000
atm,mixed_phase_upper,out,bdfall,0,12,1,42F00000,120.000000
atm,mixed_phase_upper,out,rain,0,13,1,3A12CCF7,0.560000015E-3
atm,mixed_phase_upper,out,snow,0,14,1,3A5C3373,0.840000052E-3
atm,mixed_phase_upper,out,fp,0,15,1,3F06BCA1,0.526315749
atm,mixed_phase_upper,out,fpice,0,16,1,3F19999A,0.600000024
atm,mixed_phase_upper,out,prcp,0,17,1,3AB78035,0.140000007E-2
atm,cold_all_snow,in,sfcprs,0,1,1,47ACA800,88400.0000
atm,cold_all_snow,in,sfctmp,0,2,1,4382A666,261.299988
atm,cold_all_snow,in,q2,0,3,1,3A902DE0,0.109999999E-2
atm,cold_all_snow,in,prcpconv,0,4,1,00000000,0.00000000
atm,cold_all_snow,in,prcpnonc,0,5,1,3A51B717,0.799999980E-3
atm,cold_all_snow,in,prcpshcv,0,6,1,00000000,0.00000000
atm,cold_all_snow,in,prcpsnow,0,7,1,3A449BA6,0.750000007E-3
atm,cold_all_snow,in,prcpgrpl,0,8,1,3851B717,0.499999987E-4
atm,cold_all_snow,in,prcphail,0,9,1,37FBA882,0.299999992E-4
atm,cold_all_snow,in,soldn,0,10,1,42BE0000,95.0000000
atm,cold_all_snow,in,cosz,0,11,1,3E3851EC,0.180000007
atm,cold_all_snow,out,thair,0,1,1,4382A666,261.299988
atm,cold_all_snow,out,qair,0,2,1,3A902DE0,0.109999999E-2
atm,cold_all_snow,out,eair,0,3,1,431C3ADF,156.229965
atm,cold_all_snow,out,rhoair,0,4,1,3F96C2EC,1.17782354
atm,cold_all_snow,out,qprecc,0,5,1,38A7C5AC,0.799999980E-4
atm,cold_all_snow,out,qprecl,0,6,1,3A3CBE61,0.719999953E-3
atm,cold_all_snow,out,solad,1,7,1,42050000,33.2500000
atm,cold_all_snow,out,solad,2,8,1,42050000,33.2500000
atm,cold_all_snow,out,solai,1,9,1,41640001,14.2500010
atm,cold_all_snow,out,solai,2,10,1,41640001,14.2500010
atm,cold_all_snow,out,swdown,0,11,1,42BE0000,95.0000000
atm,cold_all_snow,out,bdfall,0,12,1,4288E45B,68.4460068
atm,cold_all_snow,out,rain,0,13,1,00000000,0.00000000
atm,cold_all_snow,out,snow,0,14,1,3A51B717,0.799999980E-3
atm,cold_all_snow,out,fp,0,15,1,3F06BCA1,0.526315749
atm,cold_all_snow,out,fpice,0,16,1,3F800000,1.00000000
atm,cold_all_snow,out,prcp,0,17,1,3A51B717,0.799999980E-3
atm,near_freezing_snow,in,sfcprs,0,1,1,47C18E00,99100.0000
atm,near_freezing_snow,in,sfctmp,0,2,1,4388C000,273.500000
atm,near_freezing_snow,in,q2,0,3,1,3B86594B,0.410000002E-2
atm,near_freezing_snow,in,prcpconv,0,4,1,00000000,0.00000000
atm,near_freezing_snow,in,prcpnonc,0,5,1,3B4B295F,0.310000009E-2
atm,near_freezing_snow,in,prcpshcv,0,6,1,00000000,0.00000000
atm,near_freezing_snow,in,prcpsnow,0,7,1,3B2A64C3,0.260000001E-2
atm,near_freezing_snow,in,prcpgrpl,0,8,1,39D1B717,0.399999990E-3
atm,near_freezing_snow,in,prcphail,0,9,1,38D1B717,0.999999975E-4
atm,near_freezing_snow,in,soldn,0,10,1,42700000,60.0000000
atm,near_freezing_snow,in,cosz,0,11,1,3DF5C28F,0.119999997
atm,near_freezing_snow,out,thair,0,1,1,4388C000,273.500000
atm,near_freezing_snow,out,qair,0,2,1,3B86594B,0.410000002E-2
atm,near_freezing_snow,out,eair,0,3,1,4422E6E9,651.607971
atm,near_freezing_snow,out,rhoair,0,4,1,3FA12D51,1.25919545
atm,near_freezing_snow,out,qprecc,0,5,1,39A2877F,0.310000003E-3
atm,near_freezing_snow,out,qprecl,0,6,1,3B36D86F,0.279000006E-2
atm,near_freezing_snow,out,solad,1,7,1,41A80000,21.0000000
atm,near_freezing_snow,out,solad,2,8,1,41A80000,21.0000000
atm,near_freezing_snow,out,solai,1,9,1,41100000,9.00000000
atm,near_freezing_snow,out,solai,2,10,1,41100000,9.00000000
atm,near_freezing_snow,out,swdown,0,11,1,42700000,60.0000000
atm,near_freezing_snow,out,bdfall,0,12,1,42F00000,120.000000
atm,near_freezing_snow,out,rain,0,13,1,00000000,0.00000000
atm,near_freezing_snow,out,snow,0,14,1,3B4B295F,0.310000009E-2
atm,near_freezing_snow,out,fp,0,15,1,3F06BCA2,0.526315808
atm,near_freezing_snow,out,fpice,0,16,1,3F800000,1.00000000
atm,near_freezing_snow,out,prcp,0,17,1,3B4B295F,0.310000009E-2
atm,nocturnal_dark,in,sfcprs,0,1,1,47BD1000,96800.0000
atm,nocturnal_dark,in,sfctmp,0,2,1,438E599A,284.700012
atm,nocturnal_dark,in,q2,0,3,1,3BF5C28F,0.749999983E-2
atm,nocturnal_dark,in,prcpconv,0,4,1,00000000,0.00000000
atm,nocturnal_dark,in,prcpnonc,0,5,1,3A1D4952,0.600000028E-3
atm,nocturnal_dark,in,prcpshcv,0,6,1,00000000,0.00000000
atm,nocturnal_dark,in,prcpsnow,0,7,1,38D1B717,0.999999975E-4
atm,nocturnal_dark,in,prcpgrpl,0,8,1,37A7C5AC,0.199999995E-4
atm,nocturnal_dark,in,prcphail,0,9,1,3727C5AC,0.999999975E-5
atm,nocturnal_dark,in,soldn,0,10,1,42340000,45.0000000
atm,nocturnal_dark,in,cosz,0,11,1,BEAE147B,-0.340000004
atm,nocturnal_dark,out,thair,0,1,1,438E599A,284.700012
atm,nocturnal_dark,out,qair,0,2,1,3BF5C28F,0.749999983E-2
atm,nocturnal_dark,out,eair,0,3,1,44913D05,1161.90686
atm,nocturnal_dark,out,rhoair,0,4,1,3F96EE83,1.17915380
atm,nocturnal_dark,out,qprecc,0,5,1,387BA883,0.600000021E-4
atm,nocturnal_dark,out,qprecl,0,6,1,3A0D8ECA,0.540000037E-3
atm,nocturnal_dark,out,solad,1,7,1,00000000,0.00000000
atm,nocturnal_dark,out,solad,2,8,1,00000000,0.00000000
atm,nocturnal_dark,out,solai,1,9,1,00000000,0.00000000
atm,nocturnal_dark,out,solai,2,10,1,00000000,0.00000000
atm,nocturnal_dark,out,swdown,0,11,1,00000000,0.00000000
atm,nocturnal_dark,out,bdfall,0,12,1,42F00000,120.000000
atm,nocturnal_dark,out,rain,0,13,1,3A1D4952,0.600000028E-3
atm,nocturnal_dark,out,snow,0,14,1,00000000,0.00000000
atm,nocturnal_dark,out,fp,0,15,1,3F06BCA2,0.526315808
atm,nocturnal_dark,out,fpice,0,16,1,00000000,0.00000000
atm,nocturnal_dark,out,prcp,0,17,1,3A1D4952,0.600000028E-3
atm,hot_bright_convective,in,sfcprs,0,1,1,47C57600,101100.000
atm,hot_bright_convective,in,sfctmp,0,2,1,4398F333,305.899994
atm,hot_bright_convective,in,q2,0,3,1,3C902DE0,0.175999999E-1
atm,hot_bright_convective,in,prcpconv,0,4,1,3B102DE0,0.219999999E-2
atm,hot_bright_convective,in,prcpnonc,0,5,1,39D1B717,0.399999990E-3
atm,hot_bright_convective,in,prcpshcv,0,6,1,3A378034,0.699999975E-3
atm,hot_bright_convective,in,prcpsnow,0,7,1,00000000,0.00000000
atm,hot_bright_convective,in,prcpgrpl,0,8,1,00000000,0.00000000
atm,hot_bright_convective,in,prcphail,0,9,1,00000000,0.00000000
atm,hot_bright_convective,in,soldn,0,10,1,446B0000,940.000000
atm,hot_bright_convective,in,cosz,0,11,1,3F75C28F,0.959999979
atm,hot_bright_convective,out,thair,0,1,1,4398F333,305.899994
atm,hot_bright_convective,out,qair,0,2,1,3C902DE0,0.175999999E-1
atm,hot_bright_convective,out,eair,0,3,1,4530E6F1,2830.43384
atm,hot_bright_convective,out,rhoair,0,4,1,3F91D210,1.13922310
atm,hot_bright_convective,out,qprecc,0,5,1,39AD03DA,0.330000010E-3
atm,hot_bright_convective,out,qprecl,0,6,1,3B42A454,0.296999980E-2
atm,hot_bright_convective,out,solad,1,7,1,43A48000,329.000000
atm,hot_bright_convective,out,solad,2,8,1,43A48000,329.000000
atm,hot_bright_convective,out,solai,1,9,1,430D0000,141.000000
atm,hot_bright_convective,out,solai,2,10,1,430D0000,141.000000
atm,hot_bright_convective,out,swdown,0,11,1,446B0000,940.000000
atm,hot_bright_convective,out,bdfall,0,12,1,42F00000,120.000000
atm,hot_bright_convective,out,rain,0,13,1,3B5844D0,0.329999998E-2
atm,hot_bright_convective,out,snow,0,14,1,00000000,0.00000000
atm,hot_bright_convective,out,fp,0,15,1,3F06BCA1,0.526315749
atm,hot_bright_convective,out,fpice,0,16,1,00000000,0.00000000
atm,hot_bright_convective,out,prcp,0,17,1,3B5844D0,0.329999998E-2
esat,clamp_low_minus50,in,tc,0,1,1,C2480000,-50.0000000
esat,clamp_low_minus50,out,esw,0,1,1,40CACDF8,6.33764267
esat,clamp_low_minus50,out,esi,0,2,1,407DA0E8,3.96294594
esat,clamp_low_minus50,out,desw,0,3,1,3F38001A,0.718751550
esat,clamp_low_minus50,out,desi,0,4,1,3EF997B4,0.487485528
esat,deep_cold_minus28,in,tc,0,1,1,C1E33333,-28.3999996
esat,deep_cold_minus28,out,esw,0,1,1,426C0789,59.0073586
esat,deep_cold_minus28,out,esi,0,2,1,42333196,44.7984238
esat,deep_cold_minus28,out,desw,0,3,1,40AF81F5,5.48461390
esat,deep_cold_minus28,out,desi,0,4,1,4093409B,4.60163641
esat,frost_minus7,in,tc,0,1,1,C0E4CCCD,-7.15000010
esat,frost_minus7,out,esw,0,1,1,43B2D7DD,357.686432
esat,frost_minus7,out,esi,0,2,1,43A6C309,333.523712
esat,frost_minus7,out,desw,0,3,1,41DCC016,27.5937920
esat,frost_minus7,out,desi,0,4,1,41E7CE04,28.9755936
esat,freezing_zero,in,tc,0,1,1,00000000,0.00000000
esat,freezing_zero,out,esw,0,1,1,4418B1EC,610.780029
esat,freezing_zero,out,esi,0,2,1,4418BABD,610.917786
esat,freezing_zero,out,desw,0,3,1,42318624,44.3809967
esat,freezing_zero,out,desi,0,4,1,42493654,50.3030548
esat,cool_plus6,in,tc,0,1,1,40CB3333,6.34999990
esat,cool_plus6,out,esw,0,1,1,446F5ACE,957.418823
esat,cool_plus6,out,esi,0,2,1,447E971F,1018.36127
esat,cool_plus6,out,desw,0,3,1,42841AB4,66.0521545
esat,cool_plus6,out,desi,0,4,1,42A01F8C,80.0616150
esat,warm_plus27,in,tc,0,1,1,41DE6666,27.7999992
esat,warm_plus27,out,esw,0,1,1,45697A08,3735.62695
esat,warm_plus27,out,esi,0,2,1,45961125,4802.14307
esat,warm_plus27,out,desw,0,3,1,435A0209,218.007950
esat,warm_plus27,out,desi,0,4,1,43A4254C,328.291382
esat,clamp_high_plus50,in,tc,0,1,1,42480000,50.0000000
esat,clamp_high_plus50,out,esw,0,1,1,4640D31E,12340.7793
esat,clamp_high_plus50,out,esi,0,2,1,46908EF1,18503.4707
esat,clamp_high_plus50,out,desw,0,3,1,4419133A,612.300415
esat,clamp_high_plus50,out,desi,0,4,1,448D839A,1132.11255
rosr12,soil_only_isnow0,int,isnow,0,1,1,00000000,0.00000000
rosr12,soil_only_isnow0,in,a,-2,1,1,BE9EB852,-0.310000002
rosr12,soil_only_isnow0,in,a,-1,2,1,BEF0A3D7,-0.469999999
rosr12,soil_only_isnow0,in,a,0,3,1,BF6B851F,-0.920000017
rosr12,soil_only_isnow0,in,a,1,4,1,C008F5C3,-2.14000010
rosr12,soil_only_isnow0,in,a,2,5,1,BFD0A3D7,-1.63000000
rosr12,soil_only_isnow0,in,a,3,6,1,BF6147AE,-0.879999995
rosr12,soil_only_isnow0,in,a,4,7,1,BEB33333,-0.349999994
rosr12,soil_only_isnow0,in,b,-2,8,1,3FCF5C29,1.62000000
rosr12,soil_only_isnow0,in,b,-1,9,1,3FF851EC,1.94000006
rosr12,soil_only_isnow0,in,b,0,10,1,402D70A4,2.71000004
rosr12,soil_only_isnow0,in,b,1,11,1,408C28F6,4.38000011
rosr12,soil_only_isnow0,in,b,2,12,1,40633333,3.54999995
rosr12,soil_only_isnow0,in,b,3,13,1,401A3D71,2.41000009
rosr12,soil_only_isnow0,in,b,4,14,1,3FE28F5C,1.76999998
rosr12,soil_only_isnow0,in,c,-2,15,1,BEE147AE,-0.439999998
rosr12,soil_only_isnow0,in,c,-1,16,1,BF2147AE,-0.629999995
rosr12,soil_only_isnow0,in,c,0,17,1,BF933333,-1.14999998
rosr12,soil_only_isnow0,in,c,1,18,1,BFEF5C29,-1.87000000
rosr12,soil_only_isnow0,in,c,2,19,1,BFB5C28F,-1.41999996
rosr12,soil_only_isnow0,in,c,3,20,1,BF35C28F,-0.709999979
rosr12,soil_only_isnow0,in,c,4,21,1,BE947AE1,-0.289999992
rosr12,soil_only_isnow0,in,d,-2,22,1,3CAC0831,0.209999997E-1
rosr12,soil_only_isnow0,in,d,-1,23,1,BD449BA6,-0.480000004E-1
rosr12,soil_only_isnow0,in,d,0,24,1,3DEF9DB2,0.116999999
rosr12,soil_only_isnow0,in,d,1,25,1,BE86A7F0,-0.263000011
rosr12,soil_only_isnow0,in,d,2,26,1,3DAC0831,0.839999989E-1
rosr12,soil_only_isnow0,in,d,3,27,1,BD178D50,-0.370000005E-1
rosr12,soil_only_isnow0,in,d,4,28,1,3C1374BC,0.899999961E-2
rosr12,soil_only_isnow0,out,p,-2,1,0,00000000,0.00000000
rosr12,soil_only_isnow0,out,p,-1,2,0,00000000,0.00000000
rosr12,soil_only_isnow0,out,p,0,3,0,00000000,0.00000000
rosr12,soil_only_isnow0,out,p,1,4,1,BD882B78,-0.664891601E-1
rosr12,soil_only_isnow0,out,p,2,5,1,BC774580,-0.150922537E-1
rosr12,soil_only_isnow0,out,p,3,6,1,BCA874C9,-0.205635000E-1
rosr12,soil_only_isnow0,out,p,4,7,1,3A857FC1,0.101851684E-2
rosr12,soil_only_isnow0,out,delta,-2,8,0,00000000,0.00000000
rosr12,soil_only_isnow0,out,delta,-1,9,0,00000000,0.00000000
rosr12,soil_only_isnow0,out,delta,0,10,0,00000000,0.00000000
rosr12,soil_only_isnow0,out,delta,1,11,1,BD75F271,-0.600456633E-1
rosr12,soil_only_isnow0,out,delta,2,12,1,BB9F4B22,-0.486125145E-2
rosr12,soil_only_isnow0,out,delta,3,13,1,BCAB75C2,-0.209301747E-1
rosr12,soil_only_isnow0,out,delta,4,14,1,3A857FC1,0.101851684E-2
rosr12,soil_only_isnow0,out,c_out,-2,15,1,BEE147AE,-0.439999998
rosr12,soil_only_isnow0,out,c_out,-1,16,1,BF2147AE,-0.629999995
rosr12,soil_only_isnow0,out,c_out,0,17,1,BF933333,-1.14999998
rosr12,soil_only_isnow0,out,c_out,1,18,1,BFEF5C29,-1.87000000
rosr12,soil_only_isnow0,out,c_out,2,19,1,BFB5C28F,-1.41999996
rosr12,soil_only_isnow0,out,c_out,3,20,1,BF35C28F,-0.709999979
rosr12,soil_only_isnow0,out,c_out,4,21,1,00000000,0.00000000
rosr12,one_snow_layer,int,isnow,0,1,1,BF800000,-1.00000000
rosr12,one_snow_layer,in,a,-2,1,1,BEA9D496,-0.331700027
rosr12,one_snow_layer,in,a,-1,2,1,BF00BE0E,-0.502900004
rosr12,one_snow_layer,in,a,0,3,1,BF7C01A5,-0.984400094
rosr12,one_snow_layer,in,a,1,4,1,C0128C16,-2.28980017
rosr12,one_snow_layer,in,a,2,5,1,BFDF3EAC,-1.74410009
rosr12,one_snow_layer,in,a,3,6,1,BF710CB3,-0.941600025
rosr12,one_snow_layer,in,a,4,7,1,BEBFBE77,-0.374500006
rosr12,one_snow_layer,in,b,-2,8,1,3FC2EB1C,1.52279997
rosr12,one_snow_layer,in,b,-1,9,1,3FE96BBA,1.82360005
rosr12,one_snow_layer,in,b,0,10,1,4023089A,2.54740000
rosr12,one_snow_layer,in,b,1,11,1,4083C01A,4.11719990
rosr12,one_snow_layer,in,b,2,12,1,40559168,3.33699989
rosr12,one_snow_layer,in,b,3,13,1,4010FC51,2.26540017
rosr12,one_snow_layer,in,b,4,14,1,3FD4F766,1.66380000
rosr12,one_snow_layer,in,c,-2,15,1,BEFE90FF,-0.497199982
rosr12,one_snow_layer,in,c,-1,16,1,BF363F14,-0.711899996
rosr12,one_snow_layer,in,c,0,17,1,BFA65604,-1.29949999
rosr12,one_snow_layer,in,c,1,18,1,C0073D08,-2.11310005
rosr12,one_snow_layer,in,c,2,19,1,BFCD6388,-1.60459995
rosr12,one_snow_layer,in,c,3,20,1,BF4D6388,-0.802299976
rosr12,one_snow_layer,in,c,4,21,1,BEA7C84B,-0.327699989
rosr12,one_snow_layer,in,d,-2,22,1,3C8EC95C,0.174300000E-1
rosr12,one_snow_layer,in,d,-1,23,1,BD232F44,-0.398399979E-1
rosr12,one_snow_layer,in,d,0,24,1,3DC6E19B,0.971099958E-1
rosr12,one_snow_layer,in,d,1,25,1,BE5F876A,-0.218290001
rosr12,one_snow_layer,in,d,2,26,1,3D8EC95C,0.697200000E-1
rosr12,one_snow_layer,in,d,3,27,1,BCFB938A,-0.307100005E-1
rosr12,one_snow_layer,in,d,4,28,1,3BF4C6E6,0.746999960E-2
rosr12,one_snow_layer,out,p,-2,1,0,00000000,0.00000000
rosr12,one_snow_layer,out,p,-1,2,0,00000000,0.00000000
rosr12,one_snow_layer,out,p,0,3,1,3BFF168C,0.778467022E-2
rosr12,one_snow_layer,out,p,1,4,1,BD739540,-0.594685078E-1
rosr12,one_snow_layer,out,p,2,5,1,BCAC0C23,-0.210018810E-1
rosr12,one_snow_layer,out,p,3,6,1,BCB838C0,-0.224879980E-1
rosr12,one_snow_layer,out,p,4,7,1,BA15F4CC,-0.572037650E-3
rosr12,one_snow_layer,out,delta,-2,8,0,00000000,0.00000000
rosr12,one_snow_layer,out,delta,-1,9,0,00000000,0.00000000
rosr12,one_snow_layer,out,delta,0,10,1,3D1C24FF,0.381212197E-1
rosr12,one_snow_layer,out,delta,1,11,1,BD35F1F7,-0.444202088E-1
rosr12,one_snow_layer,out,delta,2,12,1,BB736EA6,-0.371448090E-2
rosr12,one_snow_layer,out,delta,3,13,1,BCB5C865,-0.221902821E-1
rosr12,one_snow_layer,out,delta,4,14,1,BA15F4CC,-0.572037650E-3
rosr12,one_snow_layer,out,c_out,-2,15,1,BEFE90FF,-0.497199982
rosr12,one_snow_layer,out,c_out,-1,16,1,BF363F14,-0.711899996
rosr12,one_snow_layer,out,c_out,0,17,1,BFA65604,-1.29949999
rosr12,one_snow_layer,out,c_out,1,18,1,C0073D08,-2.11310005
rosr12,one_snow_layer,out,c_out,2,19,1,BFCD6388,-1.60459995
rosr12,one_snow_layer,out,c_out,3,20,1,BF4D6388,-0.802299976
rosr12,one_snow_layer,out,c_out,4,21,1,00000000,0.00000000
rosr12,two_snow_layers,int,isnow,0,1,1,C0000000,-2.00000000
rosr12,two_snow_layers,in,a,-2,1,1,BE906F6A,-0.282100022
rosr12,two_snow_layers,in,a,-1,2,1,BEDAFB7F,-0.427700013
rosr12,two_snow_layers,in,a,0,3,1,BF5652BE,-0.837200046
rosr12,two_snow_layers,in,a,1,4,1,BFF94468,-1.94740009
rosr12,two_snow_layers,in,a,2,5,1,BFBDDCC7,-1.48330009
rosr12,two_snow_layers,in,a,3,6,1,BF4D013B,-0.800800025
rosr12,two_snow_layers,in,a,4,7,1,BEA3126F,-0.318500012
rosr12,two_snow_layers,in,b,-2,8,1,3FE62B6B,1.79820001
rosr12,two_snow_layers,in,b,-1,9,1,4009D14F,2.15340018
rosr12,two_snow_layers,in,b,0,10,1,404084B6,3.00810003
rosr12,two_snow_layers,in,b,1,11,1,409B93DE,4.86180019
rosr12,two_snow_layers,in,b,2,12,1,407C3127,3.94050002
rosr12,two_snow_layers,in,b,3,13,1,402B34D7,2.67510009
rosr12,two_snow_layers,in,b,4,14,1,3FFB7B4A,1.96469998
