leaf,case,stage,field,index,dtype,value,bits
water,wat_bare_rain,output,canice,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,tv,0,real,2.855000000E+02,438EC000
water,wat_bare_rain,output,snowh,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,sneqv,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,snice,-2,real,0.000000000E+00,00000000
water,wat_bare_rain,output,snice,-1,real,0.000000000E+00,00000000
water,wat_bare_rain,output,snice,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,snliq,-2,real,0.000000000E+00,00000000
water,wat_bare_rain,output,snliq,-1,real,0.000000000E+00,00000000
water,wat_bare_rain,output,snliq,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,stc,-2,real,0.000000000E+00,00000000
water,wat_bare_rain,output,stc,-1,real,0.000000000E+00,00000000
water,wat_bare_rain,output,stc,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,stc,1,real,2.850000000E+02,438E8000
water,wat_bare_rain,output,stc,2,real,2.840000000E+02,438E0000
water,wat_bare_rain,output,stc,3,real,2.830000000E+02,438D8000
water,wat_bare_rain,output,stc,4,real,2.820000000E+02,438D0000
water,wat_bare_rain,output,zsnso,-2,real,0.000000000E+00,00000000
water,wat_bare_rain,output,zsnso,-1,real,0.000000000E+00,00000000
water,wat_bare_rain,output,zsnso,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,zsnso,1,real,-1.000000015E-01,BDCCCCCD
water,wat_bare_rain,output,zsnso,2,real,-4.000000060E-01,BECCCCCD
water,wat_bare_rain,output,zsnso,3,real,-1.000000000E+00,BF800000
water,wat_bare_rain,output,zsnso,4,real,-2.000000000E+00,C0000000
water,wat_bare_rain,output,dzsnso,-2,real,0.000000000E+00,00000000
water,wat_bare_rain,output,dzsnso,-1,real,0.000000000E+00,00000000
water,wat_bare_rain,output,dzsnso,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,dzsnso,1,real,1.000000015E-01,3DCCCCCD
water,wat_bare_rain,output,dzsnso,2,real,3.000000119E-01,3E99999A
water,wat_bare_rain,output,dzsnso,3,real,6.000000238E-01,3F19999A
water,wat_bare_rain,output,dzsnso,4,real,1.000000000E+00,3F800000
water,wat_bare_rain,output,sh2o,1,real,1.806368381E-01,3E38F8DD
water,wat_bare_rain,output,sh2o,2,real,2.099756896E-01,3E5703DE
water,wat_bare_rain,output,sh2o,3,real,2.399805486E-01,3E75BD76
water,wat_bare_rain,output,sh2o,4,real,2.599835396E-01,3E851C90
water,wat_bare_rain,output,sice,1,real,0.000000000E+00,00000000
water,wat_bare_rain,output,sice,2,real,0.000000000E+00,00000000
water,wat_bare_rain,output,sice,3,real,0.000000000E+00,00000000
water,wat_bare_rain,output,sice,4,real,0.000000000E+00,00000000
water,wat_bare_rain,output,smc,1,real,1.806368381E-01,3E38F8DD
water,wat_bare_rain,output,smc,2,real,2.099756896E-01,3E5703DE
water,wat_bare_rain,output,smc,3,real,2.399805486E-01,3E75BD76
water,wat_bare_rain,output,smc,4,real,2.599835396E-01,3E851C90
water,wat_bare_rain,output,zwt,0,real,-2.500000000E+00,C0200000
water,wat_bare_rain,output,wa,0,real,4.900000000E+03,45992000
water,wat_bare_rain,output,wt,0,real,4.900000000E+03,45992000
water,wat_bare_rain,output,wslake,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,smcwtd,0,real,3.000000119E-01,3E99999A
water,wat_bare_rain,output,deeprech,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,rech,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,qtldrn,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,iramtfi,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,iramtmi,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,irfirate,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,irmirate,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,acc_qinsur,0,real,3.999999976E-08,332BCC77
water,wat_bare_rain,output,acc_qseva,0,real,1.200000099E-08,324E2890
water,wat_bare_rain,output,acc_etrani,1,real,6.572657973E-09,31E1D5B6
water,wat_bare_rain,output,acc_etrani,2,real,3.585086228E-09,31765D81
water,wat_bare_rain,output,acc_etrani,3,real,1.792543114E-09,30F65D81
water,wat_bare_rain,output,acc_etrani,4,real,0.000000000E+00,00000000
water,wat_bare_rain,output,cmc,0,real,3.677342236E-01,3EBC47A9
water,wat_bare_rain,output,ecan,0,real,1.792542935E-05,37965E91
water,wat_bare_rain,output,etran,0,real,1.195028653E-05,37487E17
water,wat_bare_rain,output,fwet,0,real,1.000000000E+00,3F800000
water,wat_bare_rain,output,runsrf,0,real,1.994244813E-04,39511C9A
water,wat_bare_rain,output,runsub,0,real,4.710599896E-04,39F6F89A
water,wat_bare_rain,output,qin,0,real,-3.125000000E+01,C1FA0000
water,wat_bare_rain,output,qdis,0,real,1.775000000E+01,418E0000
water,wat_bare_rain,output,ponding1,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,ponding2,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,qsnbot,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,qsnsub,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,qsnfro,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,qsubc,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,qfroc,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,qfrzc,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,qmeltc,0,real,0.000000000E+00,00000000
water,wat_bare_rain,output,qevac,0,real,1.792542935E-05,37965E91
water,wat_bare_rain,output,qdewc,0,real,0.000000000E+00,00000000
water,wat_acc_nonzero,param,smcmax,1,real,4.339999855E-01,3EDE353F
water,wat_acc_nonzero,param,smcmax,2,real,4.390000105E-01,3EE0C49C
water,wat_acc_nonzero,param,smcmax,3,real,4.449999928E-01,3EE3D70A
water,wat_acc_nonzero,param,smcmax,4,real,4.510000050E-01,3EE6E979
water,wat_acc_nonzero,param,smcwlt,1,real,4.699999839E-02,3D408312
water,wat_acc_nonzero,param,smcwlt,2,real,5.099999905E-02,3D50E560
water,wat_acc_nonzero,param,smcwlt,3,real,5.499999970E-02,3D6147AE
water,wat_acc_nonzero,param,smcwlt,4,real,5.900000036E-02,3D71A9FC
water,wat_acc_nonzero,param,bexp,1,real,4.739999771E+00,4097AE14
water,wat_acc_nonzero,param,bexp,2,real,4.900000095E+00,409CCCCD
water,wat_acc_nonzero,param,bexp,3,real,5.050000191E+00,40A1999A
water,wat_acc_nonzero,param,bexp,4,real,5.199999809E+00,40A66666
water,wat_acc_nonzero,param,dksat,1,real,5.230000170E-06,36AF7D5C
water,wat_acc_nonzero,param,dksat,2,real,4.900000022E-06,36A46AAE
water,wat_acc_nonzero,param,dksat,3,real,4.550000085E-06,3698AC34
water,wat_acc_nonzero,param,dksat,4,real,4.200000149E-06,368CEDBA
water,wat_acc_nonzero,param,dwsat,1,real,3.579999975E-05,381627F5
water,wat_acc_nonzero,param,dwsat,2,real,3.400000060E-05,380E9B39
water,wat_acc_nonzero,param,dwsat,3,real,3.199999992E-05,380637BD
water,wat_acc_nonzero,param,dwsat,4,real,3.049999941E-05,37FFDA40
water,wat_acc_nonzero,param,kdt,0,real,3.137000084E+00,4048C49C
water,wat_acc_nonzero,param,frzx,0,real,1.518999934E-01,3E1B8BAC
water,wat_acc_nonzero,param,slope,0,real,1.000000015E-01,3DCCCCCD
water,wat_acc_nonzero,param,ch2op,0,real,1.000000015E-01,3DCCCCCD
water,wat_acc_nonzero,param,ssi,0,real,2.999999933E-02,3CF5C28F
water,wat_acc_nonzero,param,snow_ret_fac,0,real,4.999999874E-05,3851B717
water,wat_acc_nonzero,param,timean,0,real,1.050000000E+01,41280000
water,wat_acc_nonzero,param,fsatmx,0,real,3.799999952E-01,3EC28F5C
water,wat_acc_nonzero,param,nroot,0,int,3,
water,wat_acc_nonzero,param,urban_flag,0,int,0,
water,wat_acc_nonzero,input,nsnow,0,int,3,
water,wat_acc_nonzero,input,nsoil,0,int,4,
water,wat_acc_nonzero,input,vegtyp,0,int,11,
water,wat_acc_nonzero,input,ist,0,int,1,
water,wat_acc_nonzero,input,iloc,0,int,3,
water,wat_acc_nonzero,input,jloc,0,int,5,
water,wat_acc_nonzero,input,imelt,-2,int,2,
water,wat_acc_nonzero,input,imelt,-1,int,2,
water,wat_acc_nonzero,input,imelt,0,int,2,
water,wat_acc_nonzero,input,dt,0,real,1.800000000E+03,44E10000
water,wat_acc_nonzero,input,uu,0,real,3.500000000E+00,40600000
water,wat_acc_nonzero,input,vv,0,real,-2.250000000E+00,C0100000
water,wat_acc_nonzero,input,fcev,0,real,4.500000000E+01,42340000
water,wat_acc_nonzero,input,fctr,0,real,3.000000000E+01,41F00000
water,wat_acc_nonzero,input,qprecc,0,real,1.499999962E-05,377BA882
water,wat_acc_nonzero,input,qprecl,0,real,4.500000068E-05,383CBE62
water,wat_acc_nonzero,input,elai,0,real,3.000000000E+00,40400000
water,wat_acc_nonzero,input,esai,0,real,5.000000000E-01,3F000000
water,wat_acc_nonzero,input,sfctmp,0,real,2.850000000E+02,438E8000
water,wat_acc_nonzero,input,qvap,0,real,1.200000042E-05,3749539C
water,wat_acc_nonzero,input,qdew,0,real,0.000000000E+00,00000000
water,wat_acc_nonzero,input,tg,0,real,2.850000000E+02,438E8000
water,wat_acc_nonzero,input,fveg,0,real,8.000000119E-01,3F4CCCCD
water,wat_acc_nonzero,input,bdfall,0,real,1.200000000E+02,42F00000
water,wat_acc_nonzero,input,fp,0,real,6.499999762E-01,3F266666
water,wat_acc_nonzero,input,rain,0,real,5.500000043E-05,3866AFCD
water,wat_acc_nonzero,input,snow,0,real,0.000000000E+00,00000000
water,wat_acc_nonzero,input,qsnow,0,real,0.000000000E+00,00000000
water,wat_acc_nonzero,input,qrain,0,real,3.999999899E-05,3827C5AC
water,wat_acc_nonzero,input,snowhin,0,real,0.000000000E+00,00000000
water,wat_acc_nonzero,input,latheav,0,real,2.510400000E+06,4A193900
water,wat_acc_nonzero,input,latheag,0,real,2.510400000E+06,4A193900
water,wat_acc_nonzero,input,dx,0,real,3.000000000E+03,453B8000
water,wat_acc_nonzero,input,tdfracmp,0,real,0.000000000E+00,00000000
water,wat_acc_nonzero,input,frozen_canopy,0,int,0,
water,wat_acc_nonzero,input,frozen_ground,0,int,0,
water,wat_acc_nonzero,input,croplu,0,int,0,
water,wat_acc_nonzero,input,irrfra,0,real,0.000000000E+00,00000000
water,wat_acc_nonzero,input,mifac,0,real,0.000000000E+00,00000000
water,wat_acc_nonzero,input,fifac,0,real,0.000000000E+00,00000000
water,wat_acc_nonzero,input,zsoil,1,real,-1.000000015E-01,BDCCCCCD
water,wat_acc_nonzero,input,zsoil,2,real,-4.000000060E-01,BECCCCCD
water,wat_acc_nonzero,input,zsoil,3,real,-1.000000000E+00,BF800000
water,wat_acc_nonzero,input,zsoil,4,real,-2.000000000E+00,C0000000
water,wat_acc_nonzero,input,btrani,1,real,5.500000119E-01,3F0CCCCD
water,wat_acc_nonzero,input,btrani,2,real,3.000000119E-01,3E99999A
water,wat_acc_nonzero,input,btrani,3,real,1.500000060E-01,3E19999A
