case,stage,field,index,value
veg_warm_day_dry,input,smcwtd,0,0.433999985
veg_warm_day_dry,input,deeprech,0,0.00000000
veg_warm_day_dry,input,rech,0,0.00000000
veg_warm_day_dry,input,zsoil,1,-0.100000001
veg_warm_day_dry,input,smc,1,0.219999999
veg_warm_day_dry,input,sh2o,1,0.219999999
veg_warm_day_dry,input,smceq,1,0.219999999
veg_warm_day_dry,input,zsoil,2,-0.400000006
veg_warm_day_dry,input,smc,2,0.239999995
veg_warm_day_dry,input,sh2o,2,0.239999995
veg_warm_day_dry,input,smceq,2,0.239999995
veg_warm_day_dry,input,zsoil,3,-1.00000000
veg_warm_day_dry,input,smc,3,0.259999990
veg_warm_day_dry,input,sh2o,3,0.259999990
veg_warm_day_dry,input,smceq,3,0.259999990
veg_warm_day_dry,input,zsoil,4,-2.00000000
veg_warm_day_dry,input,smc,4,0.280000001
veg_warm_day_dry,input,sh2o,4,0.280000001
veg_warm_day_dry,input,smceq,4,0.280000001
veg_warm_day_dry,input,stc,-2,0.00000000
veg_warm_day_dry,input,zsnso,-2,0.180701182E+23
veg_warm_day_dry,input,stc,-1,0.00000000
veg_warm_day_dry,input,zsnso,-1,0.840779079E-44
veg_warm_day_dry,input,stc,0,0.00000000
veg_warm_day_dry,input,zsnso,0,0.00000000
veg_warm_day_dry,input,stc,1,294.000000
veg_warm_day_dry,input,zsnso,1,-0.100000001
veg_warm_day_dry,input,stc,2,292.000000
veg_warm_day_dry,input,zsnso,2,-0.400000006
veg_warm_day_dry,input,stc,3,290.000000
veg_warm_day_dry,input,zsnso,3,-1.00000000
veg_warm_day_dry,input,stc,4,288.000000
veg_warm_day_dry,input,zsnso,4,-2.00000000
veg_warm_day_dry,input,snice,-2,0.00000000
veg_warm_day_dry,input,snliq,-2,0.00000000
veg_warm_day_dry,input,ficeold,-2,0.00000000
veg_warm_day_dry,input,snice,-1,0.00000000
veg_warm_day_dry,input,snliq,-1,0.00000000
veg_warm_day_dry,input,ficeold,-1,0.00000000
veg_warm_day_dry,input,snice,0,0.00000000
veg_warm_day_dry,input,snliq,0,0.00000000
veg_warm_day_dry,input,ficeold,0,0.00000000
veg_warm_day_dry,input,par_bexp,1,4.73999977
veg_warm_day_dry,input,par_smcmax,1,0.433999985
veg_warm_day_dry,input,par_psisat,1,0.141000003
veg_warm_day_dry,input,par_dksat,1,0.523000017E-5
veg_warm_day_dry,input,par_quartz,1,0.600000024
veg_warm_day_dry,input,par_bexp,2,4.73999977
veg_warm_day_dry,input,par_smcmax,2,0.433999985
veg_warm_day_dry,input,par_psisat,2,0.141000003
veg_warm_day_dry,input,par_dksat,2,0.523000017E-5
veg_warm_day_dry,input,par_quartz,2,0.600000024
veg_warm_day_dry,input,par_bexp,3,4.73999977
veg_warm_day_dry,input,par_smcmax,3,0.433999985
veg_warm_day_dry,input,par_psisat,3,0.141000003
veg_warm_day_dry,input,par_dksat,3,0.523000017E-5
veg_warm_day_dry,input,par_quartz,3,0.600000024
veg_warm_day_dry,input,par_bexp,4,4.73999977
veg_warm_day_dry,input,par_smcmax,4,0.433999985
veg_warm_day_dry,input,par_psisat,4,0.141000003
veg_warm_day_dry,input,par_dksat,4,0.523000017E-5
veg_warm_day_dry,input,par_quartz,4,0.600000024
veg_warm_day_dry,input,par_csoil,0,2000000.00
veg_warm_day_dry,input,par_kdt,0,7.84500027
veg_warm_day_dry,input,par_frzx,0,0.183686703
veg_warm_day_dry,input,par_slope,0,0.100000001
veg_warm_day_dry,output,isnow,0,0
veg_warm_day_dry,output,pgs,0,0
veg_warm_day_dry,output,z0wrf,0,0.119999997
veg_warm_day_dry,output,fsa,0,653.423462
veg_warm_day_dry,output,fsr,0,166.576569
veg_warm_day_dry,output,fira,0,105.193405
veg_warm_day_dry,output,fsh,0,21.4893684
veg_warm_day_dry,output,ssoil,0,169.194977
veg_warm_day_dry,output,fcev,0,302.902069
veg_warm_day_dry,output,fgev,0,25.9287853
veg_warm_day_dry,output,fctr,0,14.9038887
veg_warm_day_dry,output,ecan,0,0.120658886E-3
veg_warm_day_dry,output,etran,0,0.593685809E-5
veg_warm_day_dry,output,edir,0,0.103285474E-4
veg_warm_day_dry,output,trad,0,299.436493
veg_warm_day_dry,output,tgb,0,297.628265
veg_warm_day_dry,output,tgv,0,300.889954
veg_warm_day_dry,output,t2mv,0,296.016510
veg_warm_day_dry,output,t2mb,0,296.248413
veg_warm_day_dry,output,q2v,0,0.125709958E-1
veg_warm_day_dry,output,q2b,0,0.109039992E-1
veg_warm_day_dry,output,runsrf,0,0.00000000
veg_warm_day_dry,output,runsub,0,0.132225076E-3
veg_warm_day_dry,output,apar,0,221.352646
veg_warm_day_dry,output,psn,0,19.4064369
veg_warm_day_dry,output,sav,0,406.404846
veg_warm_day_dry,output,sag,0,247.018616
veg_warm_day_dry,output,fsno,0,0.00000000
veg_warm_day_dry,output,nee,0,0.00000000
veg_warm_day_dry,output,gpp,0,0.00000000
veg_warm_day_dry,output,npp,0,0.00000000
veg_warm_day_dry,output,fveg,0,0.800000012
veg_warm_day_dry,output,albedo,0,0.203142151
veg_warm_day_dry,output,qsnbot,0,0.00000000
veg_warm_day_dry,output,ponding,0,0.00000000
veg_warm_day_dry,output,ponding1,0,0.00000000
veg_warm_day_dry,output,ponding2,0,0.00000000
veg_warm_day_dry,output,rssun,0,515.768555
veg_warm_day_dry,output,rssha,0,520.831909
veg_warm_day_dry,output,bgap,0,0.00000000
veg_warm_day_dry,output,wgap,0,0.00000000
veg_warm_day_dry,output,chv,0,0.269041974E-1
veg_warm_day_dry,output,chb,0,0.923692808E-2
veg_warm_day_dry,output,emissi,0,0.993994176
veg_warm_day_dry,output,shg,0,10.7113781
veg_warm_day_dry,output,shc,0,9.50972843
veg_warm_day_dry,output,shb,0,17.0526829
veg_warm_day_dry,output,evg,0,22.5411377
veg_warm_day_dry,output,evb,0,39.4793739
veg_warm_day_dry,output,ghv,0,186.889618
veg_warm_day_dry,output,ghb,0,98.4163666
veg_warm_day_dry,output,irg,0,26.8764687
veg_warm_day_dry,output,irc,0,65.2781906
veg_warm_day_dry,output,irb,0,92.0701828
veg_warm_day_dry,output,tr,0,14.9038887
veg_warm_day_dry,output,evc,0,302.902069
veg_warm_day_dry,output,chleaf,0,0.166493163
veg_warm_day_dry,output,chuc,0,0.213688728E-2
veg_warm_day_dry,output,chv2,0,0.440545566E-1
veg_warm_day_dry,output,chb2,0,0.108998735E-1
veg_warm_day_dry,output,fpice,0,0.00000000
veg_warm_day_dry,output,pahv,0,0.00000000
veg_warm_day_dry,output,pahg,0,-0.00000000
veg_warm_day_dry,output,pahb,0,-0.00000000
veg_warm_day_dry,output,pah,0,0.00000000
veg_warm_day_dry,output,laisun,0,1.49749053
veg_warm_day_dry,output,laisha,0,1.81894827
veg_warm_day_dry,output,rb,0,0.00000000
veg_warm_day_dry,output,qints,0,0.00000000
veg_warm_day_dry,output,qintr,0,0.00000000
veg_warm_day_dry,output,qdrips,0,0.00000000
veg_warm_day_dry,output,qdripr,0,0.00000000
veg_warm_day_dry,output,qthros,0,0.00000000
veg_warm_day_dry,output,qthror,0,0.00000000
veg_warm_day_dry,output,qsnsub,0,0.00000000
veg_warm_day_dry,output,qsnfro,0,0.00000000
veg_warm_day_dry,output,qsubc,0,0.00000000
veg_warm_day_dry,output,qfroc,0,0.00000000
veg_warm_day_dry,output,qfrzc,0,0.00000000
veg_warm_day_dry,output,qmeltc,0,0.00000000
veg_warm_day_dry,output,qevac,0,0.120658886E-3
veg_warm_day_dry,output,qdewc,0,0.00000000
veg_warm_day_dry,output,qmelt,0,0.00000000
veg_warm_day_dry,output,rain,0,0.00000000
veg_warm_day_dry,output,snow,0,0.00000000
veg_warm_day_dry,output,eflxb,0,-0.00000000
veg_warm_day_dry,output,canhs,0,13.8109674
veg_warm_day_dry,output,albold,0,0.649983287
veg_warm_day_dry,output,sneqvo,0,0.00000000
veg_warm_day_dry,output,tah,0,296.468933
veg_warm_day_dry,output,eah,0,2448.42480
veg_warm_day_dry,output,fwet,0,0.568414390
veg_warm_day_dry,output,canliq,0,0.142760471
veg_warm_day_dry,output,canice,0,0.00000000
veg_warm_day_dry,output,tv,0,296.534424
veg_warm_day_dry,output,tg,0,300.237610
veg_warm_day_dry,output,qsfc,0,0.200100224E-1
veg_warm_day_dry,output,qsnow,0,0.00000000
veg_warm_day_dry,output,qrain,0,0.00000000
veg_warm_day_dry,output,snowh,0,0.00000000
veg_warm_day_dry,output,sneqv,0,0.00000000
veg_warm_day_dry,output,zwt,0,2.50000000
veg_warm_day_dry,output,wa,0,4900.00000
veg_warm_day_dry,output,wt,0,4900.00000
veg_warm_day_dry,output,wslake,0,0.00000000
veg_warm_day_dry,output,lfmass,0,120.000000
veg_warm_day_dry,output,rtmass,0,250.000000
veg_warm_day_dry,output,stmass,0,90.0000000
veg_warm_day_dry,output,wood,0,10.0000000
veg_warm_day_dry,output,stblcp,0,1000.00000
veg_warm_day_dry,output,fastcp,0,1000.00000
veg_warm_day_dry,output,lai,0,3.31643867
veg_warm_day_dry,output,sai,0,0.845890343
veg_warm_day_dry,output,cm,0,0.595465116E-2
veg_warm_day_dry,output,ch,0,0.233707447E-1
veg_warm_day_dry,output,tauss,0,0.00000000
veg_warm_day_dry,output,zlvl,0,20.0000000
veg_warm_day_dry,output,smcwtd,0,0.433999985
veg_warm_day_dry,output,deeprech,0,0.00000000
veg_warm_day_dry,output,rech,0,0.00000000
veg_warm_day_dry,output,acc_ssoil,0,169.194977
veg_warm_day_dry,output,acc_qinsur,0,0.00000000
veg_warm_day_dry,output,acc_qseva,0,0.103285478E-7
veg_warm_day_dry,output,acc_dwater,0,-0.830078125E-2
veg_warm_day_dry,output,acc_prcp,0,0.00000000
veg_warm_day_dry,output,acc_ecan,0,0.723953312E-2
veg_warm_day_dry,output,acc_etran,0,0.356211473E-3
veg_warm_day_dry,output,acc_edir,0,0.619712868E-3
veg_warm_day_dry,output,albsnd,1,0.649983287
veg_warm_day_dry,output,albsni,1,0.649983287
veg_warm_day_dry,output,albsnd,2,0.649983287
veg_warm_day_dry,output,albsni,2,0.649983287
veg_warm_day_dry,output,smc,1,0.219997823
veg_warm_day_dry,output,sh2o,1,0.219997823
veg_warm_day_dry,output,acc_etrani,1,0.505949060E-9
veg_warm_day_dry,output,smc,2,0.239998937
veg_warm_day_dry,output,sh2o,2,0.239998937
veg_warm_day_dry,output,acc_etrani,2,0.169332059E-8
veg_warm_day_dry,output,smc,3,0.259999007
veg_warm_day_dry,output,sh2o,3,0.259999007
veg_warm_day_dry,output,acc_etrani,3,0.373758846E-8
veg_warm_day_dry,output,smc,4,0.280000001
veg_warm_day_dry,output,sh2o,4,0.280000001
veg_warm_day_dry,output,acc_etrani,4,0.00000000
veg_warm_day_dry,output,stc,-2,0.00000000
veg_warm_day_dry,output,zsnso,-2,0.00000000
veg_warm_day_dry,output,hcpct,-2,0.00000000
veg_warm_day_dry,output,stc,-1,0.00000000
veg_warm_day_dry,output,zsnso,-1,0.00000000
veg_warm_day_dry,output,hcpct,-1,0.00000000
veg_warm_day_dry,output,stc,0,0.00000000
veg_warm_day_dry,output,zsnso,0,0.00000000
veg_warm_day_dry,output,hcpct,0,0.00000000
veg_warm_day_dry,output,stc,1,294.045380
veg_warm_day_dry,output,zsnso,1,-0.100000001
veg_warm_day_dry,output,hcpct,1,2053575.00
veg_warm_day_dry,output,stc,2,292.000702
veg_warm_day_dry,output,zsnso,2,-0.400000006
veg_warm_day_dry,output,hcpct,2,2137315.00
veg_warm_day_dry,output,stc,3,290.000122
veg_warm_day_dry,output,zsnso,3,-1.00000000
veg_warm_day_dry,output,hcpct,3,2221054.75
veg_warm_day_dry,output,stc,4,288.000092
veg_warm_day_dry,output,zsnso,4,-2.00000000
veg_warm_day_dry,output,hcpct,4,2304794.75
veg_warm_day_dry,output,snice,-2,0.00000000
veg_warm_day_dry,output,snliq,-2,0.00000000
veg_warm_day_dry,output,snice,-1,0.00000000
veg_warm_day_dry,output,snliq,-1,0.00000000
veg_warm_day_dry,output,snice,0,0.00000000
veg_warm_day_dry,output,snliq,0,0.00000000
veg_warm_night_rain,input,vegtyp,0,10
veg_warm_night_rain,input,soiltype,0,3
veg_warm_night_rain,input,slopetype,0,1
veg_warm_night_rain,input,soilcolor,0,4
veg_warm_night_rain,input,croptype,0,0
veg_warm_night_rain,input,ice,0,0
veg_warm_night_rain,input,ist,0,1
veg_warm_night_rain,input,isnow,0,0
veg_warm_night_rain,input,yearlen,0,365
veg_warm_night_rain,input,pgs,0,0
veg_warm_night_rain,input,dt,0,60.0000000
veg_warm_night_rain,input,dx,0,3000.00000
veg_warm_night_rain,input,dz8w,0,40.0000000
veg_warm_night_rain,input,zlvl,0,20.0000000
veg_warm_night_rain,input,lat,0,0.663200021
veg_warm_night_rain,input,julian,0,200.899994
veg_warm_night_rain,input,cosz,0,0.00000000
veg_warm_night_rain,input,shdfac,0,0.720000029
veg_warm_night_rain,input,shdmax,0,0.800000012
veg_warm_night_rain,input,sfctmp,0,291.000000
veg_warm_night_rain,input,sfcprs,0,96200.0000
veg_warm_night_rain,input,psfc,0,96200.0000
veg_warm_night_rain,input,uu,0,1.79999995
veg_warm_night_rain,input,vv,0,0.400000006
veg_warm_night_rain,input,q2,0,0.121999998E-1
veg_warm_night_rain,input,qc,0,0.00000000
veg_warm_night_rain,input,soldn,0,0.00000000
veg_warm_night_rain,input,lwdn,0,372.000000
veg_warm_night_rain,input,prcpconv,0,0.00000000
veg_warm_night_rain,input,prcpnonc,0,0.120000006E-2
veg_warm_night_rain,input,prcpshcv,0,0.00000000
veg_warm_night_rain,input,prcpsnow,0,0.00000000
veg_warm_night_rain,input,prcpgrpl,0,0.00000000
veg_warm_night_rain,input,prcphail,0,0.00000000
veg_warm_night_rain,input,tbot,0,288.000000
veg_warm_night_rain,input,co2air,0,40.0000000
veg_warm_night_rain,input,o2air,0,21200.0000
veg_warm_night_rain,input,foln,0,1.00000000
veg_warm_night_rain,input,albold,0,0.649999976
veg_warm_night_rain,input,sneqvo,0,0.00000000
veg_warm_night_rain,input,tah,0,291.200012
veg_warm_night_rain,input,eah,0,1900.00000
veg_warm_night_rain,input,fwet,0,0.00000000
veg_warm_night_rain,input,canliq,0,0.500000007E-1
veg_warm_night_rain,input,canice,0,0.00000000
veg_warm_night_rain,input,tv,0,291.000000
veg_warm_night_rain,input,tg,0,291.500000
veg_warm_night_rain,input,qsfc,0,0.121999998E-1
veg_warm_night_rain,input,qsnow,0,0.00000000
veg_warm_night_rain,input,qrain,0,0.00000000
veg_warm_night_rain,input,snowh,0,0.00000000
veg_warm_night_rain,input,sneqv,0,0.00000000
veg_warm_night_rain,input,zwt,0,2.50000000
veg_warm_night_rain,input,wa,0,4900.00000
veg_warm_night_rain,input,wt,0,4900.00000
veg_warm_night_rain,input,wslake,0,0.00000000
veg_warm_night_rain,input,lfmass,0,120.000000
veg_warm_night_rain,input,rtmass,0,250.000000
veg_warm_night_rain,input,stmass,0,90.0000000
veg_warm_night_rain,input,wood,0,10.0000000
veg_warm_night_rain,input,stblcp,0,1000.00000
veg_warm_night_rain,input,fastcp,0,1000.00000
veg_warm_night_rain,input,lai,0,2.20000005
veg_warm_night_rain,input,sai,0,0.500000000
veg_warm_night_rain,input,cm,0,0.999999978E-2
veg_warm_night_rain,input,ch,0,0.999999978E-2
veg_warm_night_rain,input,tauss,0,0.00000000
veg_warm_night_rain,input,smcwtd,0,0.433999985
veg_warm_night_rain,input,deeprech,0,0.00000000
veg_warm_night_rain,input,rech,0,0.00000000
veg_warm_night_rain,input,zsoil,1,-0.100000001
veg_warm_night_rain,input,smc,1,0.300000012
veg_warm_night_rain,input,sh2o,1,0.300000012
veg_warm_night_rain,input,smceq,1,0.300000012
veg_warm_night_rain,input,zsoil,2,-0.400000006
veg_warm_night_rain,input,smc,2,0.305000007
veg_warm_night_rain,input,sh2o,2,0.305000007
veg_warm_night_rain,input,smceq,2,0.305000007
veg_warm_night_rain,input,zsoil,3,-1.00000000
veg_warm_night_rain,input,smc,3,0.300000012
veg_warm_night_rain,input,sh2o,3,0.300000012
veg_warm_night_rain,input,smceq,3,0.300000012
veg_warm_night_rain,input,zsoil,4,-2.00000000
veg_warm_night_rain,input,smc,4,0.289999992
veg_warm_night_rain,input,sh2o,4,0.289999992
veg_warm_night_rain,input,smceq,4,0.289999992
veg_warm_night_rain,input,stc,-2,0.00000000
veg_warm_night_rain,input,zsnso,-2,0.180701182E+23
veg_warm_night_rain,input,stc,-1,0.00000000
veg_warm_night_rain,input,zsnso,-1,0.840779079E-44
veg_warm_night_rain,input,stc,0,0.00000000
veg_warm_night_rain,input,zsnso,0,0.00000000
veg_warm_night_rain,input,stc,1,292.000000
veg_warm_night_rain,input,zsnso,1,-0.100000001
veg_warm_night_rain,input,stc,2,291.000000
veg_warm_night_rain,input,zsnso,2,-0.400000006
veg_warm_night_rain,input,stc,3,290.000000
veg_warm_night_rain,input,zsnso,3,-1.00000000
veg_warm_night_rain,input,stc,4,288.500000
veg_warm_night_rain,input,zsnso,4,-2.00000000
veg_warm_night_rain,input,snice,-2,0.00000000
veg_warm_night_rain,input,snliq,-2,0.00000000
veg_warm_night_rain,input,ficeold,-2,0.00000000
veg_warm_night_rain,input,snice,-1,0.00000000
veg_warm_night_rain,input,snliq,-1,0.00000000
veg_warm_night_rain,input,ficeold,-1,0.00000000
veg_warm_night_rain,input,snice,0,0.00000000
veg_warm_night_rain,input,snliq,0,0.00000000
veg_warm_night_rain,input,ficeold,0,0.00000000
veg_warm_night_rain,input,par_bexp,1,4.73999977
veg_warm_night_rain,input,par_smcmax,1,0.433999985
veg_warm_night_rain,input,par_psisat,1,0.141000003
veg_warm_night_rain,input,par_dksat,1,0.523000017E-5
veg_warm_night_rain,input,par_quartz,1,0.600000024
veg_warm_night_rain,input,par_bexp,2,4.73999977
veg_warm_night_rain,input,par_smcmax,2,0.433999985
veg_warm_night_rain,input,par_psisat,2,0.141000003
veg_warm_night_rain,input,par_dksat,2,0.523000017E-5
veg_warm_night_rain,input,par_quartz,2,0.600000024
veg_warm_night_rain,input,par_bexp,3,4.73999977
veg_warm_night_rain,input,par_smcmax,3,0.433999985
veg_warm_night_rain,input,par_psisat,3,0.141000003
veg_warm_night_rain,input,par_dksat,3,0.523000017E-5
veg_warm_night_rain,input,par_quartz,3,0.600000024
veg_warm_night_rain,input,par_bexp,4,4.73999977
veg_warm_night_rain,input,par_smcmax,4,0.433999985
veg_warm_night_rain,input,par_psisat,4,0.141000003
veg_warm_night_rain,input,par_dksat,4,0.523000017E-5
veg_warm_night_rain,input,par_quartz,4,0.600000024
veg_warm_night_rain,input,par_csoil,0,2000000.00
veg_warm_night_rain,input,par_kdt,0,7.84500027
veg_warm_night_rain,input,par_frzx,0,0.183686703
veg_warm_night_rain,input,par_slope,0,0.100000001
veg_warm_night_rain,output,isnow,0,0
veg_warm_night_rain,output,pgs,0,0
veg_warm_night_rain,output,z0wrf,0,0.119999997
veg_warm_night_rain,output,fsa,0,0.00000000
veg_warm_night_rain,output,fsr,0,0.00000000
veg_warm_night_rain,output,fira,0,34.8329391
veg_warm_night_rain,output,fsh,0,-0.408776820
veg_warm_night_rain,output,ssoil,0,-15.1017513
veg_warm_night_rain,output,fcev,0,18.1232796
veg_warm_night_rain,output,fgev,0,2.87333775
veg_warm_night_rain,output,fctr,0,0.568293631E-1
veg_warm_night_rain,output,ecan,0,0.721927972E-5
veg_warm_night_rain,output,etran,0,0.226375736E-7
veg_warm_night_rain,output,edir,0,0.114457362E-5
veg_warm_night_rain,output,trad,0,291.081390
veg_warm_night_rain,output,tgb,0,290.761871
veg_warm_night_rain,output,tgv,0,291.709900
veg_warm_night_rain,output,t2mv,0,290.976593
veg_warm_night_rain,output,t2mb,0,290.904388
veg_warm_night_rain,output,q2v,0,0.125712473E-1
veg_warm_night_rain,output,q2b,0,0.125379888E-1
veg_warm_night_rain,output,runsrf,0,0.112349761E-2
veg_warm_night_rain,output,runsub,0,0.204894095E-3
veg_warm_night_rain,output,apar,0,0.00000000
veg_warm_night_rain,output,psn,0,0.00000000
veg_warm_night_rain,output,sav,0,0.00000000
veg_warm_night_rain,output,sag,0,0.00000000
veg_warm_night_rain,output,fsno,0,0.00000000
veg_warm_night_rain,output,nee,0,0.00000000
veg_warm_night_rain,output,gpp,0,0.00000000
veg_warm_night_rain,output,npp,0,0.00000000
veg_warm_night_rain,output,fveg,0,0.800000012
veg_warm_night_rain,output,albedo,0,-999.900024
veg_warm_night_rain,output,qsnbot,0,0.00000000
veg_warm_night_rain,output,ponding,0,0.00000000
veg_warm_night_rain,output,ponding1,0,0.00000000
veg_warm_night_rain,output,ponding2,0,0.00000000
veg_warm_night_rain,output,rssun,0,19881.1777
veg_warm_night_rain,output,rssha,0,19881.1777
veg_warm_night_rain,output,bgap,0,0.00000000
veg_warm_night_rain,output,wgap,0,0.00000000
veg_warm_night_rain,output,chv,0,0.106989937E-1
veg_warm_night_rain,output,chb,0,0.205678912E-2
veg_warm_night_rain,output,emissi,0,0.993993938
veg_warm_night_rain,output,shg,0,0.855514884
veg_warm_night_rain,output,shc,0,-0.980688989
veg_warm_night_rain,output,shb,0,-0.562498927
veg_warm_night_rain,output,evg,0,2.40024257
veg_warm_night_rain,output,evb,0,4.76571846
veg_warm_night_rain,output,ghv,0,-9.13281345
veg_warm_night_rain,output,ghb,0,-38.9775047
veg_warm_night_rain,output,irg,0,4.68678236
veg_warm_night_rain,output,irc,0,24.6312180
veg_warm_night_rain,output,irb,0,32.2614822
veg_warm_night_rain,output,tr,0,0.568293631E-1
veg_warm_night_rain,output,evc,0,18.1232796
veg_warm_night_rain,output,chleaf,0,0.165704161
veg_warm_night_rain,output,chuc,0,0.993377413E-3
veg_warm_night_rain,output,chv2,0,0.194775015E-1
veg_warm_night_rain,output,chb2,0,0.343666552E-2
veg_warm_night_rain,output,fpice,0,0.00000000
veg_warm_night_rain,output,pahv,0,0.952218890
veg_warm_night_rain,output,pahg,0,-1.19027364
veg_warm_night_rain,output,pahb,0,-2.51279998
veg_warm_night_rain,output,pah,0,-0.502560019
veg_warm_night_rain,output,laisun,0,0.00000000
veg_warm_night_rain,output,laisha,0,3.29013824
veg_warm_night_rain,output,rb,0,0.00000000
veg_warm_night_rain,output,qints,0,0.00000000
veg_warm_night_rain,output,qintr,0,0.505263219E-3
veg_warm_night_rain,output,qdrips,0,0.00000000
veg_warm_night_rain,output,qdripr,0,0.454736815E-3
veg_warm_night_rain,output,qthros,0,0.00000000
veg_warm_night_rain,output,qthror,0,0.239999994E-3
veg_warm_night_rain,output,qsnsub,0,0.00000000
veg_warm_night_rain,output,qsnfro,0,0.00000000
veg_warm_night_rain,output,qsubc,0,0.00000000
veg_warm_night_rain,output,qfroc,0,0.00000000
veg_warm_night_rain,output,qfrzc,0,0.00000000
veg_warm_night_rain,output,qmeltc,0,0.00000000
veg_warm_night_rain,output,qevac,0,0.721927972E-5
veg_warm_night_rain,output,qdewc,0,0.00000000
veg_warm_night_rain,output,qmelt,0,0.00000000
veg_warm_night_rain,output,rain,0,0.120000006E-2
veg_warm_night_rain,output,snow,0,0.00000000
veg_warm_night_rain,output,eflxb,0,-7.15502596
veg_warm_night_rain,output,canhs,0,-40.8784218
veg_warm_night_rain,output,albold,0,0.649999976
veg_warm_night_rain,output,sneqvo,0,0.00000000
veg_warm_night_rain,output,tah,0,290.960052
veg_warm_night_rain,output,eah,0,1998.00574
veg_warm_night_rain,output,fwet,0,0.387126923
veg_warm_night_rain,output,canliq,0,0.798826441E-1
veg_warm_night_rain,output,canice,0,0.00000000
veg_warm_night_rain,output,tv,0,290.945374
veg_warm_night_rain,output,tg,0,291.520294
veg_warm_night_rain,output,qsfc,0,0.131097930E-1
veg_warm_night_rain,output,qsnow,0,0.00000000
veg_warm_night_rain,output,qrain,0,0.694736838E-3
veg_warm_night_rain,output,snowh,0,0.00000000
veg_warm_night_rain,output,sneqv,0,0.00000000
veg_warm_night_rain,output,zwt,0,2.50000000
veg_warm_night_rain,output,wa,0,4900.00000
veg_warm_night_rain,output,wt,0,4900.00000
veg_warm_night_rain,output,wslake,0,0.00000000
veg_warm_night_rain,output,lfmass,0,120.000000
veg_warm_night_rain,output,rtmass,0,250.000000
veg_warm_night_rain,output,stmass,0,90.0000000
veg_warm_night_rain,output,wood,0,10.0000000
veg_warm_night_rain,output,stblcp,0,1000.00000
