phase,run,case,column,k,first_step,cu_used,dt_s,rho_kg_m3,dz_m,temperature_k,qrcuten,qscuten,qicuten,qccuten,qv,qc,qr,qi,qs,qg,qh,qndrop_per_kg,qnr_per_kg,qni_per_kg,qns_per_kg,qng_per_kg,qnh_per_kg,qnn_per_kg,qvolg_m3_per_kg,qvolh_m3_per_kg,rainnc,rainncv,snownc,snowncv,graupelnc,graupelncv,hailnc,hailncv,sr,ice_surface_export
after,1,5,5,2,1,0, 5.0000000000000000E-001, 1.2490000724792480E+000, 2.7600000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1000002101063728E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5000000000000000E-001, 0.0000000000000000E+000, 1.5000000596046448E-001, 0.0000000000000000E+000, 9.9999994039535522E-002, 0.0000000000000000E+000, 7.9999998211860657E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,6,6,2,1,0, 5.0000000000000000E-001, 1.2549999952316284E+000, 2.7800000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1000002101063728E-003, 0.0000000000000000E+000, 1.4432011084863916E-005, 4.3460559027153067E-006, 1.0143661711481400E-005, 1.1562530744413380E-005, 8.6671798271709122E-006, 0.0000000000000000E+000, 1.2598698730468750E+003, 4.2018536376953125E+002, 8.8274150390625000E+003, 1.9382995605468750E+003, 8.8859826660156250E+002, 4.5000000000000000E+008, 2.2235635555034605E-008, 1.0196681721197365E-008, 2.6003369688987732E-001, 3.3715776226017624E-005, 1.6000147163867950E-001, 1.4742641951670521E-006, 1.1000914126634598E-001, 9.1404981503728777E-006, 9.0008005499839783E-002, 8.0066047303262167E-006, 5.5230426788330078E-001, 9.0969371058235993E-007
after,1,1,1,3,1,0, 5.0000000000000000E-001, 1.1899999380111694E+000, 2.8100000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1500001251697540E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1000000834465027E-001, 0.0000000000000000E+000, 1.0999999940395355E-001, 0.0000000000000000E+000, 6.0000002384185791E-002, 0.0000000000000000E+000, 3.9999999105930328E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,2,2,3,1,0, 5.0000000000000000E-001, 1.1959999799728394E+000, 2.8300000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1500001251697540E-003, 1.6664722579662339E-006, 3.4042773222608957E-006, 1.3358436490307213E-006, 2.6778468509291997E-006, 3.6677054140454857E-006, 2.4254479740193347E-006, 5.4573487500000000E+005, 7.5364257812500000E+002, 2.8347470703125000E+003, 1.8161587524414062E+002, 5.2717754364013672E+001, 5.8385004997253418E+000, 4.4945430400000000E+008, 4.3857588671869507E-009, 2.2563777513084915E-009, 2.2000014781951904E-001, 1.4551397953255218E-007, 1.2000001221895218E-001, 7.0846986055528305E-009, 7.0000074803829193E-002, 7.1547461288901104E-008, 5.0000041723251343E-002, 4.3139760208532607E-008, 8.3683425188064575E-001, 3.2176328268462839E-009
after,1,3,3,3,1,0, 5.0000000000000000E-001, 1.2019999027252197E+000, 2.8500000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1500001251697540E-003, 1.1145129974465817E-006, 6.8863428168697283E-006, 1.6723472526791738E-006, 4.4588141463464126E-006, 7.8989796747919172E-006, 9.0644125521066599E-006, 1.0225432586669922E+002, 8.7382263183593750E+001, 1.7046665954589844E+002, 5.7133148193359375E+002, 3.0611709594726562E+002, 1.7467982482910156E+002, 4.5000000000000000E+008, 2.3979339403013000E-008, 1.3704923418345061E-008, 2.3000046610832214E-001, 4.6847063117638754E-007, 1.3000001013278961E-001, 1.5213977633266040E-008, 8.0000095069408417E-002, 9.8418148297696462E-008, 6.0000155121088028E-002, 1.5753204252177966E-007, 5.7882732152938843E-001, 6.2975278325438921E-009
after,1,4,4,3,1,0, 5.0000000000000000E-001, 1.2079999446868896E+000, 2.8700000000000000E+002, 2.6000000000000000E+002, 3.6044435546500608E-005, 2.8022217520629056E-005, 1.8022217773250304E-005, 2.2022217308403924E-005, 8.1500001251697540E-003, 2.0055542336194776E-005, 4.0223243559012190E-005, 3.0077731935307384E-005, 5.0166647270089015E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9999998000000000E+007, 7.9999710937500000E+004, 1.4999929687500000E+005, 5.9999738281250000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000003200000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4003668129444122E-001, 3.6676843592431396E-005, 1.4001050591468811E-001, 1.0508960258448496E-005, 9.0000003576278687E-002, 0.0000000000000000E+000, 7.0000000298023224E-002, 0.0000000000000000E+000, 2.8652846813201904E-001, 4.6750137698836625E-006
after,1,5,5,3,1,0, 5.0000000000000000E-001, 1.2139999866485596E+000, 2.8900000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1500001251697540E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4999996800000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5000000000000000E-001, 0.0000000000000000E+000, 1.5000000596046448E-001, 0.0000000000000000E+000, 9.9999994039535522E-002, 0.0000000000000000E+000, 7.9999998211860657E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,6,6,3,1,0, 5.0000000000000000E-001, 1.2199999094009399E+000, 2.9100000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1500001251697540E-003, 0.0000000000000000E+000, 1.6378530176552886E-007, 7.9192190582944022E-009, 1.3996053205289627E-008, 8.2721470562319155E-008, 7.2326223232721532E-008, 0.0000000000000000E+000, 4.6997280120849609E+000, 3.8784548640251160E-001, 6.1691374778747559E+000, 4.9431185722351074E+000, 2.8162944316864014E+000, 4.4999996800000000E+008, 1.5907974937334757E-010, 8.5089671419957824E-011, 2.6003369688987732E-001, 3.3715776226017624E-005, 1.6000147163867950E-001, 1.4742641951670521E-006, 1.1000914126634598E-001, 9.1404981503728777E-006, 9.0008005499839783E-002, 8.0066047303262167E-006, 5.5230426788330078E-001, 9.0969371058235993E-007
after,1,1,1,4,1,0, 5.0000000000000000E-001, 1.1549999713897705E+000, 2.9400000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2000000402331352E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1000000834465027E-001, 0.0000000000000000E+000, 1.0999999940395355E-001, 0.0000000000000000E+000, 6.0000002384185791E-002, 0.0000000000000000E+000, 3.9999999105930328E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,2,2,4,1,0, 5.0000000000000000E-001, 1.1610000133514404E+000, 2.9600000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2000000402331352E-003, 8.4205812527216040E-006, 1.7121625205618329E-005, 6.7445912463881541E-006, 1.3513256817532238E-005, 1.8375996660324745E-005, 1.2131062248954549E-005, 2.7575645000000000E+006, 1.1550379638671875E+003, 1.4312460937500000E+004, 2.7839828491210938E+002, 8.0764266967773438E+001, 8.9438219070434570E+000, 4.4724256000000000E+008, 2.2631899909697495E-008, 1.1623203732824550E-008, 2.2000014781951904E-001, 1.4551397953255218E-007, 1.2000001221895218E-001, 7.0846986055528305E-009, 7.0000074803829193E-002, 7.1547461288901104E-008, 5.0000041723251343E-002, 4.3139760208532607E-008, 8.3683425188064575E-001, 3.2176328268462839E-009
after,1,3,3,4,1,0, 5.0000000000000000E-001, 1.1669999361038208E+000, 2.9800000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2000000402331352E-003, 5.6242929531435948E-006, 3.4403328754706308E-005, 8.4384737419895828E-006, 2.2502434148918837E-005, 3.9708927943138406E-005, 4.5493172365240753E-005, 3.9760635375976562E+002, 3.1760171508789062E+002, 6.6279168701171875E+002, 2.0909716796875000E+003, 1.0446123046875000E+003, 6.2100067138671875E+002, 4.5000000000000000E+008, 1.1271153255165700E-007, 6.7070224929466349E-008, 2.3000046610832214E-001, 4.6847063117638754E-007, 1.3000001013278961E-001, 1.5213977633266040E-008, 8.0000095069408417E-002, 9.8418148297696462E-008, 6.0000155121088028E-002, 1.5753204252177966E-007, 5.7882732152938843E-001, 6.2975278325438921E-009
after,1,4,4,4,1,0, 5.0000000000000000E-001, 1.1729999780654907E+000, 3.0000000000000000E+002, 2.6000000000000000E+002, 3.6224540963303298E-005, 2.8112270229030401E-005, 1.8112270481651649E-005, 2.2112270016805269E-005, 8.2000000402331352E-003, 2.0280676835682243E-005, 4.1128227167064324E-005, 3.0393241104320623E-005, 5.0842954806284979E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+007, 8.0000796875000000E+004, 1.4999951562500000E+005, 5.9999816406250000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4003668129444122E-001, 3.6676843592431396E-005, 1.4001050591468811E-001, 1.0508960258448496E-005, 9.0000003576278687E-002, 0.0000000000000000E+000, 7.0000000298023224E-002, 0.0000000000000000E+000, 2.8652846813201904E-001, 4.6750137698836625E-006
after,1,5,5,4,1,0, 5.0000000000000000E-001, 1.1790000200271606E+000, 3.0200000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2000000402331352E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5000000000000000E-001, 0.0000000000000000E+000, 1.5000000596046448E-001, 0.0000000000000000E+000, 9.9999994039535522E-002, 0.0000000000000000E+000, 7.9999998211860657E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,6,6,4,1,0, 5.0000000000000000E-001, 1.1849999427795410E+000, 3.0400000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2000000402331352E-003, 0.0000000000000000E+000, 3.0576513381674886E-005, 9.1492192950681783E-006, 2.1347246729419567E-005, 2.4432150894426741E-005, 1.8329335944144987E-005, 0.0000000000000000E+000, 1.3445449218750000E+003, 4.4792767333984375E+002, 9.4067490234375000E+003, 2.0679406738281250E+003, 9.4886102294921875E+002, 4.5000000000000000E+008, 4.6984908408376214E-008, 2.1563925756140634E-008, 2.6003369688987732E-001, 3.3715776226017624E-005, 1.6000147163867950E-001, 1.4742641951670521E-006, 1.1000914126634598E-001, 9.1404981503728777E-006, 9.0008005499839783E-002, 8.0066047303262167E-006, 5.5230426788330078E-001, 9.0969371058235993E-007
after,1,1,1,5,1,0, 5.0000000000000000E-001, 1.1200000047683716E+000, 3.0700000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2499999552965164E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1000000834465027E-001, 0.0000000000000000E+000, 1.0999999940395355E-001, 0.0000000000000000E+000, 6.0000002384185791E-002, 0.0000000000000000E+000, 3.9999999105930328E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,2,2,5,1,0, 5.0000000000000000E-001, 1.1260000467300415E+000, 3.0900000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2499999552965164E-003, 2.9685512345167808E-005, 6.0028793086530641E-005, 2.3764439902151935E-005, 4.7585082938894629E-005, 6.4255931647494435E-005, 4.2339495848864317E-005, 9.7213870000000000E+006, 1.6181629638671875E+003, 5.0429687500000000E+004, 3.9027777099609375E+002, 1.1311068725585938E+002, 1.2522961616516113E+001, 4.4027884800000000E+008, 8.1582072652963689E-008, 4.1818466911536234E-008, 2.2000014781951904E-001, 1.4551397953255218E-007, 1.2000001221895218E-001, 7.0846986055528305E-009, 7.0000074803829193E-002, 7.1547461288901104E-008, 5.0000041723251343E-002, 4.3139760208532607E-008, 8.3683425188064575E-001, 3.2176328268462839E-009
after,1,3,3,5,1,0, 5.0000000000000000E-001, 1.1319999694824219E+000, 3.1100000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2499999552965164E-003, 1.9810760932159610E-005, 1.2026486365357414E-004, 2.9720809834543616E-005, 7.9259705671574920E-005, 1.3944103557150811E-004, 1.5957317373249680E-004, 1.1017802734375000E+003, 8.3232110595703125E+002, 1.8364985351562500E+003, 5.5093618164062500E+003, 2.5784145507812500E+003, 1.5916127929687500E+003, 4.5000000000000000E+008, 3.7161666455176601E-007, 2.2953146583404305E-007, 2.3000046610832214E-001, 4.6847063117638754E-007, 1.3000001013278961E-001, 1.5213977633266040E-008, 8.0000095069408417E-002, 9.8418148297696462E-008, 6.0000155121088028E-002, 1.5753204252177966E-007, 5.7882732152938843E-001, 6.2975278325438921E-009
after,1,4,4,5,1,0, 5.0000000000000000E-001, 1.1380000114440918E+000, 3.1300000000000000E+002, 2.6000000000000000E+002, 3.6791596357943490E-005, 2.8395797926350497E-005, 1.8395798178971745E-005, 2.2395797714125365E-005, 8.2499999552965164E-003, 2.0989504264434800E-005, 4.3970310798613355E-005, 3.1386072805617005E-005, 5.2970764954807237E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000004000000000E+007, 8.0003265625000000E+004, 1.4999978125000000E+005, 5.9999910156250000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4003668129444122E-001, 3.6676843592431396E-005, 1.4001050591468811E-001, 1.0508960258448496E-005, 9.0000003576278687E-002, 0.0000000000000000E+000, 7.0000000298023224E-002, 0.0000000000000000E+000, 2.8652846813201904E-001, 4.6750137698836625E-006
after,1,5,5,5,1,0, 5.0000000000000000E-001, 1.1440000534057617E+000, 3.1500000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2499999552965164E-003, 0.0000000000000000E+000, 1.3744406714977231E-005, 1.8485357600184216E-007, 9.5637358299427433E-007, 9.9212984423502348E-006, 1.3444377145788167E-005, 0.0000000000000000E+000, 2.1849517822265625E+000, 3.6839902400970459E-002, 1.7153813838958740E+000, 2.6106214523315430E+000, 2.2073433399200439E+000, 4.5000000000000000E+008, 2.0669370215387062E-008, 1.6395581781125657E-008, 2.5000000000000000E-001, 0.0000000000000000E+000, 1.5000000596046448E-001, 0.0000000000000000E+000, 9.9999994039535522E-002, 0.0000000000000000E+000, 7.9999998211860657E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,6,6,5,1,0, 5.0000000000000000E-001, 1.1499999761581421E+000, 3.1700000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2499999552965164E-003, 0.0000000000000000E+000, 4.3956370063824579E-005, 1.3250504707684740E-005, 3.0923129088478163E-005, 3.5240856959717348E-005, 2.6415467800688930E-005, 0.0000000000000000E+000, 1.3846027832031250E+003, 4.6196667480468750E+002, 9.7043466796875000E+003, 2.1306821289062500E+003, 9.7673779296875000E+002, 4.5000000000000000E+008, 6.7770884015772026E-008, 3.1077021844794217E-008, 2.6003369688987732E-001, 3.3715776226017624E-005, 1.6000147163867950E-001, 1.4742641951670521E-006, 1.1000914126634598E-001, 9.1404981503728777E-006, 9.0008005499839783E-002, 8.0066047303262167E-006, 5.5230426788330078E-001, 9.0969371058235993E-007
after,1,1,1,6,1,0, 5.0000000000000000E-001, 1.0850000381469727E+000, 3.2000000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3000008016824722E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1000000834465027E-001, 0.0000000000000000E+000, 1.0999999940395355E-001, 0.0000000000000000E+000, 6.0000002384185791E-002, 0.0000000000000000E+000, 3.9999999105930328E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,2,2,6,1,0, 5.0000000000000000E-001, 1.0910000801086426E+000, 3.2200000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3000008016824722E-003, 7.3013638029806316E-005, 1.4687504153698683E-004, 5.8429544878890738E-005, 1.1693149281200022E-004, 1.5692233864683658E-004, 1.0321342415409163E-004, 2.3910442000000000E+007, 2.0727421875000000E+003, 1.2399131250000000E+005, 5.0038076782226562E+002, 1.4483950805664062E+002, 1.6030378341674805E+001, 4.2608982400000000E+008, 2.0558988467200834E-007, 1.0519061532932028E-007, 2.2000014781951904E-001, 1.4551397953255218E-007, 1.2000001221895218E-001, 7.0846986055528305E-009, 7.0000074803829193E-002, 7.1547461288901104E-008, 5.0000041723251343E-002, 4.3139760208532607E-008, 8.3683425188064575E-001, 3.2176328268462839E-009
after,1,3,3,6,1,0, 5.0000000000000000E-001, 1.0970000028610229E+000, 3.2400000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3000008016824722E-003, 4.8698799218982458E-005, 2.9396978789009154E-004, 7.3054667154792696E-005, 1.9482408242765814E-004, 3.4193752799183130E-004, 3.9101429865695536E-004, 2.1687851562500000E+003, 1.5635898437500000E+003, 3.6148347167968750E+003, 1.0392737304687500E+004, 4.5752304687500000E+003, 2.9240925292968750E+003, 4.5000000000000000E+008, 8.5877383071419899E-007, 5.4905825663809082E-007, 2.3000046610832214E-001, 4.6847063117638754E-007, 1.3000001013278961E-001, 1.5213977633266040E-008, 8.0000095069408417E-002, 9.8418148297696462E-008, 6.0000155121088028E-002, 1.5753204252177966E-007, 5.7882732152938843E-001, 6.2975278325438921E-009
after,1,4,4,6,1,0, 5.0000000000000000E-001, 1.1030000448226929E+000, 3.2600000000000000E+002, 2.6000000000000000E+002, 3.7947011151118204E-005, 2.8973505322937854E-005, 1.8973505575559102E-005, 2.2973505110712722E-005, 8.3000008016824722E-003, 2.2433774574892595E-005, 4.9750178732210770E-005, 3.3408217859687284E-005, 5.7304037909489125E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000004000000000E+007, 8.0003570312500000E+004, 1.4999982812500000E+005, 5.9999917968750000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4003668129444122E-001, 3.6676843592431396E-005, 1.4001050591468811E-001, 1.0508960258448496E-005, 9.0000003576278687E-002, 0.0000000000000000E+000, 7.0000000298023224E-002, 0.0000000000000000E+000, 2.8652846813201904E-001, 4.6750137698836625E-006
after,1,5,5,6,1,0, 5.0000000000000000E-001, 1.1090000867843628E+000, 3.2800000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3000008016824722E-003, 0.0000000000000000E+000, 9.9239998962730169E-004, 2.2400029411073774E-004, 7.0803018752485514E-004, 1.0624129790812731E-003, 1.2324478011578321E-003, 0.0000000000000000E+000, 1.7781269836425781E+002, 4.4636981964111328E+001, 1.2697706298828125E+003, 3.9667773437500000E+002, 2.6928802490234375E+002, 4.5000000000000000E+008, 2.2133604034024756E-006, 1.5029851283543394E-006, 2.5000000000000000E-001, 0.0000000000000000E+000, 1.5000000596046448E-001, 0.0000000000000000E+000, 9.9999994039535522E-002, 0.0000000000000000E+000, 7.9999998211860657E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,6,6,6,1,0, 5.0000000000000000E-001, 1.1150000095367432E+000, 3.3000000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3000008016824722E-003, 0.0000000000000000E+000, 5.9342210079194047E-007, 2.2238376473637800E-008, 4.5335763587672773E-008, 2.8507099614216713E-007, 2.4825800437611178E-007, 0.0000000000000000E+000, 6.4106774330139160E+000, 3.9275100827217102E-001, 7.2060570716857910E+000, 6.1429014205932617E+000, 3.4859671592712402E+000, 4.5000000000000000E+008, 5.4821347461597725E-010, 2.9206825846728179E-010, 2.6003369688987732E-001, 3.3715776226017624E-005, 1.6000147163867950E-001, 1.4742641951670521E-006, 1.1000914126634598E-001, 9.1404981503728777E-006, 9.0008005499839783E-002, 8.0066047303262167E-006, 5.5230426788330078E-001, 9.0969371058235993E-007
after,1,1,1,7,1,0, 5.0000000000000000E-001, 1.0499999523162842E+000, 3.3300000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3500007167458534E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1000000834465027E-001, 0.0000000000000000E+000, 1.0999999940395355E-001, 0.0000000000000000E+000, 6.0000002384185791E-002, 0.0000000000000000E+000, 3.9999999105930328E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
after,1,2,2,7,1,0, 5.0000000000000000E-001, 1.0559999942779541E+000, 3.3500000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3500007167458534E-003, 1.2529085506685078E-004, 2.5096166064031422E-004, 1.0024075163528323E-004, 2.0051396859344095E-004, 2.6777561288326979E-004, 1.7585208115633577E-004, 4.1030136000000000E+007, 2.4281633300781250E+003, 2.1271739062500000E+005, 5.8677978515625000E+002, 1.6962136840820312E+002, 1.8765569686889648E+001, 4.0896998400000000E+008, 3.6239364931134332E-007, 1.8512476174237236E-007, 2.2000014781951904E-001, 1.4551397953255218E-007, 1.2000001221895218E-001, 7.0846986055528305E-009, 7.0000074803829193E-002, 7.1547461288901104E-008, 5.0000041723251343E-002, 4.3139760208532607E-008, 8.3683425188064575E-001, 3.2176328268462839E-009
after,1,3,3,7,1,0, 5.0000000000000000E-001, 1.0619999170303345E+000, 3.3700000000000000E+002, 2.6000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3500007167458534E-003, 8.3536295278463513E-005, 5.0216697854921222E-004, 1.2530859385151416E-004, 3.3416959922760725E-004, 5.8541056932881474E-004, 6.6911143949255347E-004, 3.0249643554687500E+003, 2.0965554199218750E+003, 5.0416674804687500E+003, 1.3976854492187500E+004, 5.8095825195312500E+003, 3.8342844238281250E+003, 4.5000000000000000E+008, 1.3901095599067048E-006, 9.1770743892993778E-007, 2.3000046610832214E-001, 4.6847063117638754E-007, 1.3000001013278961E-001, 1.5213977633266040E-008, 8.0000095069408417E-002, 9.8418148297696462E-008, 6.0000155121088028E-002, 1.5753204252177966E-007, 5.7882732152938843E-001, 6.2975278325438921E-009
after,1,4,4,7,1,0, 5.0000000000000000E-001, 1.0679999589920044E+000, 3.3900000000000000E+002, 2.6000000000000000E+002, 3.9341080992016941E-005, 2.9670540243387222E-005, 1.9670540496008471E-005, 2.3670540031162091E-005, 8.3500007167458534E-003, 2.4176353690563701E-005, 5.6711545767029747E-005, 3.5847195249516517E-005, 6.2530009017791599E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9999998000000000E+007, 8.0000109375000000E+004, 1.4999945312500000E+005, 5.9999781250000000E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4003668129444122E-001, 3.6676843592431396E-005, 1.4001050591468811E-001, 1.0508960258448496E-005, 9.0000003576278687E-002, 0.0000000000000000E+000, 7.0000000298023224E-002, 0.0000000000000000E+000, 2.8652846813201904E-001, 4.6750137698836625E-006
