schema_version,case,case_family,repetition,k,dt_s,dz_m,rho_kg_m3,pressure_pa,exner,w_lower_m_s,w_upper_m_s,w_center_m_s,primary_ice_target_m3,temperature_before_k,theta_before_k,qv_before,qc_before,qr_before,qi_before,qs_before,qg_before,qh_before,qndrop_before,qnr_before,qni_before,qns_before,qng_before,qnh_before,qnn_before,qvolg_before,qvolh_before,temperature_after_k,theta_after_k,qv_after,qc_after,qr_after,qi_after,qs_after,qg_after,qh_after,qndrop_after,qnr_after,qni_after,qns_after,qng_after,qnh_after,qnn_after,qvolg_after,qvolh_after
gpuwm.nssl2.fused-gs.v1,threshold_cleanup_dt1,zero_threshold,0,3, 1.0000000000000000E+000, 5.1000000000000000E+002, 1.0948323011398315E+000, 7.6426000000000000E+004, 9.2601722478866577E-001, 8.5000000000000000E+000, 1.8500000000000000E+001, 1.3500000000000000E+001, 0.0000000000000000E+000, 2.4314999389648438E+002, 2.6257611083984375E+002, 2.9108778107911348E-004, 4.9999999800209860E-012, 4.9999999800209860E-012, 4.9999999800209860E-012, 4.9999999800209860E-012, 4.9999999800209860E-012, 4.9999999800209860E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4314999389648438E+002, 2.6257611083984375E+002, 2.9108778107911348E-004, 1.5460306646009059E-012, 4.6047709915952861E-012, 8.4535095937199323E-012, 4.9998134972473185E-012, 5.3950667718016820E-012, 4.9999982452975100E-012, 4.0811514481902122E-003, 4.7847896667008172E-007, 2.5164885446429253E-003, 7.9754460102776648E-007, 3.6192457031347658E-008, 9.9999963865116115E-010, 3.5000000000000000E+008, 1.1428911372249762E-014, 6.0824000221485711E-015
gpuwm.nssl2.fused-gs.v1,threshold_cleanup_dt1,zero_threshold,0,4, 1.0000000000000000E+000, 1.0100000000000000E+003, 9.8502904176712036E-001, 6.5926000000000000E+004, 8.8770562410354614E-001, 1.8500000000000000E+001, 1.8500000000000000E+001, 1.8500000000000000E+001, 0.0000000000000000E+000, 2.3314999389648438E+002, 2.6264337158203125E+002, 1.1304001236567274E-004, 9.9999999392252903E-009, 9.9999999392252903E-009, 9.9999999392252903E-009, 9.9999999392252903E-009, 9.9999999392252903E-009, 9.9999999392252903E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3314999389648438E+002, 2.6264337158203125E+002, 1.1304001236567274E-004, 0.0000000000000000E+000, 1.7763568394002505E-015, 1.9999637501655343E-008, 1.0000885453109731E-008, 1.9998809719368182E-008, 9.9999999392252903E-009, 0.0000000000000000E+000, 2.4685286916792393E-006, 1.1871517181396484E+001, 1.5895119868218899E-003, 7.6929939677938819E-004, 1.7010870578815229E-006, 3.5000000000000000E+008, 3.0644063675477895E-011, 1.0944766794251937E-011
gpuwm.nssl2.fused-gs.v1,threshold_cleanup_dt1,zero_threshold,1,1, 1.0000000000000000E+000, 1.3500000000000000E+002, 1.2398066520690918E+000, 9.7426000000000000E+004, 9.9257236719131470E-001,-3.5000000000000000E+000, 5.0000000000000000E-001,-1.5000000000000000E+000, 0.0000000000000000E+000, 2.7314999389648438E+002, 2.7519403076171875E+002, 3.7053762935101986E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7314999389648438E+002, 2.7519403076171875E+002, 3.7053762935101986E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,threshold_cleanup_dt1,zero_threshold,1,2, 1.0000000000000000E+000, 2.6000000000000000E+002, 1.1274816989898682E+000, 8.6926000000000000E+004, 9.6073389053344727E-001, 5.0000000000000000E-001, 8.5000000000000000E+000, 4.5000000000000000E+000, 0.0000000000000000E+000, 2.6814999389648438E+002, 2.7910952758789062E+002, 2.7290338184684515E-003, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6814999389648438E+002, 2.7910952758789062E+002, 2.7290338184684515E-003, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9971181706465195E-013, 4.9987059847281246E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 6.2307016924023628E-004, 0.0000000000000000E+000, 5.6341596064157784E-005, 8.1680731511823979E-008, 3.3375837744008209E-017, 0.0000000000000000E+000, 3.5000000000000000E+008, 3.2543399694539362E-026, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,threshold_cleanup_dt1,zero_threshold,1,3, 1.0000000000000000E+000, 5.1000000000000000E+002, 1.0948323011398315E+000, 7.6426000000000000E+004, 9.2601722478866577E-001, 8.5000000000000000E+000, 1.8500000000000000E+001, 1.3500000000000000E+001, 0.0000000000000000E+000, 2.4314999389648438E+002, 2.6257611083984375E+002, 2.9108778107911348E-004, 4.9999999800209860E-012, 4.9999999800209860E-012, 4.9999999800209860E-012, 4.9999999800209860E-012, 4.9999999800209860E-012, 4.9999999800209860E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4314999389648438E+002, 2.6257611083984375E+002, 2.9108778107911348E-004, 1.5460306646009059E-012, 4.6047709915952861E-012, 8.4535095937199323E-012, 4.9998134972473185E-012, 5.3950667718016820E-012, 4.9999982452975100E-012, 4.0811514481902122E-003, 4.7847896667008172E-007, 2.5164885446429253E-003, 7.9754460102776648E-007, 3.6192457031347658E-008, 9.9999963865116115E-010, 3.5000000000000000E+008, 1.1428911372249762E-014, 6.0824000221485711E-015
gpuwm.nssl2.fused-gs.v1,threshold_cleanup_dt1,zero_threshold,1,4, 1.0000000000000000E+000, 1.0100000000000000E+003, 9.8502904176712036E-001, 6.5926000000000000E+004, 8.8770562410354614E-001, 1.8500000000000000E+001, 1.8500000000000000E+001, 1.8500000000000000E+001, 0.0000000000000000E+000, 2.3314999389648438E+002, 2.6264337158203125E+002, 1.1304001236567274E-004, 9.9999999392252903E-009, 9.9999999392252903E-009, 9.9999999392252903E-009, 9.9999999392252903E-009, 9.9999999392252903E-009, 9.9999999392252903E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3314999389648438E+002, 2.6264337158203125E+002, 1.1304001236567274E-004, 0.0000000000000000E+000, 1.7763568394002505E-015, 1.9999637501655343E-008, 1.0000885453109731E-008, 1.9998809719368182E-008, 9.9999999392252903E-009, 0.0000000000000000E+000, 2.4685286916792393E-006, 1.1871517181396484E+001, 1.5895119868218899E-003, 7.6929939677938819E-004, 1.7010870578815229E-006, 3.5000000000000000E+008, 3.0644063675477895E-011, 1.0944766794251937E-011
gpuwm.nssl2.fused-gs.v1,all_active_dt0p1,coupled_all_active,0,1, 1.0000000149011612E-001, 1.2500000000000000E+002, 1.4254515171051025E+000, 9.7389000000000000E+004, 9.9246460199356079E-001,-3.2500000000000000E+000, 7.5000000000000000E-001,-1.2500000000000000E+000, 1.0314311523437500E+003, 2.3800000000000000E+002, 2.3980703735351562E+002, 1.4407977869268507E-004, 1.9999999494757503E-004, 3.0000001424923539E-004, 1.5000000712461770E-004, 2.5000001187436283E-004, 3.4999998752027750E-004, 4.4999999227002263E-004, 8.0000000000000000E+007, 3.0000000000000000E+004, 2.0000000000000000E+005, 5.0000000000000000E+003, 2.0000000000000000E+003, 5.0000000000000000E+002, 3.5000000000000000E+008, 2.9347529562073760E-006, 1.2829063962271903E-006, 2.3809977722167969E+002, 2.3990757751464844E+002, 1.4408231072593480E-004, 9.8147538665216416E-005, 9.9040335044264793E-008, 2.5160549557767808E-004, 2.8321490390226245E-004, 6.1677501071244478E-004, 4.5015552313998342E-004, 6.4581128000000000E+007, 5.2661816406250000E+002, 1.5520463000000000E+007, 2.6376263671875000E+004, 6.9077597656250000E+003, 5.0000000000000000E+002, 3.5000000000000000E+008, 3.3581059142306913E-006, 1.2832484799218946E-006
gpuwm.nssl2.fused-gs.v1,all_active_dt0p1,coupled_all_active,0,2, 1.0000000149011612E-001, 2.5000000000000000E+002, 1.1724199056625366E+000, 8.6889000000000000E+004, 9.6061694622039795E-001, 7.5000000000000000E-001, 8.7500000000000000E+000, 4.7500000000000000E+000, 8.4834204101562500E+002, 2.5800000000000000E+002, 2.6857739257812500E+002, 1.2104152701795101E-003, 2.2999999055173248E-004, 3.4500000765547156E-004, 1.7250000382773578E-004, 2.8750000637955964E-004, 4.0249997982755303E-004, 5.1749998237937689E-004, 6.9565216000000000E+007, 2.6086957031250000E+004, 1.7391304687500000E+005, 4.3478261718750000E+003, 1.7391304931640625E+003, 4.3478262329101562E+002, 3.5000000000000000E+008, 1.5729966662547668E-006, 9.3342657692119246E-007, 2.5800061035156250E+002, 2.6857803344726562E+002, 1.2104053748771548E-003, 2.2973610612098128E-004, 3.4326128661632538E-004, 1.7250287055503577E-004, 2.8755236417055130E-004, 4.0426218765787780E-004, 5.1769509445875883E-004, 6.9485280000000000E+007, 2.6068007812500000E+004, 1.7388767187500000E+005, 4.3541503906250000E+003, 1.7440775146484375E+003, 4.3478262329101562E+002, 3.5000000000000000E+008, 1.5756356788187986E-006, 9.3377570919983555E-007
gpuwm.nssl2.fused-gs.v1,all_active_dt0p1,coupled_all_active,0,3, 1.0000000149011612E-001, 5.0000000000000000E+002, 9.9098777770996094E-001, 7.6389000000000000E+004, 9.2588901519775391E-001, 8.7500000000000000E+000, 1.8750000000000000E+001, 1.3750000000000000E+001, 7.1706097412109375E+002, 2.6800000000000000E+002, 2.8945153808593750E+002, 3.3562865573912859E-003, 2.5999997160397470E-004, 3.9000000106170774E-004, 1.9500000053085387E-004, 3.2500000088475645E-004, 4.5499997213482857E-004, 5.8499997248873115E-004, 6.1538464000000000E+007, 2.3076923828125000E+004, 1.5384615625000000E+005, 3.8461540527343750E+003, 1.5384615478515625E+003, 3.8461538696289062E+002, 3.5000000000000000E+008, 9.0179884182362002E-007, 7.2465974199076300E-007, 2.6800085449218750E+002, 2.8945245361328125E+002, 3.3562374301254749E-003, 2.5971859577111900E-004, 3.8810202386230230E-004, 1.9500813505146652E-004, 3.2500064116902649E-004, 4.5697105815634131E-004, 5.8524846099317074E-004, 6.1471764000000000E+007, 2.3060146484375000E+004, 1.5384128125000000E+005, 3.8560480957031250E+003, 1.5434913330078125E+003, 3.8461538696289062E+002, 3.5000000000000000E+008, 9.0433843524806434E-007, 7.2499790348956594E-007
gpuwm.nssl2.fused-gs.v1,all_active_dt0p1,coupled_all_active,0,4, 1.0000000149011612E-001, 1.0000000000000000E+003, 8.2171583175659180E-001, 6.5889000000000000E+004, 8.8756316900253296E-001, 1.8750000000000000E+001, 1.8750000000000000E+001, 1.8750000000000000E+001, 0.0000000000000000E+000, 2.7800000000000000E+002, 3.1321713256835938E+002, 7.9876668751239777E-003, 2.8999999631196260E-004, 4.3500002357177436E-004, 2.1750001178588718E-004, 3.6250002449378371E-004, 5.0750002264976501E-004, 6.5250002080574632E-004, 5.5172412000000000E+007, 2.0689654296875000E+004, 1.3793103125000000E+005, 3.4482756347656250E+003, 1.3793103027343750E+003, 3.4482757568359375E+002, 3.5000000000000000E+008, 4.9061270601669094E-007, 5.9574404076556675E-007, 2.7799722290039062E+002, 3.1313256835937500E+002, 7.9876771196722984E-003, 5.0722411833703518E-004, 4.4348562369123101E-004, 0.0000000000000000E+000, 3.5742323962040246E-004, 5.0558347720652819E-004, 6.5127300331369042E-004, 5.5259404000000000E+007, 2.0849115234375000E+004, 0.0000000000000000E+000, 3.4007011718750000E+003, 1.3739083251953125E+003, 3.4414889526367188E+002, 3.5000000000000000E+008, 4.8846931122170645E-007, 5.9466549373610178E-007
gpuwm.nssl2.fused-gs.v1,all_active_dt0p1,coupled_all_active,1,1, 1.0000000149011612E-001, 1.2500000000000000E+002, 1.4254515171051025E+000, 9.7389000000000000E+004, 9.9246460199356079E-001,-3.2500000000000000E+000, 7.5000000000000000E-001,-1.2500000000000000E+000, 1.0314311523437500E+003, 2.3800000000000000E+002, 2.3980703735351562E+002, 1.4407977869268507E-004, 1.9999999494757503E-004, 3.0000001424923539E-004, 1.5000000712461770E-004, 2.5000001187436283E-004, 3.4999998752027750E-004, 4.4999999227002263E-004, 8.0000000000000000E+007, 3.0000000000000000E+004, 2.0000000000000000E+005, 5.0000000000000000E+003, 2.0000000000000000E+003, 5.0000000000000000E+002, 3.5000000000000000E+008, 2.9347529562073760E-006, 1.2829063962271903E-006, 2.3809977722167969E+002, 2.3990757751464844E+002, 1.4408231072593480E-004, 9.8147538665216416E-005, 9.9040335044264793E-008, 2.5160549557767808E-004, 2.8321490390226245E-004, 6.1677501071244478E-004, 4.5015552313998342E-004, 6.4581128000000000E+007, 5.2661816406250000E+002, 1.5520463000000000E+007, 2.6376263671875000E+004, 6.9077597656250000E+003, 5.0000000000000000E+002, 3.5000000000000000E+008, 3.3581059142306913E-006, 1.2832484799218946E-006
