case,k,delt,ktau,conflx,iland,isoil,nroot,myj,prcpms,rainf,patm,qvatm,qcatm,glw,gsw,emiss,rnet,qkms,tkms,rho,xlv,cp,rovcp,cw,stbolt,tabs,zsmain,zshalf,tice,rhosice,capice,thdifice,tso_before,tso_after,dew_before,dew_after,soilt_before,soilt_after,qvg_before,qvg_after,qsg_before,qsg_after,qcg_before,qcg_after,eeta,qfx,hfx,s,evapl,prcpl,fltot,soilmois_after,soiliqw_after,soilice_after,smfrkeep_after,keepfr_after
near_melt_cap,2,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.499999989E-2,0.00000000,310.000000,250.000000,0.980000019,180.000000,0.199999996E-1,0.179999992E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,276.000000,0.999999978E-2,0.499999989E-2,-1.83999634,917.321472,1927758.25,0.117279842E-5,271.309998,271.322357,0.00000000,0.294021229E-4,271.299988,271.399994,0.343053276E-2,0.352989370E-2,0.343053276E-2,0.352989370E-2,0.00000000,0.00000000,-0.382227590E-4,-108.934860,-109.720772,17.5526676,-0.382227590E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
near_melt_cap,3,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.499999989E-2,0.00000000,310.000000,250.000000,0.980000019,180.000000,0.199999996E-1,0.179999992E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,276.000000,0.399999991E-1,0.249999985E-1,-1.83001709,917.322998,1927832.62,0.117275317E-5,271.319977,271.320007,0.00000000,0.294021229E-4,271.299988,271.399994,0.343053276E-2,0.352989370E-2,0.343053276E-2,0.352989370E-2,0.00000000,0.00000000,-0.382227590E-4,-108.934860,-109.720772,17.5526676,-0.382227590E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
near_melt_cap,4,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.499999989E-2,0.00000000,310.000000,250.000000,0.980000019,180.000000,0.199999996E-1,0.179999992E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,276.000000,0.100000001,0.700000003E-1,-1.82000732,917.324524,1927907.50,0.117270770E-5,271.329987,271.329926,0.00000000,0.294021229E-4,271.299988,271.399994,0.343053276E-2,0.352989370E-2,0.343053276E-2,0.352989370E-2,0.00000000,0.00000000,-0.382227590E-4,-108.934860,-109.720772,17.5526676,-0.382227590E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
near_melt_cap,5,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.499999989E-2,0.00000000,310.000000,250.000000,0.980000019,180.000000,0.199999996E-1,0.179999992E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,276.000000,0.300000012,0.200000003,-1.80999756,917.326050,1927982.12,0.117266222E-5,271.339996,271.339996,0.00000000,0.294021229E-4,271.299988,271.399994,0.343053276E-2,0.352989370E-2,0.343053276E-2,0.352989370E-2,0.00000000,0.00000000,-0.382227590E-4,-108.934860,-109.720772,17.5526676,-0.382227590E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
near_melt_cap,6,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.499999989E-2,0.00000000,310.000000,250.000000,0.980000019,180.000000,0.199999996E-1,0.179999992E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,276.000000,0.600000024,0.450000018,-1.80001831,917.327576,1928056.88,0.117261675E-5,271.349976,271.349945,0.00000000,0.294021229E-4,271.299988,271.399994,0.343053276E-2,0.352989370E-2,0.343053276E-2,0.352989370E-2,0.00000000,0.00000000,-0.382227590E-4,-108.934860,-109.720772,17.5526676,-0.382227590E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
near_melt_cap,7,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.499999989E-2,0.00000000,310.000000,250.000000,0.980000019,180.000000,0.199999996E-1,0.179999992E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,276.000000,1.00000000,0.800000012,-1.79000854,917.328979,1928131.50,0.117257139E-5,271.359985,271.360016,0.00000000,0.294021229E-4,271.299988,271.399994,0.343053276E-2,0.352989370E-2,0.343053276E-2,0.352989370E-2,0.00000000,0.00000000,-0.382227590E-4,-108.934860,-109.720772,17.5526676,-0.382227590E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
near_melt_cap,8,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.499999989E-2,0.00000000,310.000000,250.000000,0.980000019,180.000000,0.199999996E-1,0.179999992E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,276.000000,1.60000002,1.29999995,-1.77999878,917.330505,1928206.12,0.117252603E-5,271.369995,271.369965,0.00000000,0.294021229E-4,271.299988,271.399994,0.343053276E-2,0.352989370E-2,0.343053276E-2,0.352989370E-2,0.00000000,0.00000000,-0.382227590E-4,-108.934860,-109.720772,17.5526676,-0.382227590E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
near_melt_cap,9,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.499999989E-2,0.00000000,310.000000,250.000000,0.980000019,180.000000,0.199999996E-1,0.179999992E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,276.000000,3.00000000,2.29999995,-1.77001953,917.332031,1928280.75,0.117248067E-5,271.379974,271.379974,0.00000000,0.294021229E-4,271.299988,271.399994,0.343053276E-2,0.352989370E-2,0.343053276E-2,0.352989370E-2,0.00000000,0.00000000,-0.382227590E-4,-108.934860,-109.720772,17.5526676,-0.382227590E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
thin_ice_warm_base,1,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.799999980E-3,0.00000000,195.000000,25.0000000,0.980000019,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,255.000000,0.00000000,0.00000000,-15.1499939,915.311951,1828572.62,0.123641348E-5,258.000000,258.257294,0.00000000,0.00000000,258.000000,258.257294,0.106657261E-2,0.109219947E-2,0.106657261E-2,0.109219947E-2,0.00000000,0.00000000,0.379859353E-5,10.8259916,38.8469887,-252.119507,0.379859353E-5,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
thin_ice_warm_base,2,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.799999980E-3,0.00000000,195.000000,25.0000000,0.980000019,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,255.000000,0.999999978E-2,0.499999989E-2,-13.4812317,915.563354,1840984.25,0.122807785E-5,259.668762,259.372437,0.00000000,0.00000000,258.000000,258.257294,0.106657261E-2,0.109219947E-2,0.106657261E-2,0.109219947E-2,0.00000000,0.00000000,0.379859353E-5,10.8259916,38.8469887,-252.119507,0.379859353E-5,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
thin_ice_warm_base,3,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.799999980E-3,0.00000000,195.000000,25.0000000,0.980000019,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,255.000000,0.399999991E-1,0.249999985E-1,-11.8125000,915.815002,1853402.62,0.121984931E-5,261.337494,261.285553,0.00000000,0.00000000,258.000000,258.257294,0.106657261E-2,0.109219947E-2,0.106657261E-2,0.109219947E-2,0.00000000,0.00000000,0.379859353E-5,10.8259916,38.8469887,-252.119507,0.379859353E-5,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
thin_ice_warm_base,4,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.799999980E-3,0.00000000,195.000000,25.0000000,0.980000019,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,255.000000,0.100000001,0.700000003E-1,-10.1437378,916.066772,1865828.12,0.121172570E-5,263.006256,262.995087,0.00000000,0.00000000,258.000000,258.257294,0.106657261E-2,0.109219947E-2,0.106657261E-2,0.109219947E-2,0.00000000,0.00000000,0.379859353E-5,10.8259916,38.8469887,-252.119507,0.379859353E-5,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
thin_ice_warm_base,5,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.799999980E-3,0.00000000,195.000000,25.0000000,0.980000019,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,255.000000,0.300000012,0.200000003,-8.47500610,916.318665,1878260.00,0.120370555E-5,264.674988,264.674133,0.00000000,0.00000000,258.000000,258.257294,0.106657261E-2,0.109219947E-2,0.106657261E-2,0.109219947E-2,0.00000000,0.00000000,0.379859353E-5,10.8259916,38.8469887,-252.119507,0.379859353E-5,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
thin_ice_warm_base,6,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.799999980E-3,0.00000000,195.000000,25.0000000,0.980000019,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,255.000000,0.600000024,0.450000018,-6.80624390,916.570618,1890699.00,0.119578624E-5,266.343750,266.343445,0.00000000,0.00000000,258.000000,258.257294,0.106657261E-2,0.109219947E-2,0.106657261E-2,0.109219947E-2,0.00000000,0.00000000,0.379859353E-5,10.8259916,38.8469887,-252.119507,0.379859353E-5,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
thin_ice_warm_base,7,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.799999980E-3,0.00000000,195.000000,25.0000000,0.980000019,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,255.000000,1.00000000,0.800000012,-5.13748169,916.822815,1903144.88,0.118796629E-5,268.012512,268.012268,0.00000000,0.00000000,258.000000,258.257294,0.106657261E-2,0.109219947E-2,0.106657261E-2,0.109219947E-2,0.00000000,0.00000000,0.379859353E-5,10.8259916,38.8469887,-252.119507,0.379859353E-5,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
thin_ice_warm_base,8,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.799999980E-3,0.00000000,195.000000,25.0000000,0.980000019,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,255.000000,1.60000002,1.29999995,-3.46875000,917.075134,1915597.38,0.118024377E-5,269.681244,269.681152,0.00000000,0.00000000,258.000000,258.257294,0.106657261E-2,0.109219947E-2,0.106657261E-2,0.109219947E-2,0.00000000,0.00000000,0.379859353E-5,10.8259916,38.8469887,-252.119507,0.379859353E-5,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
thin_ice_warm_base,9,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.799999980E-3,0.00000000,195.000000,25.0000000,0.980000019,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,255.000000,3.00000000,2.29999995,-1.79998779,917.327576,1928057.00,0.117261675E-5,271.350006,271.350006,0.00000000,0.00000000,258.000000,258.257294,0.106657261E-2,0.109219947E-2,0.106657261E-2,0.109219947E-2,0.00000000,0.00000000,0.379859353E-5,10.8259916,38.8469887,-252.119507,0.379859353E-5,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
strong_forcing,1,60.0000000,1,20.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.500000024E-3,0.00000000,260.000000,600.000000,0.980000019,400.000000,0.500000007E-1,0.450000018E-1,1.20000005,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,268.000000,0.00000000,0.00000000,-13.1499939,915.613342,1843448.75,0.122643598E-5,260.000000,262.359894,0.00000000,0.00000000,262.000000,262.359894,0.153461122E-2,0.158481824E-2,0.153461122E-2,0.158481824E-2,0.00000000,0.00000000,0.650890943E-4,185.503922,-310.452881,364.031555,0.650890943E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
strong_forcing,2,60.0000000,1,20.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.500000024E-3,0.00000000,260.000000,600.000000,0.980000019,400.000000,0.500000007E-1,0.450000018E-1,1.20000005,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,268.000000,0.999999978E-2,0.499999989E-2,-12.6499939,915.688721,1847169.38,0.122396568E-5,260.500000,260.749756,0.00000000,0.00000000,262.000000,262.359894,0.153461122E-2,0.158481824E-2,0.153461122E-2,0.158481824E-2,0.00000000,0.00000000,0.650890943E-4,185.503922,-310.452881,364.031555,0.650890943E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
strong_forcing,3,60.0000000,1,20.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.500000024E-3,0.00000000,260.000000,600.000000,0.980000019,400.000000,0.500000007E-1,0.450000018E-1,1.20000005,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,268.000000,0.399999991E-1,0.249999985E-1,-12.1499939,915.764099,1850890.50,0.122150493E-5,261.000000,260.993378,0.00000000,0.00000000,262.000000,262.359894,0.153461122E-2,0.158481824E-2,0.153461122E-2,0.158481824E-2,0.00000000,0.00000000,0.650890943E-4,185.503922,-310.452881,364.031555,0.650890943E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
strong_forcing,4,60.0000000,1,20.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.500000024E-3,0.00000000,260.000000,600.000000,0.980000019,400.000000,0.500000007E-1,0.450000018E-1,1.20000005,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,268.000000,0.100000001,0.700000003E-1,-11.6499939,915.839478,1854612.25,0.121905373E-5,261.500000,261.496704,0.00000000,0.00000000,262.000000,262.359894,0.153461122E-2,0.158481824E-2,0.153461122E-2,0.158481824E-2,0.00000000,0.00000000,0.650890943E-4,185.503922,-310.452881,364.031555,0.650890943E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
strong_forcing,5,60.0000000,1,20.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.500000024E-3,0.00000000,260.000000,600.000000,0.980000019,400.000000,0.500000007E-1,0.450000018E-1,1.20000005,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,268.000000,0.300000012,0.200000003,-11.1499939,915.914917,1858334.62,0.121661185E-5,262.000000,261.999725,0.00000000,0.00000000,262.000000,262.359894,0.153461122E-2,0.158481824E-2,0.153461122E-2,0.158481824E-2,0.00000000,0.00000000,0.650890943E-4,185.503922,-310.452881,364.031555,0.650890943E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
strong_forcing,6,60.0000000,1,20.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.500000024E-3,0.00000000,260.000000,600.000000,0.980000019,400.000000,0.500000007E-1,0.450000018E-1,1.20000005,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,268.000000,0.600000024,0.450000018,-10.6499939,915.990356,1862057.75,0.121417929E-5,262.500000,262.499847,0.00000000,0.00000000,262.000000,262.359894,0.153461122E-2,0.158481824E-2,0.153461122E-2,0.158481824E-2,0.00000000,0.00000000,0.650890943E-4,185.503922,-310.452881,364.031555,0.650890943E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
strong_forcing,7,60.0000000,1,20.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.500000024E-3,0.00000000,260.000000,600.000000,0.980000019,400.000000,0.500000007E-1,0.450000018E-1,1.20000005,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,268.000000,1.00000000,0.800000012,-10.1499939,916.065796,1865781.38,0.121175606E-5,263.000000,262.999939,0.00000000,0.00000000,262.000000,262.359894,0.153461122E-2,0.158481824E-2,0.153461122E-2,0.158481824E-2,0.00000000,0.00000000,0.650890943E-4,185.503922,-310.452881,364.031555,0.650890943E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
strong_forcing,8,60.0000000,1,20.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.500000024E-3,0.00000000,260.000000,600.000000,0.980000019,400.000000,0.500000007E-1,0.450000018E-1,1.20000005,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,268.000000,1.60000002,1.29999995,-9.64999390,916.141235,1869505.62,0.120934214E-5,263.500000,263.499969,0.00000000,0.00000000,262.000000,262.359894,0.153461122E-2,0.158481824E-2,0.153461122E-2,0.158481824E-2,0.00000000,0.00000000,0.650890943E-4,185.503922,-310.452881,364.031555,0.650890943E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
strong_forcing,9,60.0000000,1,20.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.500000024E-3,0.00000000,260.000000,600.000000,0.980000019,400.000000,0.500000007E-1,0.450000018E-1,1.20000005,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,268.000000,3.00000000,2.29999995,-9.14999390,916.216675,1873230.38,0.120693744E-5,264.000000,264.000000,0.00000000,0.00000000,262.000000,262.359894,0.153461122E-2,0.158481824E-2,0.153461122E-2,0.158481824E-2,0.00000000,0.00000000,0.650890943E-4,185.503922,-310.452881,364.031555,0.650890943E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
dew_condensing,1,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.449999981E-2,0.00000000,290.000000,40.0000000,0.980000019,30.0000000,0.149999997E-1,0.130000003E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,272.000000,0.00000000,0.00000000,-8.14999390,916.367615,1880681.88,0.120215543E-5,265.000000,265.208466,0.00000000,0.369235713E-4,265.000000,265.208466,0.200159056E-2,0.203842833E-2,0.200159056E-2,0.203842833E-2,0.00000000,0.00000000,-0.480006420E-4,-136.801834,-116.995514,113.064293,-0.480006420E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
dew_condensing,2,60.0000000,1,40.0000000,24,16,4,0,0.00000000,0.00000000,0.949999988,0.449999981E-2,0.00000000,290.000000,40.0000000,0.980000019,30.0000000,0.149999997E-1,0.130000003E-1,1.29999995,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,272.000000,0.999999978E-2,0.499999989E-2,-8.54998779,916.307312,1877701.12,0.120406378E-5,264.600006,264.708374,0.00000000,0.369235713E-4,265.000000,265.208466,0.200159056E-2,0.203842833E-2,0.200159056E-2,0.203842833E-2,0.00000000,0.00000000,-0.480006420E-4,-136.801834,-116.995514,113.064293,-0.480006420E-4,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
