case_index,k,delt,c1sn,c2sn,isice,ivgtyp,seaice,gsw,tabs,tsnav,prcpms,newsnms,vegfra,lai,sat,soilt,snowfallac,alb_snow,alb_snow_free,snowrat,grauprat,icerat,curat,iland_before,snwe_before,snhei_before,snowfrac_before,rhosn_before,rhosnfall_before,cst_before,alb_before,emiss_before,znt_before,ts1d,snhei_crit,snhei_crit_newsn,zntsn,snow_mosaic,snfr,newsn,newsnowratio,snowfracnewsn,rhonewsn,smelt,rainf,rsm,dd1,infiltr,vegfrac,drip,dripsn,dripliq,smf,interw,intersn,infwater,intwratio,gswnew,gswin,albice,albsn,emissn,emiss_snowfree,keep_snow_albedo,snowfrac2,iland_after,snwe_after,snhei_after,snowfrac_after,rhosn_after,rhosnfall_after,cst_after,alb_after,emiss_after,znt_after,tice,rhosice,capice,thdifice
2,2,30,0.0260000005,21,15,16,0,480,288,0,6.00000021e-06,0,0,0.75,0.000500000024,289,0,0.699999988,0.180000007,0,0,0,0,16,0,0,0,200,100,9.99999975e-05,0.180000007,0.930000007,0.0649999976,287.5,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,6.00000021e-06,0,480,585.365845,0.180000007,0.699999988,0.980000019,0.850000024,nan,nan,16,0,0,0,200,100,0,0.180000007,0.930000007,0.0649999976,0,0,0,0
2,3,30,0.0260000005,21,15,16,0,480,288,0,6.00000021e-06,0,0,0.75,0.000500000024,289,0,0.699999988,0.180000007,0,0,0,0,16,0,0,0,200,100,9.99999975e-05,0.180000007,0.930000007,0.0649999976,287,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,6.00000021e-06,0,480,585.365845,0.180000007,0.699999988,0.980000019,0.850000024,nan,nan,16,0,0,0,200,100,0,0.180000007,0.930000007,0.0649999976,0,0,0,0
2,4,30,0.0260000005,21,15,16,0,480,288,0,6.00000021e-06,0,0,0.75,0.000500000024,289,0,0.699999988,0.180000007,0,0,0,0,16,0,0,0,200,100,9.99999975e-05,0.180000007,0.930000007,0.0649999976,286.5,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,6.00000021e-06,0,480,585.365845,0.180000007,0.699999988,0.980000019,0.850000024,nan,nan,16,0,0,0,200,100,0,0.180000007,0.930000007,0.0649999976,0,0,0,0
2,5,30,0.0260000005,21,15,16,0,480,288,0,6.00000021e-06,0,0,0.75,0.000500000024,289,0,0.699999988,0.180000007,0,0,0,0,16,0,0,0,200,100,9.99999975e-05,0.180000007,0.930000007,0.0649999976,286,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,6.00000021e-06,0,480,585.365845,0.180000007,0.699999988,0.980000019,0.850000024,nan,nan,16,0,0,0,200,100,0,0.180000007,0.930000007,0.0649999976,0,0,0,0
2,6,30,0.0260000005,21,15,16,0,480,288,0,6.00000021e-06,0,0,0.75,0.000500000024,289,0,0.699999988,0.180000007,0,0,0,0,16,0,0,0,200,100,9.99999975e-05,0.180000007,0.930000007,0.0649999976,285.5,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,6.00000021e-06,0,480,585.365845,0.180000007,0.699999988,0.980000019,0.850000024,nan,nan,16,0,0,0,200,100,0,0.180000007,0.930000007,0.0649999976,0,0,0,0
2,7,30,0.0260000005,21,15,16,0,480,288,0,6.00000021e-06,0,0,0.75,0.000500000024,289,0,0.699999988,0.180000007,0,0,0,0,16,0,0,0,200,100,9.99999975e-05,0.180000007,0.930000007,0.0649999976,285,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,6.00000021e-06,0,480,585.365845,0.180000007,0.699999988,0.980000019,0.850000024,nan,nan,16,0,0,0,200,100,0,0.180000007,0.930000007,0.0649999976,0,0,0,0
2,8,30,0.0260000005,21,15,16,0,480,288,0,6.00000021e-06,0,0,0.75,0.000500000024,289,0,0.699999988,0.180000007,0,0,0,0,16,0,0,0,200,100,9.99999975e-05,0.180000007,0.930000007,0.0649999976,284.5,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,6.00000021e-06,0,480,585.365845,0.180000007,0.699999988,0.980000019,0.850000024,nan,nan,16,0,0,0,200,100,0,0.180000007,0.930000007,0.0649999976,0,0,0,0
2,9,30,0.0260000005,21,15,16,0,480,288,0,6.00000021e-06,0,0,0.75,0.000500000024,289,0,0.699999988,0.180000007,0,0,0,0,16,0,0,0,200,100,9.99999975e-05,0.180000007,0.930000007,0.0649999976,284,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,6.00000021e-06,0,480,585.365845,0.180000007,0.699999988,0.980000019,0.850000024,nan,nan,16,0,0,0,200,100,0,0.180000007,0.930000007,0.0649999976,0,0,0,0
3,1,120,0.0260000005,21,15,10,0,120,271,-2,0,0,0,2.9000001,0.000500000024,271.200012,0,0.349999994,0.180000007,0,0,0,0,10,0.5,5,1,100,100,0,0.349999994,0.920000017,0.150000006,272,0.160099998,0.00499999989,0.0109999999,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,184.615387,0.180000007,0.349999994,0.980000019,0.920000017,0,1,15,0.5,5,1,100.22657,100,0,0.349999994,0.980000019,0.0109999999,0,0,0,0
3,2,120,0.0260000005,21,15,10,0,120,271,-2,0,0,0,2.9000001,0.000500000024,271.200012,0,0.349999994,0.180000007,0,0,0,0,10,0.5,5,1,100,100,0,0.349999994,0.920000017,0.150000006,272.299988,0.160099998,0.00499999989,0.0109999999,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,184.615387,0.180000007,0.349999994,0.980000019,0.920000017,0,1,15,0.5,5,1,100.22657,100,0,0.349999994,0.980000019,0.0109999999,0,0,0,0
3,3,120,0.0260000005,21,15,10,0,120,271,-2,0,0,0,2.9000001,0.000500000024,271.200012,0,0.349999994,0.180000007,0,0,0,0,10,0.5,5,1,100,100,0,0.349999994,0.920000017,0.150000006,272.600006,0.160099998,0.00499999989,0.0109999999,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,184.615387,0.180000007,0.349999994,0.980000019,0.920000017,0,1,15,0.5,5,1,100.22657,100,0,0.349999994,0.980000019,0.0109999999,0,0,0,0
3,4,120,0.0260000005,21,15,10,0,120,271,-2,0,0,0,2.9000001,0.000500000024,271.200012,0,0.349999994,0.180000007,0,0,0,0,10,0.5,5,1,100,100,0,0.349999994,0.920000017,0.150000006,272.899994,0.160099998,0.00499999989,0.0109999999,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,184.615387,0.180000007,0.349999994,0.980000019,0.920000017,0,1,15,0.5,5,1,100.22657,100,0,0.349999994,0.980000019,0.0109999999,0,0,0,0
3,5,120,0.0260000005,21,15,10,0,120,271,-2,0,0,0,2.9000001,0.000500000024,271.200012,0,0.349999994,0.180000007,0,0,0,0,10,0.5,5,1,100,100,0,0.349999994,0.920000017,0.150000006,273.200012,0.160099998,0.00499999989,0.0109999999,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,184.615387,0.180000007,0.349999994,0.980000019,0.920000017,0,1,15,0.5,5,1,100.22657,100,0,0.349999994,0.980000019,0.0109999999,0,0,0,0
3,6,120,0.0260000005,21,15,10,0,120,271,-2,0,0,0,2.9000001,0.000500000024,271.200012,0,0.349999994,0.180000007,0,0,0,0,10,0.5,5,1,100,100,0,0.349999994,0.920000017,0.150000006,273.5,0.160099998,0.00499999989,0.0109999999,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,184.615387,0.180000007,0.349999994,0.980000019,0.920000017,0,1,15,0.5,5,1,100.22657,100,0,0.349999994,0.980000019,0.0109999999,0,0,0,0
3,7,120,0.0260000005,21,15,10,0,120,271,-2,0,0,0,2.9000001,0.000500000024,271.200012,0,0.349999994,0.180000007,0,0,0,0,10,0.5,5,1,100,100,0,0.349999994,0.920000017,0.150000006,273.799988,0.160099998,0.00499999989,0.0109999999,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,184.615387,0.180000007,0.349999994,0.980000019,0.920000017,0,1,15,0.5,5,1,100.22657,100,0,0.349999994,0.980000019,0.0109999999,0,0,0,0
3,8,120,0.0260000005,21,15,10,0,120,271,-2,0,0,0,2.9000001,0.000500000024,271.200012,0,0.349999994,0.180000007,0,0,0,0,10,0.5,5,1,100,100,0,0.349999994,0.920000017,0.150000006,274.100006,0.160099998,0.00499999989,0.0109999999,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,184.615387,0.180000007,0.349999994,0.980000019,0.920000017,0,1,15,0.5,5,1,100.22657,100,0,0.349999994,0.980000019,0.0109999999,0,0,0,0
3,9,120,0.0260000005,21,15,10,0,120,271,-2,0,0,0,2.9000001,0.000500000024,271.200012,0,0.349999994,0.180000007,0,0,0,0,10,0.5,5,1,100,100,0,0.349999994,0.920000017,0.150000006,274.399994,0.160099998,0.00499999989,0.0109999999,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,184.615387,0.180000007,0.349999994,0.980000019,0.920000017,0,1,15,0.5,5,1,100.22657,100,0,0.349999994,0.980000019,0.0109999999,0,0,0,0
4,1,60,0.0260000005,21,15,10,0,60,266,-8,0,0,20,2.9000001,0.000500000024,265,0,0.699999988,0.180000007,0,0,0,0,10,0.00499999989,0.0250000004,0.800000012,200,100,0,0.400000006,0.920000017,0.0500000007,264,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.199999988,0,0,0,0,0,0,0,0,60,99.9999924,0.180000007,0.699999988,0.980000019,0.920000017,0,0.0996679962,15,0.00499999989,0.0250000004,0.127910197,200,100,0,0.687049925,0.980000019,0.0324500017,0,0,0,0
4,2,60,0.0260000005,21,15,10,0,60,266,-8,0,0,20,2.9000001,0.000500000024,265,0,0.699999988,0.180000007,0,0,0,0,10,0.00499999989,0.0250000004,0.800000012,200,100,0,0.400000006,0.920000017,0.0500000007,264.799988,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.199999988,0,0,0,0,0,0,0,0,60,99.9999924,0.180000007,0.699999988,0.980000019,0.920000017,0,0.0996679962,15,0.00499999989,0.0250000004,0.127910197,200,100,0,0.687049925,0.980000019,0.0324500017,0,0,0,0
4,3,60,0.0260000005,21,15,10,0,60,266,-8,0,0,20,2.9000001,0.000500000024,265,0,0.699999988,0.180000007,0,0,0,0,10,0.00499999989,0.0250000004,0.800000012,200,100,0,0.400000006,0.920000017,0.0500000007,265.600006,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.199999988,0,0,0,0,0,0,0,0,60,99.9999924,0.180000007,0.699999988,0.980000019,0.920000017,0,0.0996679962,15,0.00499999989,0.0250000004,0.127910197,200,100,0,0.687049925,0.980000019,0.0324500017,0,0,0,0
4,4,60,0.0260000005,21,15,10,0,60,266,-8,0,0,20,2.9000001,0.000500000024,265,0,0.699999988,0.180000007,0,0,0,0,10,0.00499999989,0.0250000004,0.800000012,200,100,0,0.400000006,0.920000017,0.0500000007,266.399994,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.199999988,0,0,0,0,0,0,0,0,60,99.9999924,0.180000007,0.699999988,0.980000019,0.920000017,0,0.0996679962,15,0.00499999989,0.0250000004,0.127910197,200,100,0,0.687049925,0.980000019,0.0324500017,0,0,0,0
4,5,60,0.0260000005,21,15,10,0,60,266,-8,0,0,20,2.9000001,0.000500000024,265,0,0.699999988,0.180000007,0,0,0,0,10,0.00499999989,0.0250000004,0.800000012,200,100,0,0.400000006,0.920000017,0.0500000007,267.200012,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.199999988,0,0,0,0,0,0,0,0,60,99.9999924,0.180000007,0.699999988,0.980000019,0.920000017,0,0.0996679962,15,0.00499999989,0.0250000004,0.127910197,200,100,0,0.687049925,0.980000019,0.0324500017,0,0,0,0
4,6,60,0.0260000005,21,15,10,0,60,266,-8,0,0,20,2.9000001,0.000500000024,265,0,0.699999988,0.180000007,0,0,0,0,10,0.00499999989,0.0250000004,0.800000012,200,100,0,0.400000006,0.920000017,0.0500000007,268,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.199999988,0,0,0,0,0,0,0,0,60,99.9999924,0.180000007,0.699999988,0.980000019,0.920000017,0,0.0996679962,15,0.00499999989,0.0250000004,0.127910197,200,100,0,0.687049925,0.980000019,0.0324500017,0,0,0,0
4,7,60,0.0260000005,21,15,10,0,60,266,-8,0,0,20,2.9000001,0.000500000024,265,0,0.699999988,0.180000007,0,0,0,0,10,0.00499999989,0.0250000004,0.800000012,200,100,0,0.400000006,0.920000017,0.0500000007,268.799988,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.199999988,0,0,0,0,0,0,0,0,60,99.9999924,0.180000007,0.699999988,0.980000019,0.920000017,0,0.0996679962,15,0.00499999989,0.0250000004,0.127910197,200,100,0,0.687049925,0.980000019,0.0324500017,0,0,0,0
4,8,60,0.0260000005,21,15,10,0,60,266,-8,0,0,20,2.9000001,0.000500000024,265,0,0.699999988,0.180000007,0,0,0,0,10,0.00499999989,0.0250000004,0.800000012,200,100,0,0.400000006,0.920000017,0.0500000007,269.600006,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.199999988,0,0,0,0,0,0,0,0,60,99.9999924,0.180000007,0.699999988,0.980000019,0.920000017,0,0.0996679962,15,0.00499999989,0.0250000004,0.127910197,200,100,0,0.687049925,0.980000019,0.0324500017,0,0,0,0
4,9,60,0.0260000005,21,15,10,0,60,266,-8,0,0,20,2.9000001,0.000500000024,265,0,0.699999988,0.180000007,0,0,0,0,10,0.00499999989,0.0250000004,0.800000012,200,100,0,0.400000006,0.920000017,0.0500000007,270.399994,0.0800499991,0.00249999994,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.199999988,0,0,0,0,0,0,0,0,60,99.9999924,0.180000007,0.699999988,0.980000019,0.920000017,0,0.0996679962,15,0.00499999989,0.0250000004,0.127910197,200,100,0,0.687049925,0.980000019,0.0324500017,0,0,0,0
5,1,60,0.0260000005,21,15,1,0,25,258,-12,0,0,45,6.4000001,0.000500000024,257,0,0.699999988,0.180000007,0,0,0,0,1,0.0359999985,0.0900000036,0.899999976,400,250,0,0.600000024,0.949999988,0.0299999993,265,0.0400249995,0.00124999997,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.449999988,0,0,0,0,0,0,0,0,25,62.5000038,0.180000007,0.699999988,0.980000019,0.949999988,0,0.291312665,15,0.0359999985,0.0900000036,0.645656347,400,250,0,0.699999988,0.980000019,0.0148,0,0,0,0
5,2,60,0.0260000005,21,15,1,0,25,258,-12,0,0,45,6.4000001,0.000500000024,257,0,0.699999988,0.180000007,0,0,0,0,1,0.0359999985,0.0900000036,0.899999976,400,250,0,0.600000024,0.949999988,0.0299999993,265.899994,0.0400249995,0.00124999997,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.449999988,0,0,0,0,0,0,0,0,25,62.5000038,0.180000007,0.699999988,0.980000019,0.949999988,0,0.291312665,15,0.0359999985,0.0900000036,0.645656347,400,250,0,0.699999988,0.980000019,0.0148,0,0,0,0
5,3,60,0.0260000005,21,15,1,0,25,258,-12,0,0,45,6.4000001,0.000500000024,257,0,0.699999988,0.180000007,0,0,0,0,1,0.0359999985,0.0900000036,0.899999976,400,250,0,0.600000024,0.949999988,0.0299999993,266.799988,0.0400249995,0.00124999997,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.449999988,0,0,0,0,0,0,0,0,25,62.5000038,0.180000007,0.699999988,0.980000019,0.949999988,0,0.291312665,15,0.0359999985,0.0900000036,0.645656347,400,250,0,0.699999988,0.980000019,0.0148,0,0,0,0
5,4,60,0.0260000005,21,15,1,0,25,258,-12,0,0,45,6.4000001,0.000500000024,257,0,0.699999988,0.180000007,0,0,0,0,1,0.0359999985,0.0900000036,0.899999976,400,250,0,0.600000024,0.949999988,0.0299999993,267.700012,0.0400249995,0.00124999997,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.449999988,0,0,0,0,0,0,0,0,25,62.5000038,0.180000007,0.699999988,0.980000019,0.949999988,0,0.291312665,15,0.0359999985,0.0900000036,0.645656347,400,250,0,0.699999988,0.980000019,0.0148,0,0,0,0
5,5,60,0.0260000005,21,15,1,0,25,258,-12,0,0,45,6.4000001,0.000500000024,257,0,0.699999988,0.180000007,0,0,0,0,1,0.0359999985,0.0900000036,0.899999976,400,250,0,0.600000024,0.949999988,0.0299999993,268.600006,0.0400249995,0.00124999997,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.449999988,0,0,0,0,0,0,0,0,25,62.5000038,0.180000007,0.699999988,0.980000019,0.949999988,0,0.291312665,15,0.0359999985,0.0900000036,0.645656347,400,250,0,0.699999988,0.980000019,0.0148,0,0,0,0
5,6,60,0.0260000005,21,15,1,0,25,258,-12,0,0,45,6.4000001,0.000500000024,257,0,0.699999988,0.180000007,0,0,0,0,1,0.0359999985,0.0900000036,0.899999976,400,250,0,0.600000024,0.949999988,0.0299999993,269.5,0.0400249995,0.00124999997,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.449999988,0,0,0,0,0,0,0,0,25,62.5000038,0.180000007,0.699999988,0.980000019,0.949999988,0,0.291312665,15,0.0359999985,0.0900000036,0.645656347,400,250,0,0.699999988,0.980000019,0.0148,0,0,0,0
5,7,60,0.0260000005,21,15,1,0,25,258,-12,0,0,45,6.4000001,0.000500000024,257,0,0.699999988,0.180000007,0,0,0,0,1,0.0359999985,0.0900000036,0.899999976,400,250,0,0.600000024,0.949999988,0.0299999993,270.399994,0.0400249995,0.00124999997,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.449999988,0,0,0,0,0,0,0,0,25,62.5000038,0.180000007,0.699999988,0.980000019,0.949999988,0,0.291312665,15,0.0359999985,0.0900000036,0.645656347,400,250,0,0.699999988,0.980000019,0.0148,0,0,0,0
5,8,60,0.0260000005,21,15,1,0,25,258,-12,0,0,45,6.4000001,0.000500000024,257,0,0.699999988,0.180000007,0,0,0,0,1,0.0359999985,0.0900000036,0.899999976,400,250,0,0.600000024,0.949999988,0.0299999993,271.299988,0.0400249995,0.00124999997,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.449999988,0,0,0,0,0,0,0,0,25,62.5000038,0.180000007,0.699999988,0.980000019,0.949999988,0,0.291312665,15,0.0359999985,0.0900000036,0.645656347,400,250,0,0.699999988,0.980000019,0.0148,0,0,0,0
5,9,60,0.0260000005,21,15,1,0,25,258,-12,0,0,45,6.4000001,0.000500000024,257,0,0.699999988,0.180000007,0,0,0,0,1,0.0359999985,0.0900000036,0.899999976,400,250,0,0.600000024,0.949999988,0.0299999993,272.200012,0.0400249995,0.00124999997,0.0109999999,1,1,0,0,0,100,0,0,0,0,0,0.449999988,0,0,0,0,0,0,0,0,25,62.5000038,0.180000007,0.699999988,0.980000019,0.949999988,0,0.291312665,15,0.0359999985,0.0900000036,0.645656347,400,250,0,0.699999988,0.980000019,0.0148,0,0,0,0
6,1,60,0.0260000005,21,15,10,0,90,272.5,-1.5,3.00000011e-06,1.99999999e-06,55,2.9000001,0.000500000024,271.799988,0.0199999996,0.699999988,0.180000007,0.75,0.100000001,0.100000001,0.0500000007,10,0.00999999978,0.0666666701,0.5,150,100,0.000490000006,0.449999988,0.920000017,0.075000003,271.5,0.106733337,0.00333333341,0.0109999999,1,1,0.000725347782,0.0118577071,0.00600000005,165.437881,0,1,0,0.000521573995,0,0.550000012,2.1573971e-05,0,0,0,1.89443872e-05,1.26295909e-05,1.56286442e-05,0.600000024,90,163.636353,0.180000007,0.699999988,0.980000019,0.920000017,0,0.376290739,15,0.0101159997,0.0673578009,0.345916599,150.18306,165.437881,0.000500000024,0.649999976,0.980000019,0.075000003,0,0,0,0
6,2,60,0.0260000005,21,15,10,0,90,272.5,-1.5,3.00000011e-06,1.99999999e-06,55,2.9000001,0.000500000024,271.799988,0.0199999996,0.699999988,0.180000007,0.75,0.100000001,0.100000001,0.0500000007,10,0.00999999978,0.0666666701,0.5,150,100,0.000490000006,0.449999988,0.920000017,0.075000003,271.899994,0.106733337,0.00333333341,0.0109999999,1,1,0.000725347782,0.0118577071,0.00600000005,165.437881,0,1,0,0.000521573995,0,0.550000012,2.1573971e-05,0,0,0,1.89443872e-05,1.26295909e-05,1.56286442e-05,0.600000024,90,163.636353,0.180000007,0.699999988,0.980000019,0.920000017,0,0.376290739,15,0.0101159997,0.0673578009,0.345916599,150.18306,165.437881,0.000500000024,0.649999976,0.980000019,0.075000003,0,0,0,0
