case,k,delt,ktau,conflx,iland,isoil,myj,meltfactor,rhonewsn,snhei_crit,prcpms,rainf,newsnow,snhei_before,snwe_before,snowfrac,rhosn_before,patm,qvatm,qcatm,glw,gsw,emiss_before,rnet,qkms,tkms,rho,alb_before,znt_before,xlv,cp,rovcp,cw,stbolt,tabs,zsmain,zshalf,tice,rhosice,capice,thdifice,tso_before,tso_after,soilt_before,soilt_after,soilt1_before,soilt1_after,tsnav_before,tsnav_after,qvg_before,qvg_after,qsg_before,qsg_after,qcg_before,qcg_after,dew_before,dew_after,snwe_after,snhei_after,rhosn_after,emiss_after,alb_after,znt_after,ilnb_before,ilnb_after,snweprint,snheiprint,rsm,smelt,snoh,snflx,snom_before,snom_after,eeta,qfx,hfx,s_before,s_after,sublim,prcpl,fltot
one_layer_on_ice,5,60.0000000,1,40.0000000,24,16,0,1.00000000,120.000000,0.640399978E-1,0.00000000,0.00000000,0.100000005E-2,0.119999997,0.299999993E-1,0.899999976,250.000000,0.949999988,0.100000005E-2,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,0.300000012,0.200000003,-10.7500000,915.975281,1861313.12,0.121466496E-5,262.399994,262.399170,257.000000,256.990723,257.000000,256.466705,-16.1499939,-16.4212952,0.971370027E-3,0.971281203E-3,0.971370027E-3,0.971283007E-3,0.00000000,0.00000000,0.00000000,0.287170394E-6,0.300000217E-1,0.120000087,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.300000217E-1,0.120000087,0.00000000,0.00000000,0.00000000,1.15720499,0.00000000,0.00000000,-0.373321512E-6,-1.05836654,-12.0367985,0.00000000,1.15720499,-0.373321512E-6,0.00000000,0.00000000
one_layer_on_ice,6,60.0000000,1,40.0000000,24,16,0,1.00000000,120.000000,0.640399978E-1,0.00000000,0.00000000,0.100000005E-2,0.119999997,0.299999993E-1,0.899999976,250.000000,0.949999988,0.100000005E-2,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,0.600000024,0.450000018,-9.14999390,916.216675,1873230.38,0.120693744E-5,264.000000,263.999695,257.000000,256.990723,257.000000,256.466705,-16.1499939,-16.4212952,0.971370027E-3,0.971281203E-3,0.971370027E-3,0.971283007E-3,0.00000000,0.00000000,0.00000000,0.287170394E-6,0.300000217E-1,0.120000087,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.300000217E-1,0.120000087,0.00000000,0.00000000,0.00000000,1.15720499,0.00000000,0.00000000,-0.373321512E-6,-1.05836654,-12.0367985,0.00000000,1.15720499,-0.373321512E-6,0.00000000,0.00000000
one_layer_on_ice,7,60.0000000,1,40.0000000,24,16,0,1.00000000,120.000000,0.640399978E-1,0.00000000,0.00000000,0.100000005E-2,0.119999997,0.299999993E-1,0.899999976,250.000000,0.949999988,0.100000005E-2,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,1.00000000,0.800000012,-7.54998779,916.458313,1885154.25,0.119930337E-5,265.600006,265.599823,257.000000,256.990723,257.000000,256.466705,-16.1499939,-16.4212952,0.971370027E-3,0.971281203E-3,0.971370027E-3,0.971283007E-3,0.00000000,0.00000000,0.00000000,0.287170394E-6,0.300000217E-1,0.120000087,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.300000217E-1,0.120000087,0.00000000,0.00000000,0.00000000,1.15720499,0.00000000,0.00000000,-0.373321512E-6,-1.05836654,-12.0367985,0.00000000,1.15720499,-0.373321512E-6,0.00000000,0.00000000
one_layer_on_ice,8,60.0000000,1,40.0000000,24,16,0,1.00000000,120.000000,0.640399978E-1,0.00000000,0.00000000,0.100000005E-2,0.119999997,0.299999993E-1,0.899999976,250.000000,0.949999988,0.100000005E-2,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,1.60000002,1.29999995,-5.94998169,916.700073,1897084.38,0.119176138E-5,267.200012,267.199921,257.000000,256.990723,257.000000,256.466705,-16.1499939,-16.4212952,0.971370027E-3,0.971281203E-3,0.971370027E-3,0.971283007E-3,0.00000000,0.00000000,0.00000000,0.287170394E-6,0.300000217E-1,0.120000087,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.300000217E-1,0.120000087,0.00000000,0.00000000,0.00000000,1.15720499,0.00000000,0.00000000,-0.373321512E-6,-1.05836654,-12.0367985,0.00000000,1.15720499,-0.373321512E-6,0.00000000,0.00000000
one_layer_on_ice,9,60.0000000,1,40.0000000,24,16,0,1.00000000,120.000000,0.640399978E-1,0.00000000,0.00000000,0.100000005E-2,0.119999997,0.299999993E-1,0.899999976,250.000000,0.949999988,0.100000005E-2,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,3.00000000,2.29999995,-4.35000610,916.941833,1909020.25,0.118431001E-5,268.799988,268.799988,257.000000,256.990723,257.000000,256.466705,-16.1499939,-16.4212952,0.971370027E-3,0.971281203E-3,0.971370027E-3,0.971283007E-3,0.00000000,0.00000000,0.00000000,0.287170394E-6,0.300000217E-1,0.120000087,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.300000217E-1,0.120000087,0.00000000,0.00000000,0.00000000,1.15720499,0.00000000,0.00000000,-0.373321512E-6,-1.05836654,-12.0367985,0.00000000,1.15720499,-0.373321512E-6,0.00000000,0.00000000
two_layer_deep_on_ice,1,60.0000000,1,40.0000000,24,16,0,1.00000000,100.000000,0.533666685E-1,0.00000000,0.00000000,0.00000000,0.333333343,0.100000001,1.00000000,300.000000,0.949999988,0.399999990E-3,0.00000000,165.000000,15.0000000,0.990000010,-50.0000000,0.700000022E-2,0.600000005E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,248.000000,0.00000000,0.00000000,-18.1499939,914.860168,1806276.62,0.125167537E-5,255.000000,255.519028,247.000000,246.975311,252.000000,252.001007,-26.1499939,-21.5259094,0.368790003E-3,0.368034176E-3,0.368790003E-3,0.368034642E-3,0.00000000,0.00000000,0.00000000,0.223757439E-6,0.100000016,0.333333373,300.000000,0.990000010,0.750000000,0.199999996E-1,1,2,0.100000016,0.333333373,0.00000000,0.00000000,0.00000000,-7.99085569,0.00000000,0.00000000,-0.290884657E-6,-0.824657977,-8.14706516,0.00000000,-7.99085569,-0.290884657E-6,0.00000000,0.00000000
two_layer_deep_on_ice,2,60.0000000,1,40.0000000,24,16,0,1.00000000,100.000000,0.533666685E-1,0.00000000,0.00000000,0.00000000,0.333333343,0.100000001,1.00000000,300.000000,0.949999988,0.399999990E-3,0.00000000,165.000000,15.0000000,0.990000010,-50.0000000,0.700000022E-2,0.600000005E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,248.000000,0.999999978E-2,0.499999989E-2,-16.3500061,915.131226,1819651.50,0.124247526E-5,256.799988,256.513367,247.000000,246.975311,252.000000,252.001007,-26.1499939,-21.5259094,0.368790003E-3,0.368034176E-3,0.368790003E-3,0.368034642E-3,0.00000000,0.00000000,0.00000000,0.223757439E-6,0.100000016,0.333333373,300.000000,0.990000010,0.750000000,0.199999996E-1,1,2,0.100000016,0.333333373,0.00000000,0.00000000,0.00000000,-7.99085569,0.00000000,0.00000000,-0.290884657E-6,-0.824657977,-8.14706516,0.00000000,-7.99085569,-0.290884657E-6,0.00000000,0.00000000
two_layer_deep_on_ice,3,60.0000000,1,40.0000000,24,16,0,1.00000000,100.000000,0.533666685E-1,0.00000000,0.00000000,0.00000000,0.333333343,0.100000001,1.00000000,300.000000,0.949999988,0.399999990E-3,0.00000000,165.000000,15.0000000,0.990000010,-50.0000000,0.700000022E-2,0.600000005E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,248.000000,0.399999991E-1,0.249999985E-1,-14.5499878,915.402344,1833034.38,0.123340396E-5,258.600006,258.544159,247.000000,246.975311,252.000000,252.001007,-26.1499939,-21.5259094,0.368790003E-3,0.368034176E-3,0.368790003E-3,0.368034642E-3,0.00000000,0.00000000,0.00000000,0.223757439E-6,0.100000016,0.333333373,300.000000,0.990000010,0.750000000,0.199999996E-1,1,2,0.100000016,0.333333373,0.00000000,0.00000000,0.00000000,-7.99085569,0.00000000,0.00000000,-0.290884657E-6,-0.824657977,-8.14706516,0.00000000,-7.99085569,-0.290884657E-6,0.00000000,0.00000000
two_layer_deep_on_ice,4,60.0000000,1,40.0000000,24,16,0,1.00000000,100.000000,0.533666685E-1,0.00000000,0.00000000,0.00000000,0.333333343,0.100000001,1.00000000,300.000000,0.949999988,0.399999990E-3,0.00000000,165.000000,15.0000000,0.990000010,-50.0000000,0.700000022E-2,0.600000005E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,248.000000,0.100000001,0.700000003E-1,-12.7500000,915.673584,1846425.00,0.122445908E-5,260.399994,260.387817,247.000000,246.975311,252.000000,252.001007,-26.1499939,-21.5259094,0.368790003E-3,0.368034176E-3,0.368790003E-3,0.368034642E-3,0.00000000,0.00000000,0.00000000,0.223757439E-6,0.100000016,0.333333373,300.000000,0.990000010,0.750000000,0.199999996E-1,1,2,0.100000016,0.333333373,0.00000000,0.00000000,0.00000000,-7.99085569,0.00000000,0.00000000,-0.290884657E-6,-0.824657977,-8.14706516,0.00000000,-7.99085569,-0.290884657E-6,0.00000000,0.00000000
two_layer_deep_on_ice,5,60.0000000,1,40.0000000,24,16,0,1.00000000,100.000000,0.533666685E-1,0.00000000,0.00000000,0.00000000,0.333333343,0.100000001,1.00000000,300.000000,0.949999988,0.399999990E-3,0.00000000,165.000000,15.0000000,0.990000010,-50.0000000,0.700000022E-2,0.600000005E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,248.000000,0.300000012,0.200000003,-10.9499817,915.945129,1859824.00,0.121563755E-5,262.200012,262.199127,247.000000,246.975311,252.000000,252.001007,-26.1499939,-21.5259094,0.368790003E-3,0.368034176E-3,0.368790003E-3,0.368034642E-3,0.00000000,0.00000000,0.00000000,0.223757439E-6,0.100000016,0.333333373,300.000000,0.990000010,0.750000000,0.199999996E-1,1,2,0.100000016,0.333333373,0.00000000,0.00000000,0.00000000,-7.99085569,0.00000000,0.00000000,-0.290884657E-6,-0.824657977,-8.14706516,0.00000000,-7.99085569,-0.290884657E-6,0.00000000,0.00000000
two_layer_deep_on_ice,6,60.0000000,1,40.0000000,24,16,0,1.00000000,100.000000,0.533666685E-1,0.00000000,0.00000000,0.00000000,0.333333343,0.100000001,1.00000000,300.000000,0.949999988,0.399999990E-3,0.00000000,165.000000,15.0000000,0.990000010,-50.0000000,0.700000022E-2,0.600000005E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,248.000000,0.600000024,0.450000018,-9.14999390,916.216675,1873230.38,0.120693744E-5,264.000000,263.999634,247.000000,246.975311,252.000000,252.001007,-26.1499939,-21.5259094,0.368790003E-3,0.368034176E-3,0.368790003E-3,0.368034642E-3,0.00000000,0.00000000,0.00000000,0.223757439E-6,0.100000016,0.333333373,300.000000,0.990000010,0.750000000,0.199999996E-1,1,2,0.100000016,0.333333373,0.00000000,0.00000000,0.00000000,-7.99085569,0.00000000,0.00000000,-0.290884657E-6,-0.824657977,-8.14706516,0.00000000,-7.99085569,-0.290884657E-6,0.00000000,0.00000000
two_layer_deep_on_ice,7,60.0000000,1,40.0000000,24,16,0,1.00000000,100.000000,0.533666685E-1,0.00000000,0.00000000,0.00000000,0.333333343,0.100000001,1.00000000,300.000000,0.949999988,0.399999990E-3,0.00000000,165.000000,15.0000000,0.990000010,-50.0000000,0.700000022E-2,0.600000005E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,248.000000,1.00000000,0.800000012,-7.35000610,916.488525,1886645.12,0.119835568E-5,265.799988,265.799774,247.000000,246.975311,252.000000,252.001007,-26.1499939,-21.5259094,0.368790003E-3,0.368034176E-3,0.368790003E-3,0.368034642E-3,0.00000000,0.00000000,0.00000000,0.223757439E-6,0.100000016,0.333333373,300.000000,0.990000010,0.750000000,0.199999996E-1,1,2,0.100000016,0.333333373,0.00000000,0.00000000,0.00000000,-7.99085569,0.00000000,0.00000000,-0.290884657E-6,-0.824657977,-8.14706516,0.00000000,-7.99085569,-0.290884657E-6,0.00000000,0.00000000
