case,k,delt,ktau,conflx,nroot,iland,isoil,snwe_before,snwepr,snhei_before,newsnow,snowfrac,beta_before,deltsn,snth,rhosn_before,rhonewsn,meltfactor,prcpms,rainf,patm,tabs,qvatm,qcatm,glw,gsw,emiss,rnet,qkms,tkms,pc,rho,vegfrac,drycan,wetcan,cst,transum,mavail,dqm,qmin,psis,bclh,xlvm,cp,rovcp,g0_p,cvw,stbolt,zsmain,zshalf,thdif,cap,tranf,tso_before,tso_after,soilt_before,soilt_after,soilt1_before,soilt1_after,tsnav_before,tsnav_after,qvg_before,qvg_after,qsg_before,qsg_after,qcg_before,qcg_after,dew_before,dew_after,snwe_after,snhei_after,rhosn_after,beta_after,smelt,snoh,snflx,s,rsm,snweprint,snheiprint,x,ilnb_before,ilnb_after
deep_aged_2layer,2,60.0000000,1,40.0000000,4,1,4,0.150000006,0.150000006,0.428571433,0.00000000,1.00000000,1.00000000,0.142857149,0.285714287E-1,350.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,258.000000,0.899999985E-3,0.00000000,195.000000,25.0000000,0.980000019,-35.0000000,0.800000038E-2,0.700000022E-2,0.699999988,1.25000000,0.500000007E-1,0.980000019,0.199999996E-1,0.00000000,0.679999962E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.999999978E-2,0.499999989E-2,0.669499968E-6,1930000.00,0.179999992E-1,265.899994,265.810638,257.000000,256.982056,260.000000,259.997437,-16.1499939,-11.9374695,0.971370027E-3,0.970498659E-3,0.971370027E-3,0.970498659E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,1.00000000,0.00000000,0.00000000,-3.81083012,-81.5443726,0.00000000,0.149999961,0.428571284,-24.1662827,1,2
deep_aged_2layer,3,60.0000000,1,40.0000000,4,1,4,0.150000006,0.150000006,0.428571433,0.00000000,1.00000000,1.00000000,0.142857149,0.285714287E-1,350.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,258.000000,0.899999985E-3,0.00000000,195.000000,25.0000000,0.980000019,-35.0000000,0.800000038E-2,0.700000022E-2,0.699999988,1.25000000,0.500000007E-1,0.980000019,0.199999996E-1,0.00000000,0.679999962E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.399999991E-1,0.249999985E-1,0.688999990E-6,1960000.00,0.160000008E-1,266.799988,266.785980,257.000000,256.982056,260.000000,259.997437,-16.1499939,-11.9374695,0.971370027E-3,0.970498659E-3,0.971370027E-3,0.970498659E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,1.00000000,0.00000000,0.00000000,-3.81083012,-81.5443726,0.00000000,0.149999961,0.428571284,-24.1662827,1,2
deep_aged_2layer,4,60.0000000,1,40.0000000,4,1,4,0.150000006,0.150000006,0.428571433,0.00000000,1.00000000,1.00000000,0.142857149,0.285714287E-1,350.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,258.000000,0.899999985E-3,0.00000000,195.000000,25.0000000,0.980000019,-35.0000000,0.800000038E-2,0.700000022E-2,0.699999988,1.25000000,0.500000007E-1,0.980000019,0.199999996E-1,0.00000000,0.679999962E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.100000001,0.700000003E-1,0.708500011E-6,1990000.00,0.139999995E-1,267.700012,267.696655,257.000000,256.982056,260.000000,259.997437,-16.1499939,-11.9374695,0.971370027E-3,0.970498659E-3,0.971370027E-3,0.970498659E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,1.00000000,0.00000000,0.00000000,-3.81083012,-81.5443726,0.00000000,0.149999961,0.428571284,-24.1662827,1,2
deep_aged_2layer,5,60.0000000,1,40.0000000,4,1,4,0.150000006,0.150000006,0.428571433,0.00000000,1.00000000,1.00000000,0.142857149,0.285714287E-1,350.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,258.000000,0.899999985E-3,0.00000000,195.000000,25.0000000,0.980000019,-35.0000000,0.800000038E-2,0.700000022E-2,0.699999988,1.25000000,0.500000007E-1,0.980000019,0.199999996E-1,0.00000000,0.679999962E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.300000012,0.200000003,0.728000032E-6,2020000.00,0.00000000,268.600006,268.599762,257.000000,256.982056,260.000000,259.997437,-16.1499939,-11.9374695,0.971370027E-3,0.970498659E-3,0.971370027E-3,0.970498659E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,1.00000000,0.00000000,0.00000000,-3.81083012,-81.5443726,0.00000000,0.149999961,0.428571284,-24.1662827,1,2
deep_aged_2layer,6,60.0000000,1,40.0000000,4,1,4,0.150000006,0.150000006,0.428571433,0.00000000,1.00000000,1.00000000,0.142857149,0.285714287E-1,350.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,258.000000,0.899999985E-3,0.00000000,195.000000,25.0000000,0.980000019,-35.0000000,0.800000038E-2,0.700000022E-2,0.699999988,1.25000000,0.500000007E-1,0.980000019,0.199999996E-1,0.00000000,0.679999962E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.600000024,0.450000018,0.747499996E-6,2050000.00,0.00000000,269.500000,269.499908,257.000000,256.982056,260.000000,259.997437,-16.1499939,-11.9374695,0.971370027E-3,0.970498659E-3,0.971370027E-3,0.970498659E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,1.00000000,0.00000000,0.00000000,-3.81083012,-81.5443726,0.00000000,0.149999961,0.428571284,-24.1662827,1,2
deep_aged_2layer,7,60.0000000,1,40.0000000,4,1,4,0.150000006,0.150000006,0.428571433,0.00000000,1.00000000,1.00000000,0.142857149,0.285714287E-1,350.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,258.000000,0.899999985E-3,0.00000000,195.000000,25.0000000,0.980000019,-35.0000000,0.800000038E-2,0.700000022E-2,0.699999988,1.25000000,0.500000007E-1,0.980000019,0.199999996E-1,0.00000000,0.679999962E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,1.00000000,0.800000012,0.766999960E-6,2080000.00,0.00000000,270.399994,270.399933,257.000000,256.982056,260.000000,259.997437,-16.1499939,-11.9374695,0.971370027E-3,0.970498659E-3,0.971370027E-3,0.970498659E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,1.00000000,0.00000000,0.00000000,-3.81083012,-81.5443726,0.00000000,0.149999961,0.428571284,-24.1662827,1,2
deep_aged_2layer,8,60.0000000,1,40.0000000,4,1,4,0.150000006,0.150000006,0.428571433,0.00000000,1.00000000,1.00000000,0.142857149,0.285714287E-1,350.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,258.000000,0.899999985E-3,0.00000000,195.000000,25.0000000,0.980000019,-35.0000000,0.800000038E-2,0.700000022E-2,0.699999988,1.25000000,0.500000007E-1,0.980000019,0.199999996E-1,0.00000000,0.679999962E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,1.60000002,1.29999995,0.786500038E-6,2110000.00,0.00000000,271.299988,271.299927,257.000000,256.982056,260.000000,259.997437,-16.1499939,-11.9374695,0.971370027E-3,0.970498659E-3,0.971370027E-3,0.970498659E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,1.00000000,0.00000000,0.00000000,-3.81083012,-81.5443726,0.00000000,0.149999961,0.428571284,-24.1662827,1,2
deep_aged_2layer,9,60.0000000,1,40.0000000,4,1,4,0.150000006,0.150000006,0.428571433,0.00000000,1.00000000,1.00000000,0.142857149,0.285714287E-1,350.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,258.000000,0.899999985E-3,0.00000000,195.000000,25.0000000,0.980000019,-35.0000000,0.800000038E-2,0.700000022E-2,0.699999988,1.25000000,0.500000007E-1,0.980000019,0.199999996E-1,0.00000000,0.679999962E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,3.00000000,2.29999995,0.806000003E-6,2140000.00,0.00000000,272.200012,272.200012,257.000000,256.982056,260.000000,259.997437,-16.1499939,-11.9374695,0.971370027E-3,0.970498659E-3,0.971370027E-3,0.970498659E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,1.00000000,0.00000000,0.00000000,-3.81083012,-81.5443726,0.00000000,0.149999961,0.428571284,-24.1662827,1,2
melting_2layer,1,60.0000000,1,40.0000000,6,1,4,0.799999982E-1,0.799999982E-1,0.319999993,0.00000000,1.00000000,1.00000000,0.200000003,0.399999991E-1,250.000000,100.000000,1.00000000,0.300000011E-5,1.00000000,0.949999988,274.600006,0.414999994E-2,0.00000000,305.000000,70.0000000,0.980000019,20.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.25000000,0.200000003,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.00000000,0.00000000,0.650000004E-6,1900000.00,0.199999996E-1,272.600006,272.610718,273.140015,273.149994,273.049988,273.049438,-0.997924805E-2,-0.151397705,0.399609981E-2,0.400760723E-2,0.399609981E-2,0.400760723E-2,0.00000000,0.00000000,0.00000000,0.175161665E-5,0.799971223E-1,0.319984317,250.003265,1.00000000,0.501760020E-7,18.7600021,0.440254100E-1,-5.35940552,0.349439972E-6,0.799971223E-1,0.319984317,8.26392937,1,2
melting_2layer,2,60.0000000,1,40.0000000,6,1,4,0.799999982E-1,0.799999982E-1,0.319999993,0.00000000,1.00000000,1.00000000,0.200000003,0.399999991E-1,250.000000,100.000000,1.00000000,0.300000011E-5,1.00000000,0.949999988,274.600006,0.414999994E-2,0.00000000,305.000000,70.0000000,0.980000019,20.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.25000000,0.200000003,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.999999978E-2,0.499999989E-2,0.669499968E-6,1930000.00,0.179999992E-1,272.660004,272.654114,273.140015,273.149994,273.049988,273.049438,-0.997924805E-2,-0.151397705,0.399609981E-2,0.400760723E-2,0.399609981E-2,0.400760723E-2,0.00000000,0.00000000,0.00000000,0.175161665E-5,0.799971223E-1,0.319984317,250.003265,1.00000000,0.501760020E-7,18.7600021,0.440254100E-1,-5.35940552,0.349439972E-6,0.799971223E-1,0.319984317,8.26392937,1,2
melting_2layer,3,60.0000000,1,40.0000000,6,1,4,0.799999982E-1,0.799999982E-1,0.319999993,0.00000000,1.00000000,1.00000000,0.200000003,0.399999991E-1,250.000000,100.000000,1.00000000,0.300000011E-5,1.00000000,0.949999988,274.600006,0.414999994E-2,0.00000000,305.000000,70.0000000,0.980000019,20.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.25000000,0.200000003,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.399999991E-1,0.249999985E-1,0.688999990E-6,1960000.00,0.160000008E-1,272.720001,272.719086,273.140015,273.149994,273.049988,273.049438,-0.997924805E-2,-0.151397705,0.399609981E-2,0.400760723E-2,0.399609981E-2,0.400760723E-2,0.00000000,0.00000000,0.00000000,0.175161665E-5,0.799971223E-1,0.319984317,250.003265,1.00000000,0.501760020E-7,18.7600021,0.440254100E-1,-5.35940552,0.349439972E-6,0.799971223E-1,0.319984317,8.26392937,1,2
melting_2layer,4,60.0000000,1,40.0000000,6,1,4,0.799999982E-1,0.799999982E-1,0.319999993,0.00000000,1.00000000,1.00000000,0.200000003,0.399999991E-1,250.000000,100.000000,1.00000000,0.300000011E-5,1.00000000,0.949999988,274.600006,0.414999994E-2,0.00000000,305.000000,70.0000000,0.980000019,20.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.25000000,0.200000003,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.100000001,0.700000003E-1,0.708500011E-6,1990000.00,0.139999995E-1,272.779999,272.779785,273.140015,273.149994,273.049988,273.049438,-0.997924805E-2,-0.151397705,0.399609981E-2,0.400760723E-2,0.399609981E-2,0.400760723E-2,0.00000000,0.00000000,0.00000000,0.175161665E-5,0.799971223E-1,0.319984317,250.003265,1.00000000,0.501760020E-7,18.7600021,0.440254100E-1,-5.35940552,0.349439972E-6,0.799971223E-1,0.319984317,8.26392937,1,2
melting_2layer,5,60.0000000,1,40.0000000,6,1,4,0.799999982E-1,0.799999982E-1,0.319999993,0.00000000,1.00000000,1.00000000,0.200000003,0.399999991E-1,250.000000,100.000000,1.00000000,0.300000011E-5,1.00000000,0.949999988,274.600006,0.414999994E-2,0.00000000,305.000000,70.0000000,0.980000019,20.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.25000000,0.200000003,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.300000012,0.200000003,0.728000032E-6,2020000.00,0.120000001E-1,272.839996,272.839996,273.140015,273.149994,273.049988,273.049438,-0.997924805E-2,-0.151397705,0.399609981E-2,0.400760723E-2,0.399609981E-2,0.400760723E-2,0.00000000,0.00000000,0.00000000,0.175161665E-5,0.799971223E-1,0.319984317,250.003265,1.00000000,0.501760020E-7,18.7600021,0.440254100E-1,-5.35940552,0.349439972E-6,0.799971223E-1,0.319984317,8.26392937,1,2
melting_2layer,6,60.0000000,1,40.0000000,6,1,4,0.799999982E-1,0.799999982E-1,0.319999993,0.00000000,1.00000000,1.00000000,0.200000003,0.399999991E-1,250.000000,100.000000,1.00000000,0.300000011E-5,1.00000000,0.949999988,274.600006,0.414999994E-2,0.00000000,305.000000,70.0000000,0.980000019,20.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.25000000,0.200000003,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.600000024,0.450000018,0.747499996E-6,2050000.00,0.999999978E-2,272.899994,272.899994,273.140015,273.149994,273.049988,273.049438,-0.997924805E-2,-0.151397705,0.399609981E-2,0.400760723E-2,0.399609981E-2,0.400760723E-2,0.00000000,0.00000000,0.00000000,0.175161665E-5,0.799971223E-1,0.319984317,250.003265,1.00000000,0.501760020E-7,18.7600021,0.440254100E-1,-5.35940552,0.349439972E-6,0.799971223E-1,0.319984317,8.26392937,1,2
