case,case_index,k,delt,c1sn,c2sn,isice,ivgtyp,seaice,gsw,tabs,tsnav,prcpms,newsnms,vegfra,lai,sat,soilt,snowfallac,alb_snow,alb_snow_free,snowrat,grauprat,icerat,curat,iland_before,snwe_before,snhei_before,snowfrac_before,rhosn_before,rhosnfall_before,cst_before,alb_before,emiss_before,znt_before,ts1d
bare_soil_rain,2,2,30.0000000,0.260000005E-1,21.0000000,15,16,0.00000000,480.000000,288.000000,0.00000000,0.600000021E-5,0.00000000,0.00000000,0.750000000,0.500000024E-3,289.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,0.999999975E-4,0.180000007,0.930000007,0.649999976E-1,287.500000
bare_soil_rain,2,3,30.0000000,0.260000005E-1,21.0000000,15,16,0.00000000,480.000000,288.000000,0.00000000,0.600000021E-5,0.00000000,0.00000000,0.750000000,0.500000024E-3,289.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,0.999999975E-4,0.180000007,0.930000007,0.649999976E-1,287.000000
bare_soil_rain,2,4,30.0000000,0.260000005E-1,21.0000000,15,16,0.00000000,480.000000,288.000000,0.00000000,0.600000021E-5,0.00000000,0.00000000,0.750000000,0.500000024E-3,289.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,0.999999975E-4,0.180000007,0.930000007,0.649999976E-1,286.500000
bare_soil_rain,2,5,30.0000000,0.260000005E-1,21.0000000,15,16,0.00000000,480.000000,288.000000,0.00000000,0.600000021E-5,0.00000000,0.00000000,0.750000000,0.500000024E-3,289.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,0.999999975E-4,0.180000007,0.930000007,0.649999976E-1,286.000000
bare_soil_rain,2,6,30.0000000,0.260000005E-1,21.0000000,15,16,0.00000000,480.000000,288.000000,0.00000000,0.600000021E-5,0.00000000,0.00000000,0.750000000,0.500000024E-3,289.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,0.999999975E-4,0.180000007,0.930000007,0.649999976E-1,285.500000
bare_soil_rain,2,7,30.0000000,0.260000005E-1,21.0000000,15,16,0.00000000,480.000000,288.000000,0.00000000,0.600000021E-5,0.00000000,0.00000000,0.750000000,0.500000024E-3,289.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,0.999999975E-4,0.180000007,0.930000007,0.649999976E-1,285.000000
bare_soil_rain,2,8,30.0000000,0.260000005E-1,21.0000000,15,16,0.00000000,480.000000,288.000000,0.00000000,0.600000021E-5,0.00000000,0.00000000,0.750000000,0.500000024E-3,289.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,0.999999975E-4,0.180000007,0.930000007,0.649999976E-1,284.500000
bare_soil_rain,2,9,30.0000000,0.260000005E-1,21.0000000,15,16,0.00000000,480.000000,288.000000,0.00000000,0.600000021E-5,0.00000000,0.00000000,0.750000000,0.500000024E-3,289.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,0.999999975E-4,0.180000007,0.930000007,0.649999976E-1,284.000000
deep_pack_densify,3,1,120.000000,0.260000005E-1,21.0000000,15,10,0.00000000,120.000000,271.000000,-2.00000000,0.00000000,0.00000000,0.00000000,2.90000010,0.500000024E-3,271.200012,0.00000000,0.349999994,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.500000000,5.00000000,1.00000000,100.000000,100.000000,0.00000000,0.349999994,0.920000017,0.150000006,272.000000
deep_pack_densify,3,2,120.000000,0.260000005E-1,21.0000000,15,10,0.00000000,120.000000,271.000000,-2.00000000,0.00000000,0.00000000,0.00000000,2.90000010,0.500000024E-3,271.200012,0.00000000,0.349999994,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.500000000,5.00000000,1.00000000,100.000000,100.000000,0.00000000,0.349999994,0.920000017,0.150000006,272.299988
deep_pack_densify,3,3,120.000000,0.260000005E-1,21.0000000,15,10,0.00000000,120.000000,271.000000,-2.00000000,0.00000000,0.00000000,0.00000000,2.90000010,0.500000024E-3,271.200012,0.00000000,0.349999994,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.500000000,5.00000000,1.00000000,100.000000,100.000000,0.00000000,0.349999994,0.920000017,0.150000006,272.600006
deep_pack_densify,3,4,120.000000,0.260000005E-1,21.0000000,15,10,0.00000000,120.000000,271.000000,-2.00000000,0.00000000,0.00000000,0.00000000,2.90000010,0.500000024E-3,271.200012,0.00000000,0.349999994,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.500000000,5.00000000,1.00000000,100.000000,100.000000,0.00000000,0.349999994,0.920000017,0.150000006,272.899994
deep_pack_densify,3,5,120.000000,0.260000005E-1,21.0000000,15,10,0.00000000,120.000000,271.000000,-2.00000000,0.00000000,0.00000000,0.00000000,2.90000010,0.500000024E-3,271.200012,0.00000000,0.349999994,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.500000000,5.00000000,1.00000000,100.000000,100.000000,0.00000000,0.349999994,0.920000017,0.150000006,273.200012
deep_pack_densify,3,6,120.000000,0.260000005E-1,21.0000000,15,10,0.00000000,120.000000,271.000000,-2.00000000,0.00000000,0.00000000,0.00000000,2.90000010,0.500000024E-3,271.200012,0.00000000,0.349999994,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.500000000,5.00000000,1.00000000,100.000000,100.000000,0.00000000,0.349999994,0.920000017,0.150000006,273.500000
deep_pack_densify,3,7,120.000000,0.260000005E-1,21.0000000,15,10,0.00000000,120.000000,271.000000,-2.00000000,0.00000000,0.00000000,0.00000000,2.90000010,0.500000024E-3,271.200012,0.00000000,0.349999994,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.500000000,5.00000000,1.00000000,100.000000,100.000000,0.00000000,0.349999994,0.920000017,0.150000006,273.799988
deep_pack_densify,3,8,120.000000,0.260000005E-1,21.0000000,15,10,0.00000000,120.000000,271.000000,-2.00000000,0.00000000,0.00000000,0.00000000,2.90000010,0.500000024E-3,271.200012,0.00000000,0.349999994,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.500000000,5.00000000,1.00000000,100.000000,100.000000,0.00000000,0.349999994,0.920000017,0.150000006,274.100006
deep_pack_densify,3,9,120.000000,0.260000005E-1,21.0000000,15,10,0.00000000,120.000000,271.000000,-2.00000000,0.00000000,0.00000000,0.00000000,2.90000010,0.500000024E-3,271.200012,0.00000000,0.349999994,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.500000000,5.00000000,1.00000000,100.000000,100.000000,0.00000000,0.349999994,0.920000017,0.150000006,274.399994
shallow_snow_mosaic,4,1,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,60.0000000,266.000000,-8.00000000,0.00000000,0.00000000,20.0000000,2.90000010,0.500000024E-3,265.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.499999989E-2,0.250000004E-1,0.800000012,200.000000,100.000000,0.00000000,0.400000006,0.920000017,0.500000007E-1,264.000000
shallow_snow_mosaic,4,2,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,60.0000000,266.000000,-8.00000000,0.00000000,0.00000000,20.0000000,2.90000010,0.500000024E-3,265.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.499999989E-2,0.250000004E-1,0.800000012,200.000000,100.000000,0.00000000,0.400000006,0.920000017,0.500000007E-1,264.799988
shallow_snow_mosaic,4,3,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,60.0000000,266.000000,-8.00000000,0.00000000,0.00000000,20.0000000,2.90000010,0.500000024E-3,265.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.499999989E-2,0.250000004E-1,0.800000012,200.000000,100.000000,0.00000000,0.400000006,0.920000017,0.500000007E-1,265.600006
shallow_snow_mosaic,4,4,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,60.0000000,266.000000,-8.00000000,0.00000000,0.00000000,20.0000000,2.90000010,0.500000024E-3,265.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.499999989E-2,0.250000004E-1,0.800000012,200.000000,100.000000,0.00000000,0.400000006,0.920000017,0.500000007E-1,266.399994
shallow_snow_mosaic,4,5,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,60.0000000,266.000000,-8.00000000,0.00000000,0.00000000,20.0000000,2.90000010,0.500000024E-3,265.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.499999989E-2,0.250000004E-1,0.800000012,200.000000,100.000000,0.00000000,0.400000006,0.920000017,0.500000007E-1,267.200012
shallow_snow_mosaic,4,6,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,60.0000000,266.000000,-8.00000000,0.00000000,0.00000000,20.0000000,2.90000010,0.500000024E-3,265.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.499999989E-2,0.250000004E-1,0.800000012,200.000000,100.000000,0.00000000,0.400000006,0.920000017,0.500000007E-1,268.000000
shallow_snow_mosaic,4,7,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,60.0000000,266.000000,-8.00000000,0.00000000,0.00000000,20.0000000,2.90000010,0.500000024E-3,265.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.499999989E-2,0.250000004E-1,0.800000012,200.000000,100.000000,0.00000000,0.400000006,0.920000017,0.500000007E-1,268.799988
shallow_snow_mosaic,4,8,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,60.0000000,266.000000,-8.00000000,0.00000000,0.00000000,20.0000000,2.90000010,0.500000024E-3,265.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.499999989E-2,0.250000004E-1,0.800000012,200.000000,100.000000,0.00000000,0.400000006,0.920000017,0.500000007E-1,269.600006
shallow_snow_mosaic,4,9,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,60.0000000,266.000000,-8.00000000,0.00000000,0.00000000,20.0000000,2.90000010,0.500000024E-3,265.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,10,0.499999989E-2,0.250000004E-1,0.800000012,200.000000,100.000000,0.00000000,0.400000006,0.920000017,0.500000007E-1,270.399994
aged_pack_no_densify,5,1,60.0000000,0.260000005E-1,21.0000000,15,1,0.00000000,25.0000000,258.000000,-12.0000000,0.00000000,0.00000000,45.0000000,6.40000010,0.500000024E-3,257.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,1,0.359999985E-1,0.900000036E-1,0.899999976,400.000000,250.000000,0.00000000,0.600000024,0.949999988,0.299999993E-1,265.000000
aged_pack_no_densify,5,2,60.0000000,0.260000005E-1,21.0000000,15,1,0.00000000,25.0000000,258.000000,-12.0000000,0.00000000,0.00000000,45.0000000,6.40000010,0.500000024E-3,257.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,1,0.359999985E-1,0.900000036E-1,0.899999976,400.000000,250.000000,0.00000000,0.600000024,0.949999988,0.299999993E-1,265.899994
aged_pack_no_densify,5,3,60.0000000,0.260000005E-1,21.0000000,15,1,0.00000000,25.0000000,258.000000,-12.0000000,0.00000000,0.00000000,45.0000000,6.40000010,0.500000024E-3,257.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,1,0.359999985E-1,0.900000036E-1,0.899999976,400.000000,250.000000,0.00000000,0.600000024,0.949999988,0.299999993E-1,266.799988
aged_pack_no_densify,5,4,60.0000000,0.260000005E-1,21.0000000,15,1,0.00000000,25.0000000,258.000000,-12.0000000,0.00000000,0.00000000,45.0000000,6.40000010,0.500000024E-3,257.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,1,0.359999985E-1,0.900000036E-1,0.899999976,400.000000,250.000000,0.00000000,0.600000024,0.949999988,0.299999993E-1,267.700012
aged_pack_no_densify,5,5,60.0000000,0.260000005E-1,21.0000000,15,1,0.00000000,25.0000000,258.000000,-12.0000000,0.00000000,0.00000000,45.0000000,6.40000010,0.500000024E-3,257.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,1,0.359999985E-1,0.900000036E-1,0.899999976,400.000000,250.000000,0.00000000,0.600000024,0.949999988,0.299999993E-1,268.600006
aged_pack_no_densify,5,6,60.0000000,0.260000005E-1,21.0000000,15,1,0.00000000,25.0000000,258.000000,-12.0000000,0.00000000,0.00000000,45.0000000,6.40000010,0.500000024E-3,257.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,1,0.359999985E-1,0.900000036E-1,0.899999976,400.000000,250.000000,0.00000000,0.600000024,0.949999988,0.299999993E-1,269.500000
aged_pack_no_densify,5,7,60.0000000,0.260000005E-1,21.0000000,15,1,0.00000000,25.0000000,258.000000,-12.0000000,0.00000000,0.00000000,45.0000000,6.40000010,0.500000024E-3,257.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,1,0.359999985E-1,0.900000036E-1,0.899999976,400.000000,250.000000,0.00000000,0.600000024,0.949999988,0.299999993E-1,270.399994
aged_pack_no_densify,5,8,60.0000000,0.260000005E-1,21.0000000,15,1,0.00000000,25.0000000,258.000000,-12.0000000,0.00000000,0.00000000,45.0000000,6.40000010,0.500000024E-3,257.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,1,0.359999985E-1,0.900000036E-1,0.899999976,400.000000,250.000000,0.00000000,0.600000024,0.949999988,0.299999993E-1,271.299988
aged_pack_no_densify,5,9,60.0000000,0.260000005E-1,21.0000000,15,1,0.00000000,25.0000000,258.000000,-12.0000000,0.00000000,0.00000000,45.0000000,6.40000010,0.500000024E-3,257.000000,0.00000000,0.699999988,0.180000007,0.00000000,0.00000000,0.00000000,0.00000000,1,0.359999985E-1,0.900000036E-1,0.899999976,400.000000,250.000000,0.00000000,0.600000024,0.949999988,0.299999993E-1,272.200012
new_snow_mosaic_drip,6,1,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,90.0000000,272.500000,-1.50000000,0.300000011E-5,0.199999999E-5,55.0000000,2.90000010,0.500000024E-3,271.799988,0.199999996E-1,0.699999988,0.180000007,0.750000000,0.100000001,0.100000001,0.500000007E-1,10,0.999999978E-2,0.666666701E-1,0.500000000,150.000000,100.000000,0.490000006E-3,0.449999988,0.920000017,0.750000030E-1,271.500000
new_snow_mosaic_drip,6,2,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,90.0000000,272.500000,-1.50000000,0.300000011E-5,0.199999999E-5,55.0000000,2.90000010,0.500000024E-3,271.799988,0.199999996E-1,0.699999988,0.180000007,0.750000000,0.100000001,0.100000001,0.500000007E-1,10,0.999999978E-2,0.666666701E-1,0.500000000,150.000000,100.000000,0.490000006E-3,0.449999988,0.920000017,0.750000030E-1,271.899994
new_snow_mosaic_drip,6,3,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,90.0000000,272.500000,-1.50000000,0.300000011E-5,0.199999999E-5,55.0000000,2.90000010,0.500000024E-3,271.799988,0.199999996E-1,0.699999988,0.180000007,0.750000000,0.100000001,0.100000001,0.500000007E-1,10,0.999999978E-2,0.666666701E-1,0.500000000,150.000000,100.000000,0.490000006E-3,0.449999988,0.920000017,0.750000030E-1,272.299988
new_snow_mosaic_drip,6,4,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,90.0000000,272.500000,-1.50000000,0.300000011E-5,0.199999999E-5,55.0000000,2.90000010,0.500000024E-3,271.799988,0.199999996E-1,0.699999988,0.180000007,0.750000000,0.100000001,0.100000001,0.500000007E-1,10,0.999999978E-2,0.666666701E-1,0.500000000,150.000000,100.000000,0.490000006E-3,0.449999988,0.920000017,0.750000030E-1,272.700012
new_snow_mosaic_drip,6,5,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,90.0000000,272.500000,-1.50000000,0.300000011E-5,0.199999999E-5,55.0000000,2.90000010,0.500000024E-3,271.799988,0.199999996E-1,0.699999988,0.180000007,0.750000000,0.100000001,0.100000001,0.500000007E-1,10,0.999999978E-2,0.666666701E-1,0.500000000,150.000000,100.000000,0.490000006E-3,0.449999988,0.920000017,0.750000030E-1,273.100006
new_snow_mosaic_drip,6,6,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,90.0000000,272.500000,-1.50000000,0.300000011E-5,0.199999999E-5,55.0000000,2.90000010,0.500000024E-3,271.799988,0.199999996E-1,0.699999988,0.180000007,0.750000000,0.100000001,0.100000001,0.500000007E-1,10,0.999999978E-2,0.666666701E-1,0.500000000,150.000000,100.000000,0.490000006E-3,0.449999988,0.920000017,0.750000030E-1,273.500000
new_snow_mosaic_drip,6,7,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,90.0000000,272.500000,-1.50000000,0.300000011E-5,0.199999999E-5,55.0000000,2.90000010,0.500000024E-3,271.799988,0.199999996E-1,0.699999988,0.180000007,0.750000000,0.100000001,0.100000001,0.500000007E-1,10,0.999999978E-2,0.666666701E-1,0.500000000,150.000000,100.000000,0.490000006E-3,0.449999988,0.920000017,0.750000030E-1,273.899994
new_snow_mosaic_drip,6,8,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,90.0000000,272.500000,-1.50000000,0.300000011E-5,0.199999999E-5,55.0000000,2.90000010,0.500000024E-3,271.799988,0.199999996E-1,0.699999988,0.180000007,0.750000000,0.100000001,0.100000001,0.500000007E-1,10,0.999999978E-2,0.666666701E-1,0.500000000,150.000000,100.000000,0.490000006E-3,0.449999988,0.920000017,0.750000030E-1,274.299988
new_snow_mosaic_drip,6,9,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,90.0000000,272.500000,-1.50000000,0.300000011E-5,0.199999999E-5,55.0000000,2.90000010,0.500000024E-3,271.799988,0.199999996E-1,0.699999988,0.180000007,0.750000000,0.100000001,0.100000001,0.500000007E-1,10,0.999999978E-2,0.666666701E-1,0.500000000,150.000000,100.000000,0.490000006E-3,0.449999988,0.920000017,0.750000030E-1,274.700012
fresh_snow_keep_albedo,7,1,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,70.0000000,268.000000,-6.00000000,0.999999997E-6,0.499999987E-5,35.0000000,2.90000010,0.399999990E-3,267.000000,8.00000000,0.349999994,0.180000007,1.00000000,0.00000000,0.00000000,0.00000000,10,0.199999996E-1,0.166666672,0.850000024,120.000000,100.000000,0.494999986E-3,0.330000013,0.920000017,0.750000030E-1,266.000000
fresh_snow_keep_albedo,7,2,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,70.0000000,268.000000,-6.00000000,0.999999997E-6,0.499999987E-5,35.0000000,2.90000010,0.399999990E-3,267.000000,8.00000000,0.349999994,0.180000007,1.00000000,0.00000000,0.00000000,0.00000000,10,0.199999996E-1,0.166666672,0.850000024,120.000000,100.000000,0.494999986E-3,0.330000013,0.920000017,0.750000030E-1,266.700012
fresh_snow_keep_albedo,7,3,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,70.0000000,268.000000,-6.00000000,0.999999997E-6,0.499999987E-5,35.0000000,2.90000010,0.399999990E-3,267.000000,8.00000000,0.349999994,0.180000007,1.00000000,0.00000000,0.00000000,0.00000000,10,0.199999996E-1,0.166666672,0.850000024,120.000000,100.000000,0.494999986E-3,0.330000013,0.920000017,0.750000030E-1,267.399994
fresh_snow_keep_albedo,7,4,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,70.0000000,268.000000,-6.00000000,0.999999997E-6,0.499999987E-5,35.0000000,2.90000010,0.399999990E-3,267.000000,8.00000000,0.349999994,0.180000007,1.00000000,0.00000000,0.00000000,0.00000000,10,0.199999996E-1,0.166666672,0.850000024,120.000000,100.000000,0.494999986E-3,0.330000013,0.920000017,0.750000030E-1,268.100006
fresh_snow_keep_albedo,7,5,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,70.0000000,268.000000,-6.00000000,0.999999997E-6,0.499999987E-5,35.0000000,2.90000010,0.399999990E-3,267.000000,8.00000000,0.349999994,0.180000007,1.00000000,0.00000000,0.00000000,0.00000000,10,0.199999996E-1,0.166666672,0.850000024,120.000000,100.000000,0.494999986E-3,0.330000013,0.920000017,0.750000030E-1,268.799988
fresh_snow_keep_albedo,7,6,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,70.0000000,268.000000,-6.00000000,0.999999997E-6,0.499999987E-5,35.0000000,2.90000010,0.399999990E-3,267.000000,8.00000000,0.349999994,0.180000007,1.00000000,0.00000000,0.00000000,0.00000000,10,0.199999996E-1,0.166666672,0.850000024,120.000000,100.000000,0.494999986E-3,0.330000013,0.920000017,0.750000030E-1,269.500000
fresh_snow_keep_albedo,7,7,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,70.0000000,268.000000,-6.00000000,0.999999997E-6,0.499999987E-5,35.0000000,2.90000010,0.399999990E-3,267.000000,8.00000000,0.349999994,0.180000007,1.00000000,0.00000000,0.00000000,0.00000000,10,0.199999996E-1,0.166666672,0.850000024,120.000000,100.000000,0.494999986E-3,0.330000013,0.920000017,0.750000030E-1,270.200012
fresh_snow_keep_albedo,7,8,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,70.0000000,268.000000,-6.00000000,0.999999997E-6,0.499999987E-5,35.0000000,2.90000010,0.399999990E-3,267.000000,8.00000000,0.349999994,0.180000007,1.00000000,0.00000000,0.00000000,0.00000000,10,0.199999996E-1,0.166666672,0.850000024,120.000000,100.000000,0.494999986E-3,0.330000013,0.920000017,0.750000030E-1,270.899994
fresh_snow_keep_albedo,7,9,60.0000000,0.260000005E-1,21.0000000,15,10,0.00000000,70.0000000,268.000000,-6.00000000,0.999999997E-6,0.499999987E-5,35.0000000,2.90000010,0.399999990E-3,267.000000,8.00000000,0.349999994,0.180000007,1.00000000,0.00000000,0.00000000,0.00000000,10,0.199999996E-1,0.166666672,0.850000024,120.000000,100.000000,0.494999986E-3,0.330000013,0.920000017,0.750000030E-1,271.600006
