case,k,isltyp,delt,dqm,qmin,ref,ksat,qsg,qvg,qcg,qcatm,qvatm,prcp,qkms,drip,dew,smelt,vegfrac,snowfrac,soilres,ras,riw,zsmain,zshalf,diffu,hydro,transp,soilice,soilmois_before,soiliqw_before,soilmois_after,soiliqw_after,mavail,runoff,runoff2,infiltrp,infmax
dry_evap,2,4,60.0000000,0.451000005,0.340000018E-1,0.368999988,0.719999980E-5,0.149999997E-1,0.999999978E-2,0.00000000,0.00000000,0.499999989E-2,0.00000000,0.199999996E-1,0.00000000,0.00000000,0.00000000,0.500000000,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.999999978E-2,0.499999989E-2,0.999999994E-8,0.00000000,-0.999999994E-8,0.00000000,0.619999990E-1,0.619999990E-1,0.619650781E-1,0.619999990E-1,0.178063765,0.00000000,0.00000000,0.00000000,0.00000000
dry_evap,3,4,60.0000000,0.451000005,0.340000018E-1,0.368999988,0.719999980E-5,0.149999997E-1,0.999999978E-2,0.00000000,0.00000000,0.499999989E-2,0.00000000,0.199999996E-1,0.00000000,0.00000000,0.00000000,0.500000000,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.399999991E-1,0.249999985E-1,0.999999994E-8,0.00000000,-0.999999994E-8,0.00000000,0.639999956E-1,0.639999956E-1,0.639862046E-1,0.639999956E-1,0.178063765,0.00000000,0.00000000,0.00000000,0.00000000
dry_evap,4,4,60.0000000,0.451000005,0.340000018E-1,0.368999988,0.719999980E-5,0.149999997E-1,0.999999978E-2,0.00000000,0.00000000,0.499999989E-2,0.00000000,0.199999996E-1,0.00000000,0.00000000,0.00000000,0.500000000,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.100000001,0.700000003E-1,0.999999994E-8,0.00000000,-0.999999994E-8,0.00000000,0.659999996E-1,0.659999996E-1,0.659952834E-1,0.659999996E-1,0.178063765,0.00000000,0.00000000,0.00000000,0.00000000
dry_evap,5,4,60.0000000,0.451000005,0.340000018E-1,0.368999988,0.719999980E-5,0.149999997E-1,0.999999978E-2,0.00000000,0.00000000,0.499999989E-2,0.00000000,0.199999996E-1,0.00000000,0.00000000,0.00000000,0.500000000,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.300000012,0.200000003,0.999999994E-8,0.00000000,0.00000000,0.00000000,0.679999962E-1,0.679999962E-1,0.679999813E-1,0.679999962E-1,0.178063765,0.00000000,0.00000000,0.00000000,0.00000000
dry_evap,6,4,60.0000000,0.451000005,0.340000018E-1,0.368999988,0.719999980E-5,0.149999997E-1,0.999999978E-2,0.00000000,0.00000000,0.499999989E-2,0.00000000,0.199999996E-1,0.00000000,0.00000000,0.00000000,0.500000000,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.600000024,0.450000018,0.999999994E-8,0.00000000,0.00000000,0.00000000,0.700000003E-1,0.700000003E-1,0.699999928E-1,0.700000003E-1,0.178063765,0.00000000,0.00000000,0.00000000,0.00000000
dry_evap,7,4,60.0000000,0.451000005,0.340000018E-1,0.368999988,0.719999980E-5,0.149999997E-1,0.999999978E-2,0.00000000,0.00000000,0.499999989E-2,0.00000000,0.199999996E-1,0.00000000,0.00000000,0.00000000,0.500000000,0.00000000,1.00000000,0.120000006E-2,0.899999976,1.00000000,0.800000012,0.999999994E-8,0.00000000,0.00000000,0.00000000,0.719999969E-1,0.719999969E-1,0.719999969E-1,0.719999969E-1,0.178063765,0.00000000,0.00000000,0.00000000,0.00000000
dry_evap,8,4,60.0000000,0.451000005,0.340000018E-1,0.368999988,0.719999980E-5,0.149999997E-1,0.999999978E-2,0.00000000,0.00000000,0.499999989E-2,0.00000000,0.199999996E-1,0.00000000,0.00000000,0.00000000,0.500000000,0.00000000,1.00000000,0.120000006E-2,0.899999976,1.60000002,1.29999995,0.999999994E-8,0.00000000,0.00000000,0.00000000,0.740000010E-1,0.740000010E-1,0.740000010E-1,0.740000010E-1,0.178063765,0.00000000,0.00000000,0.00000000,0.00000000
dry_evap,9,4,60.0000000,0.451000005,0.340000018E-1,0.368999988,0.719999980E-5,0.149999997E-1,0.999999978E-2,0.00000000,0.00000000,0.499999989E-2,0.00000000,0.199999996E-1,0.00000000,0.00000000,0.00000000,0.500000000,0.00000000,1.00000000,0.120000006E-2,0.899999976,3.00000000,2.29999995,0.999999994E-8,0.00000000,0.00000000,0.00000000,0.759999976E-1,0.759999976E-1,0.759999976E-1,0.759999976E-1,0.178063765,0.00000000,0.00000000,0.00000000,0.00000000
dew,1,6,60.0000000,0.400999993,0.500000007E-1,0.314000010,0.695000017E-5,0.800000038E-2,0.600000005E-2,0.100000005E-2,0.100000005E-2,0.120000001E-1,0.00000000,0.999999978E-2,0.00000000,0.199999995E-4,0.00000000,0.400000006,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.00000000,0.00000000,0.999999997E-6,0.100000001E-6,0.00000000,0.00000000,0.200000003,0.200000003,0.201815858,0.200000003,0.764454007,0.00000000,0.00000000,-0.144000012E-7,0.144000012E-7
dew,2,6,60.0000000,0.400999993,0.500000007E-1,0.314000010,0.695000017E-5,0.800000038E-2,0.600000005E-2,0.100000005E-2,0.100000005E-2,0.120000001E-1,0.00000000,0.999999978E-2,0.00000000,0.199999995E-4,0.00000000,0.400000006,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.999999978E-2,0.499999989E-2,0.999999997E-6,0.100000001E-6,0.00000000,0.00000000,0.203000009,0.203000009,0.202955455,0.203000009,0.764454007,0.00000000,0.00000000,-0.144000012E-7,0.144000012E-7
dew,3,6,60.0000000,0.400999993,0.500000007E-1,0.314000010,0.695000017E-5,0.800000038E-2,0.600000005E-2,0.100000005E-2,0.100000005E-2,0.120000001E-1,0.00000000,0.999999978E-2,0.00000000,0.199999995E-4,0.00000000,0.400000006,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.399999991E-1,0.249999985E-1,0.999999997E-6,0.100000001E-6,0.00000000,0.00000000,0.206000000,0.206000000,0.205934927,0.206000000,0.764454007,0.00000000,0.00000000,-0.144000012E-7,0.144000012E-7
dew,4,6,60.0000000,0.400999993,0.500000007E-1,0.314000010,0.695000017E-5,0.800000038E-2,0.600000005E-2,0.100000005E-2,0.100000005E-2,0.120000001E-1,0.00000000,0.999999978E-2,0.00000000,0.199999995E-4,0.00000000,0.400000006,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.100000001,0.700000003E-1,0.999999997E-6,0.100000001E-6,0.00000000,0.00000000,0.209000006,0.209000006,0.208983377,0.209000006,0.764454007,0.00000000,0.00000000,-0.144000012E-7,0.144000012E-7
dew,5,6,60.0000000,0.400999993,0.500000007E-1,0.314000010,0.695000017E-5,0.800000038E-2,0.600000005E-2,0.100000005E-2,0.100000005E-2,0.120000001E-1,0.00000000,0.999999978E-2,0.00000000,0.199999995E-4,0.00000000,0.400000006,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.300000012,0.200000003,0.999999997E-6,0.100000001E-6,0.00000000,0.00000000,0.211999997,0.211999997,0.211998716,0.211999997,0.764454007,0.00000000,0.00000000,-0.144000012E-7,0.144000012E-7
dew,6,6,60.0000000,0.400999993,0.500000007E-1,0.314000010,0.695000017E-5,0.800000038E-2,0.600000005E-2,0.100000005E-2,0.100000005E-2,0.120000001E-1,0.00000000,0.999999978E-2,0.00000000,0.199999995E-4,0.00000000,0.400000006,0.00000000,1.00000000,0.120000006E-2,0.899999976,0.600000024,0.450000018,0.999999997E-6,0.100000001E-6,0.00000000,0.00000000,0.215000004,0.215000004,0.214999542,0.215000004,0.764454007,0.00000000,0.00000000,-0.144000012E-7,0.144000012E-7
dew,7,6,60.0000000,0.400999993,0.500000007E-1,0.314000010,0.695000017E-5,0.800000038E-2,0.600000005E-2,0.100000005E-2,0.100000005E-2,0.120000001E-1,0.00000000,0.999999978E-2,0.00000000,0.199999995E-4,0.00000000,0.400000006,0.00000000,1.00000000,0.120000006E-2,0.899999976,1.00000000,0.800000012,0.999999997E-6,0.100000001E-6,0.00000000,0.00000000,0.217999995,0.217999995,0.217999637,0.217999995,0.764454007,0.00000000,0.00000000,-0.144000012E-7,0.144000012E-7
dew,8,6,60.0000000,0.400999993,0.500000007E-1,0.314000010,0.695000017E-5,0.800000038E-2,0.600000005E-2,0.100000005E-2,0.100000005E-2,0.120000001E-1,0.00000000,0.999999978E-2,0.00000000,0.199999995E-4,0.00000000,0.400000006,0.00000000,1.00000000,0.120000006E-2,0.899999976,1.60000002,1.29999995,0.999999997E-6,0.100000001E-6,0.00000000,0.00000000,0.221000001,0.221000001,0.220999792,0.221000001,0.764454007,0.00000000,0.00000000,-0.144000012E-7,0.144000012E-7
dew,9,6,60.0000000,0.400999993,0.500000007E-1,0.314000010,0.695000017E-5,0.800000038E-2,0.600000005E-2,0.100000005E-2,0.100000005E-2,0.120000001E-1,0.00000000,0.999999978E-2,0.00000000,0.199999995E-4,0.00000000,0.400000006,0.00000000,1.00000000,0.120000006E-2,0.899999976,3.00000000,2.29999995,0.999999997E-6,0.100000001E-6,0.00000000,0.00000000,0.224000007,0.224000007,0.224000007,0.224000007,0.764454007,0.00000000,0.00000000,-0.144000012E-7,0.144000012E-7
frozen_melt,1,8,60.0000000,0.416999996,0.599999987E-1,0.356999993,0.169999998E-5,0.400000019E-2,0.300000003E-2,0.00000000,0.00000000,0.300000003E-2,0.00000000,0.499999989E-2,0.00000000,0.00000000,-0.999999975E-5,0.200000003,1.00000000,1.00000000,0.120000006E-2,0.899999976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.416666687,0.379999995,0.499999989E-2,0.259999990,0.499999989E-2,1.00000000,0.00000000,0.00000000,0.999999975E-5,-0.999999975E-5
frozen_melt,2,8,60.0000000,0.416999996,0.599999987E-1,0.356999993,0.169999998E-5,0.400000019E-2,0.300000003E-2,0.00000000,0.00000000,0.300000003E-2,0.00000000,0.499999989E-2,0.00000000,0.00000000,-0.999999975E-5,0.200000003,1.00000000,1.00000000,0.120000006E-2,0.899999976,0.999999978E-2,0.499999989E-2,0.00000000,0.00000000,0.00000000,0.416666687,0.379999995,0.499999989E-2,0.379999995,0.499999989E-2,1.00000000,0.00000000,0.00000000,0.999999975E-5,-0.999999975E-5
frozen_melt,3,8,60.0000000,0.416999996,0.599999987E-1,0.356999993,0.169999998E-5,0.400000019E-2,0.300000003E-2,0.00000000,0.00000000,0.300000003E-2,0.00000000,0.499999989E-2,0.00000000,0.00000000,-0.999999975E-5,0.200000003,1.00000000,1.00000000,0.120000006E-2,0.899999976,0.399999991E-1,0.249999985E-1,0.00000000,0.00000000,0.00000000,0.416666687,0.379999995,0.499999989E-2,0.379999995,0.499999989E-2,1.00000000,0.00000000,0.00000000,0.999999975E-5,-0.999999975E-5
frozen_melt,4,8,60.0000000,0.416999996,0.599999987E-1,0.356999993,0.169999998E-5,0.400000019E-2,0.300000003E-2,0.00000000,0.00000000,0.300000003E-2,0.00000000,0.499999989E-2,0.00000000,0.00000000,-0.999999975E-5,0.200000003,1.00000000,1.00000000,0.120000006E-2,0.899999976,0.100000001,0.700000003E-1,0.00000000,0.00000000,0.00000000,0.416666687,0.379999995,0.499999989E-2,0.379999995,0.499999989E-2,1.00000000,0.00000000,0.00000000,0.999999975E-5,-0.999999975E-5
frozen_melt,5,8,60.0000000,0.416999996,0.599999987E-1,0.356999993,0.169999998E-5,0.400000019E-2,0.300000003E-2,0.00000000,0.00000000,0.300000003E-2,0.00000000,0.499999989E-2,0.00000000,0.00000000,-0.999999975E-5,0.200000003,1.00000000,1.00000000,0.120000006E-2,0.899999976,0.300000012,0.200000003,0.00000000,0.00000000,0.00000000,0.416666687,0.379999995,0.499999989E-2,0.379999995,0.499999989E-2,1.00000000,0.00000000,0.00000000,0.999999975E-5,-0.999999975E-5
frozen_melt,6,8,60.0000000,0.416999996,0.599999987E-1,0.356999993,0.169999998E-5,0.400000019E-2,0.300000003E-2,0.00000000,0.00000000,0.300000003E-2,0.00000000,0.499999989E-2,0.00000000,0.00000000,-0.999999975E-5,0.200000003,1.00000000,1.00000000,0.120000006E-2,0.899999976,0.600000024,0.450000018,0.00000000,0.00000000,0.00000000,0.416666687,0.379999995,0.499999989E-2,0.379999995,0.499999989E-2,1.00000000,0.00000000,0.00000000,0.999999975E-5,-0.999999975E-5
frozen_melt,7,8,60.0000000,0.416999996,0.599999987E-1,0.356999993,0.169999998E-5,0.400000019E-2,0.300000003E-2,0.00000000,0.00000000,0.300000003E-2,0.00000000,0.499999989E-2,0.00000000,0.00000000,-0.999999975E-5,0.200000003,1.00000000,1.00000000,0.120000006E-2,0.899999976,1.00000000,0.800000012,0.00000000,0.00000000,0.00000000,0.416666687,0.379999995,0.499999989E-2,0.379999995,0.499999989E-2,1.00000000,0.00000000,0.00000000,0.999999975E-5,-0.999999975E-5
frozen_melt,8,8,60.0000000,0.416999996,0.599999987E-1,0.356999993,0.169999998E-5,0.400000019E-2,0.300000003E-2,0.00000000,0.00000000,0.300000003E-2,0.00000000,0.499999989E-2,0.00000000,0.00000000,-0.999999975E-5,0.200000003,1.00000000,1.00000000,0.120000006E-2,0.899999976,1.60000002,1.29999995,0.00000000,0.00000000,0.00000000,0.416666687,0.379999995,0.499999989E-2,0.379999995,0.499999989E-2,1.00000000,0.00000000,0.00000000,0.999999975E-5,-0.999999975E-5
frozen_melt,9,8,60.0000000,0.416999996,0.599999987E-1,0.356999993,0.169999998E-5,0.400000019E-2,0.300000003E-2,0.00000000,0.00000000,0.300000003E-2,0.00000000,0.499999989E-2,0.00000000,0.00000000,-0.999999975E-5,0.200000003,1.00000000,1.00000000,0.120000006E-2,0.899999976,3.00000000,2.29999995,0.00000000,0.00000000,0.00000000,0.416666687,0.379999995,0.499999989E-2,0.379999995,0.499999989E-2,1.00000000,0.00000000,0.00000000,0.999999975E-5,-0.999999975E-5
