case,k,delt,conflx,nroot,prcpms,rainf,patm,tabs,qvatm,qcatm,emiss,rnet,qkms,tkms,pc,rho,vegfrac,lai,drycan,wetcan,transum,dew,mavail,soilres,alfa,dqm,qmin,bclh,thdif,cap,tso_before,tso_after,soilt_before,soilt_after,qvg_before,qvg_after,qsg_after,qcg_after,storage
dry_second_solve,2,60.0000000,0.500000000,6,0.00000000,0.00000000,0.949999988,303.000000,0.300000003E-2,0.00000000,0.949999988,500.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.250000000,2.50000000,0.949999988,0.00000000,0.999999978E-2,0.00000000,0.119999997,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.768000007E-6,2125000.00,300.399994,300.596161,301.000000,302.073730,0.600000005E-2,0.577514060E-2,0.261261724E-1,0.00000000,190.269730
dry_second_solve,3,60.0000000,0.500000000,6,0.00000000,0.00000000,0.949999988,303.000000,0.300000003E-2,0.00000000,0.949999988,500.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.250000000,2.50000000,0.949999988,0.00000000,0.999999978E-2,0.00000000,0.119999997,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.736000004E-6,2150000.00,299.799988,299.813660,301.000000,302.073730,0.600000005E-2,0.577514060E-2,0.261261724E-1,0.00000000,190.269730
dry_second_solve,4,60.0000000,0.500000000,6,0.00000000,0.00000000,0.949999988,303.000000,0.300000003E-2,0.00000000,0.949999988,500.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.250000000,2.50000000,0.949999988,0.00000000,0.999999978E-2,0.00000000,0.119999997,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.704000001E-6,2175000.00,299.200012,299.202484,301.000000,302.073730,0.600000005E-2,0.577514060E-2,0.261261724E-1,0.00000000,190.269730
dry_second_solve,5,60.0000000,0.500000000,6,0.00000000,0.00000000,0.949999988,303.000000,0.300000003E-2,0.00000000,0.949999988,500.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.250000000,2.50000000,0.949999988,0.00000000,0.999999978E-2,0.00000000,0.119999997,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.672000056E-6,2200000.00,298.600006,298.600159,301.000000,302.073730,0.600000005E-2,0.577514060E-2,0.261261724E-1,0.00000000,190.269730
dry_second_solve,6,60.0000000,0.500000000,6,0.00000000,0.00000000,0.949999988,303.000000,0.300000003E-2,0.00000000,0.949999988,500.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.250000000,2.50000000,0.949999988,0.00000000,0.999999978E-2,0.00000000,0.119999997,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.639999996E-6,2225000.00,298.000000,298.000061,301.000000,302.073730,0.600000005E-2,0.577514060E-2,0.261261724E-1,0.00000000,190.269730
dry_second_solve,7,60.0000000,0.500000000,6,0.00000000,0.00000000,0.949999988,303.000000,0.300000003E-2,0.00000000,0.949999988,500.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.250000000,2.50000000,0.949999988,0.00000000,0.999999978E-2,0.00000000,0.119999997,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.607999993E-6,2250000.00,297.399994,297.400024,301.000000,302.073730,0.600000005E-2,0.577514060E-2,0.261261724E-1,0.00000000,190.269730
dry_second_solve,8,60.0000000,0.500000000,6,0.00000000,0.00000000,0.949999988,303.000000,0.300000003E-2,0.00000000,0.949999988,500.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.250000000,2.50000000,0.949999988,0.00000000,0.999999978E-2,0.00000000,0.119999997,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.576000048E-6,2275000.00,296.799988,296.800018,301.000000,302.073730,0.600000005E-2,0.577514060E-2,0.261261724E-1,0.00000000,190.269730
dry_second_solve,9,60.0000000,0.500000000,6,0.00000000,0.00000000,0.949999988,303.000000,0.300000003E-2,0.00000000,0.949999988,500.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.250000000,2.50000000,0.949999988,0.00000000,0.999999978E-2,0.00000000,0.119999997,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.543999988E-6,2300000.00,296.200012,296.200012,301.000000,302.073730,0.600000005E-2,0.577514060E-2,0.261261724E-1,0.00000000,190.269730
warm_rain,1,60.0000000,0.500000000,4,0.249999994E-4,1.00000000,0.949999988,289.000000,0.899999961E-2,0.00000000,0.949999988,90.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.779999971,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.800000009E-6,2100000.00,291.000000,290.766846,291.000000,290.766846,0.999999978E-2,0.122652287E-1,0.131861912E-1,0.00000000,-15.7349176
warm_rain,2,60.0000000,0.500000000,4,0.249999994E-4,1.00000000,0.949999988,289.000000,0.899999961E-2,0.00000000,0.949999988,90.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.779999971,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.768000007E-6,2125000.00,290.549988,290.589508,291.000000,290.766846,0.999999978E-2,0.122652287E-1,0.131861912E-1,0.00000000,-15.7349176
warm_rain,3,60.0000000,0.500000000,4,0.249999994E-4,1.00000000,0.949999988,289.000000,0.899999961E-2,0.00000000,0.949999988,90.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.779999971,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.736000004E-6,2150000.00,290.100006,290.108490,291.000000,290.766846,0.999999978E-2,0.122652287E-1,0.131861912E-1,0.00000000,-15.7349176
warm_rain,4,60.0000000,0.500000000,4,0.249999994E-4,1.00000000,0.949999988,289.000000,0.899999961E-2,0.00000000,0.949999988,90.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.779999971,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.704000001E-6,2175000.00,289.649994,289.651855,291.000000,290.766846,0.999999978E-2,0.122652287E-1,0.131861912E-1,0.00000000,-15.7349176
warm_rain,5,60.0000000,0.500000000,4,0.249999994E-4,1.00000000,0.949999988,289.000000,0.899999961E-2,0.00000000,0.949999988,90.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.779999971,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.672000056E-6,2200000.00,289.200012,289.200134,291.000000,290.766846,0.999999978E-2,0.122652287E-1,0.131861912E-1,0.00000000,-15.7349176
warm_rain,6,60.0000000,0.500000000,4,0.249999994E-4,1.00000000,0.949999988,289.000000,0.899999961E-2,0.00000000,0.949999988,90.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.779999971,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.639999996E-6,2225000.00,288.750000,288.750031,291.000000,290.766846,0.999999978E-2,0.122652287E-1,0.131861912E-1,0.00000000,-15.7349176
warm_rain,7,60.0000000,0.500000000,4,0.249999994E-4,1.00000000,0.949999988,289.000000,0.899999961E-2,0.00000000,0.949999988,90.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.779999971,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.607999993E-6,2250000.00,288.299988,288.299988,291.000000,290.766846,0.999999978E-2,0.122652287E-1,0.131861912E-1,0.00000000,-15.7349176
warm_rain,8,60.0000000,0.500000000,4,0.249999994E-4,1.00000000,0.949999988,289.000000,0.899999961E-2,0.00000000,0.949999988,90.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.779999971,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.576000048E-6,2275000.00,287.850006,287.849976,291.000000,290.766846,0.999999978E-2,0.122652287E-1,0.131861912E-1,0.00000000,-15.7349176
warm_rain,9,60.0000000,0.500000000,4,0.249999994E-4,1.00000000,0.949999988,289.000000,0.899999961E-2,0.00000000,0.949999988,90.0000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.779999971,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.543999988E-6,2300000.00,287.399994,287.399994,291.000000,290.766846,0.999999978E-2,0.122652287E-1,0.131861912E-1,0.00000000,-15.7349176
humid_condensing,1,60.0000000,0.500000000,8,0.00000000,0.00000000,0.949999988,298.000000,0.260000005E-1,0.00000000,0.949999988,330.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.899999976,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.800000009E-6,2100000.00,297.000000,297.828369,297.000000,297.828369,0.189999994E-1,0.203476157E-1,0.203476157E-1,0.565238297E-3,164.219818
humid_condensing,2,60.0000000,0.500000000,8,0.00000000,0.00000000,0.949999988,298.000000,0.260000005E-1,0.00000000,0.949999988,330.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.899999976,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.768000007E-6,2125000.00,296.200012,296.399048,297.000000,297.828369,0.189999994E-1,0.203476157E-1,0.203476157E-1,0.565238297E-3,164.219818
humid_condensing,3,60.0000000,0.500000000,8,0.00000000,0.00000000,0.949999988,298.000000,0.260000005E-1,0.00000000,0.949999988,330.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.899999976,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.736000004E-6,2150000.00,295.399994,295.417175,297.000000,297.828369,0.189999994E-1,0.203476157E-1,0.203476157E-1,0.565238297E-3,164.219818
humid_condensing,4,60.0000000,0.500000000,8,0.00000000,0.00000000,0.949999988,298.000000,0.260000005E-1,0.00000000,0.949999988,330.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.899999976,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.704000001E-6,2175000.00,294.600006,294.603302,297.000000,297.828369,0.189999994E-1,0.203476157E-1,0.203476157E-1,0.565238297E-3,164.219818
humid_condensing,5,60.0000000,0.500000000,8,0.00000000,0.00000000,0.949999988,298.000000,0.260000005E-1,0.00000000,0.949999988,330.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.899999976,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.672000056E-6,2200000.00,293.799988,293.800232,297.000000,297.828369,0.189999994E-1,0.203476157E-1,0.203476157E-1,0.565238297E-3,164.219818
humid_condensing,6,60.0000000,0.500000000,8,0.00000000,0.00000000,0.949999988,298.000000,0.260000005E-1,0.00000000,0.949999988,330.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.899999976,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.639999996E-6,2225000.00,293.000000,293.000092,297.000000,297.828369,0.189999994E-1,0.203476157E-1,0.203476157E-1,0.565238297E-3,164.219818
humid_condensing,7,60.0000000,0.500000000,8,0.00000000,0.00000000,0.949999988,298.000000,0.260000005E-1,0.00000000,0.949999988,330.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.899999976,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.607999993E-6,2250000.00,292.200012,292.200104,297.000000,297.828369,0.189999994E-1,0.203476157E-1,0.203476157E-1,0.565238297E-3,164.219818
humid_condensing,8,60.0000000,0.500000000,8,0.00000000,0.00000000,0.949999988,298.000000,0.260000005E-1,0.00000000,0.949999988,330.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.899999976,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.576000048E-6,2275000.00,291.399994,291.400024,297.000000,297.828369,0.189999994E-1,0.203476157E-1,0.203476157E-1,0.565238297E-3,164.219818
humid_condensing,9,60.0000000,0.500000000,8,0.00000000,0.00000000,0.949999988,298.000000,0.260000005E-1,0.00000000,0.949999988,330.000000,0.120000001E-1,0.999999978E-2,0.699999988,1.10000002,0.649999976,2.50000000,0.800000012,0.500000007E-1,0.399999991E-1,0.00000000,0.899999976,1.00000000,1.00000000,0.400000006,0.199999996E-1,4.50000000,0.543999988E-6,2300000.00,290.600006,290.600006,297.000000,297.828369,0.189999994E-1,0.203476157E-1,0.203476157E-1,0.565238297E-3,164.219818
