case,k,dz,zw,zw_next,u,v,thl,qw,theta,thetav,cldfra,edmf_w,edmf_a,sm_before,sh_before,qke_before,xland,dx,rmo,ust,zi,psig_bl,initialize_qke,el,qke,tsq,qsq,cov,sm,sh
stable_land,11, 1.8000000000000000E+002, 1.1400000000000000E+003, 1.3200000000000000E+003, 1.1500000000000000E+001, 1.5000000000000000E+000, 2.9470001220703125E+002, 6.0000000521540642E-003, 2.9520001220703125E+002, 2.9628042602539062E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2000001668930054E-001, 3.7999999523162842E-001, 4.9999994039535522E-001, 1.0000000000000000E+000, 3.0000000000000000E+003, 1.0999999940395355E-002, 2.3999999463558197E-001, 3.2000000000000000E+002, 1.0000000000000000E+000,1, 3.3556315898895264E+000, 9.9999988451600075E-003, 5.5595223784621339E-006, 1.2283762548803701E-011,-8.2638882403784919E-009, 5.2454166114330292E-002, 7.8845163807272911E-003
stable_land,12, 1.9200000000000000E+002, 1.3200000000000000E+003, 1.5120000000000000E+003, 1.2350000381469727E+001, 1.8000001907348633E+000, 2.9507000732421875E+002, 5.4500000551342964E-003, 2.9561999511718750E+002, 2.9660278320312500E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.3099999427795410E-001, 3.7099999189376831E-001, 4.0999996662139893E-001, 1.0000000000000000E+000, 3.0000000000000000E+003, 1.0999999940395355E-002, 2.3999999463558197E-001, 3.2000000000000000E+002, 1.0000000000000000E+000,1, 3.4684734344482422E+000, 9.9999988451600075E-003, 4.7097669266804587E-006, 1.0407173386961510E-011,-7.0010970354417168E-009, 5.0460476428270340E-002, 7.1112303994596004E-003
stable_land,13, 2.0400000000000000E+002, 1.5120000000000000E+003, 1.7160000000000000E+003, 1.3200000762939453E+001, 2.1000001430511475E+000, 2.9544000244140625E+002, 4.9000000581145287E-003, 2.9604000854492188E+002, 2.9692489624023438E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4200000166893005E-001, 3.6199998855590820E-001, 3.1999993324279785E-001, 1.0000000000000000E+000, 3.0000000000000000E+003, 1.0999999940395355E-002, 2.3999999463558197E-001, 3.2000000000000000E+002, 1.0000000000000000E+000,1, 3.5781171321868896E+000, 9.9999988451600075E-003, 4.0309187170350924E-006, 8.9071215680913696E-012,-5.9919851302936422E-009, 4.8659253865480423E-002, 6.4535643905401230E-003
stable_land,14, 2.1600000000000000E+002, 1.7160000000000000E+003, 1.9320000000000000E+003, 1.4050000190734863E+001, 2.4000000953674316E+000, 2.9580999755859375E+002, 4.3500000610947609E-003, 2.9645999145507812E+002, 2.9724664306640625E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5300000905990601E-001, 3.5299998521804810E-001, 2.2999989986419678E-001, 1.0000000000000000E+000, 3.0000000000000000E+003, 1.0999999940395355E-002, 2.3999999463558197E-001, 3.2000000000000000E+002, 1.0000000000000000E+000,1, 3.6846480369567871E+000, 9.9999988451600075E-003, 3.4809938824764686E-006, 7.6919529773400441E-012,-5.1745181472995228E-009, 4.7026008367538452E-002, 5.8899838477373123E-003
stable_land,15, 2.2800000000000000E+002, 1.9320000000000000E+003, 2.1600000000000000E+003, 1.4900000572204590E+001, 2.7000002861022949E+000, 2.9617999267578125E+002, 3.8000000640749931E-003, 2.9688000488281250E+002, 2.9756817626953125E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.6399998664855957E-001, 3.4400001168251038E-001, 1.3999998569488525E-001, 1.0000000000000000E+000, 3.0000000000000000E+003, 1.0999999940395355E-002, 2.3999999463558197E-001, 3.2000000000000000E+002, 1.0000000000000000E+000,1, 3.7880909442901611E+000, 9.9999988451600075E-003, 2.8596816719073104E-006, 6.3190390420242437E-012,-4.2509338271656816E-009, 4.5537501573562622E-002, 5.4029268212616444E-003
stable_land,16, 2.4000000000000000E+002, 2.1600000000000000E+003, 2.4000000000000000E+003, 1.5750000000000000E+001, 3.0000000000000000E+000, 2.9654998779296875E+002, 3.2500000670552254E-003, 2.9729998779296875E+002, 2.9788937377929688E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7499999403953552E-001, 3.3500000834465027E-001, 5.0000000745058060E-002, 1.0000000000000000E+000, 3.0000000000000000E+003, 1.0999999940395355E-002, 2.3999999463558197E-001, 3.2000000000000000E+002, 1.0000000000000000E+000,1, 3.7880909442901611E+000, 9.9999988451600075E-003, 2.8596816719073104E-006, 6.3190390420242437E-012,-4.2509338271656816E-009, 4.4174861162900925E-002, 4.9787666648626328E-003
convective_land,1, 6.0000000000000000E+001, 0.0000000000000000E+000, 6.0000000000000000E+001, 3.0000000000000000E+000,-1.5000000000000000E+000, 3.0300000000000000E+002, 1.4800000004470348E-002, 3.0300000000000000E+002, 3.0573547363281250E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1000000238418579E-001, 4.6999999880790710E-001, 1.3999999761581421E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 0.0000000000000000E+000, 8.3444252014160156E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1000000238418579E-001, 4.6999999880790710E-001
convective_land,2, 7.2000000000000000E+001, 6.0000000000000000E+001, 1.3200000000000000E+002, 3.8499999046325684E+000,-1.2000000476837158E+000, 3.0273999023437500E+002, 1.4100000262260437E-002, 3.0277999877929688E+002, 3.0538418579101562E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2100000977516174E-001, 4.6099999547004700E-001, 1.3099999427795410E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 2.7864233016967773E+001, 1.4203592300415039E+001, 4.0902537107467651E-001, 2.9651041586475912E-006, 1.1012732284143567E-003, 7.4768018722534180E-001, 1.1603058576583862E+000
convective_land,3, 8.4000000000000000E+001, 1.3200000000000000E+002, 2.1600000000000000E+002, 4.6999998092651367E+000,-8.9999997615814209E-001, 3.0248001098632812E+002, 1.3399999588727951E-002, 3.0255999755859375E+002, 3.0503311157226562E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3200001716613770E-001, 4.5199999213218689E-001, 1.2200000286102295E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 5.8220180511474609E+001, 2.5000001907348633E+001, 7.5958317518234253E-001, 5.5060340855561662E-006, 2.0450649317353964E-003, 7.7334773540496826E-001, 1.2048133611679077E+000
convective_land,4, 9.6000000000000000E+001, 2.1600000000000000E+002, 3.1200000000000000E+002, 5.5500001907348633E+000,-5.9999996423721313E-001, 3.0222000122070312E+002, 1.2699999846518040E-002, 3.0233999633789062E+002, 3.0468225097656250E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4299999475479126E-001, 4.4299998879432678E-001, 1.1299999952316284E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 7.8032791137695312E+001, 2.5000001907348633E+001, 9.5484697818756104E-001, 6.9207035267027095E-006, 2.5706444866955280E-003, 7.9426169395446777E-001, 1.2410861253738403E+000
convective_land,5, 1.0800000000000000E+002, 3.1200000000000000E+002, 4.2000000000000000E+002, 6.4000000953674316E+000,-2.9999995231628418E-001, 3.0195999145507812E+002, 1.2000000104308128E-002, 3.0211999511718750E+002, 3.0433151245117188E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5400000214576721E-001, 4.3400001525878906E-001, 1.0399999618530273E+000, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 8.7908836364746094E+001, 2.5000001907348633E+001, 9.1403108835220337E-001, 6.6248703660676256E-006, 2.4607595987617970E-003, 8.1160199642181396E-001, 1.2711659669876099E+000
convective_land,6, 1.2000000000000000E+002, 4.2000000000000000E+002, 5.4000000000000000E+002, 7.2500000000000000E+000, 0.0000000000000000E+000, 3.0169998168945312E+002, 1.1300000362098217E-002, 3.0189999389648438E+002, 3.0398098754882812E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.6500000953674316E-001, 4.2500001192092896E-001, 9.4999992847442627E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 9.2574287414550781E+001, 2.5000001907348633E+001, 8.1314235925674438E-001, 5.8942687246599235E-006, 2.1892646327614784E-003, 8.2621681690216064E-001, 1.2965210676193237E+000
convective_land,7, 1.3200000000000000E+002, 5.4000000000000000E+002, 6.7200000000000000E+002, 8.1000003814697266E+000, 3.0000007152557373E-001, 3.0144000244140625E+002, 1.0600000619888306E-002, 3.0167999267578125E+002, 3.0363067626953125E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7599998712539673E-001, 4.1600000858306885E-001, 8.5999995470046997E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 9.4874275207519531E+001, 2.5000001907348633E+001, 6.7406666278839111E-001, 4.8862698349694256E-006, 1.8148474628105760E-003, 8.3869087696075439E-001, 1.3181644678115845E+000
convective_land,8, 1.4400000000000000E+002, 6.7200000000000000E+002, 8.1600000000000000E+002, 8.9500007629394531E+000, 6.0000014305114746E-001, 3.0117999267578125E+002, 9.8999999463558197E-003, 3.0145999145507812E+002, 3.0328051757812500E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8699999451637268E-001, 4.0700000524520874E-001, 7.6999998092651367E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 9.6095787048339844E+001, 1.6937471389770508E+001, 3.1697556376457214E-001, 2.2846329557069112E-006, 8.4551773034036160E-004, 8.4948658943176270E-001, 1.3368974924087524E+000
convective_land,9, 1.5600000000000000E+002, 8.1600000000000000E+002, 9.7200000000000000E+002, 9.8000001907348633E+000, 9.0000009536743164E-001, 3.0183999633789062E+002, 9.2000002041459084E-003, 3.0216000366210938E+002, 3.0385574340820312E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9800000190734863E-001, 3.9800000190734863E-001, 6.7999994754791260E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 7.2959480285644531E+001, 2.1308410167694092E-001, 8.9634256437420845E-003, 1.0082707113667766E-008,-9.5066079666139558E-006, 3.8616891950368881E-002, 3.4559997729957104E-003
convective_land,10, 1.6800000000000000E+002, 9.7200000000000000E+002, 1.1400000000000000E+003, 1.0649999618530273E+001, 1.2000000476837158E+000, 3.0250000000000000E+002, 8.5000004619359970E-003, 3.0285998535156250E+002, 3.0443032836914062E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0900000929832458E-001, 3.8899999856948853E-001, 5.8999991416931152E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 7.6682105064392090E+000, 9.9999988451600075E-003, 4.7248369810404256E-005, 5.3148367651356665E-011,-5.0111612637238068E-008, 3.6981906741857529E-002, 3.0685747042298317E-003
convective_land,11, 1.8000000000000000E+002, 1.1400000000000000E+003, 1.3200000000000000E+003, 1.1500000000000000E+001, 1.5000000000000000E+000, 3.0316000366210938E+002, 7.8000002540647984E-003, 3.0355999755859375E+002, 3.0500433349609375E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2000001668930054E-001, 3.7999999523162842E-001, 4.9999994039535522E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 2.7037441730499268E+000, 9.9999988451600075E-003, 3.7335803426685743E-006, 4.1999724011143602E-012,-3.9599159507019976E-009, 3.5539776086807251E-002, 2.7486572507768869E-003
convective_land,12, 1.9200000000000000E+002, 1.3200000000000000E+003, 1.5120000000000000E+003, 1.2350000381469727E+001, 1.8000001907348633E+000, 3.0381997680664062E+002, 7.1000000461935997E-003, 3.0425997924804688E+002, 3.0557772827148438E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.3099999427795410E-001, 3.7099999189376831E-001, 4.0999996662139893E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 2.5936431884765625E+000, 9.9999988451600075E-003, 2.8619615477509797E-006, 3.2195075598540068E-012,-3.0354745383931458E-009, 3.4258414059877396E-002, 2.4811774492263794E-003
convective_land,13, 2.0400000000000000E+002, 1.5120000000000000E+003, 1.7160000000000000E+003, 1.3200000762939453E+001, 2.1000001430511475E+000, 3.0447998046875000E+002, 6.4000003039836884E-003, 3.0495999145507812E+002, 3.0615054321289062E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4200000166893005E-001, 3.6199998855590820E-001, 3.1999993324279785E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 2.6149454116821289E+000, 9.9999988451600075E-003, 2.3898837753222324E-006, 2.6882001399192168E-012,-2.5346569287876264E-009, 3.3110208809375763E-002, 2.2544893436133862E-003
convective_land,14, 2.1600000000000000E+002, 1.7160000000000000E+003, 1.9320000000000000E+003, 1.4050000190734863E+001, 2.4000000953674316E+000, 3.0514001464843750E+002, 5.7000005617737770E-003, 3.0566000366210938E+002, 3.0672277832031250E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5300000905990601E-001, 3.5299998521804810E-001, 2.2999989986419678E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 2.6869416236877441E+000, 9.9999988451600075E-003, 2.0624725038942415E-006, 2.3200022632174910E-012,-2.1874506650476633E-009, 3.2076343894004822E-002, 2.0607248879969120E-003
convective_land,15, 2.2800000000000000E+002, 1.9320000000000000E+003, 2.1600000000000000E+003, 1.4900000572204590E+001, 2.7000002861022949E+000, 3.0579998779296875E+002, 4.9999998882412910E-003, 3.0635998535156250E+002, 3.0729437255859375E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.6399998664855957E-001, 3.4400001168251038E-001, 1.3999998569488525E-001, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 2.7620732784271240E+000, 9.9999988451600075E-003, 2.1268585896905279E-006, 2.3925462305784961E-012,-2.2557942180867485E-009, 3.1142838299274445E-002, 1.8940885784104466E-003
convective_land,16, 2.4000000000000000E+002, 2.1600000000000000E+003, 2.4000000000000000E+003, 1.5750000000000000E+001, 3.0000000000000000E+000, 3.0645999145507812E+002, 4.3000001460313797E-003, 3.0705999755859375E+002, 3.0786541748046875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7499999403953552E-001, 3.3500000834465027E-001, 5.0000000745058060E-002, 1.0000000000000000E+000, 3.0000000000000000E+003,-8.5000004619359970E-003, 5.1999998092651367E-001, 9.0000000000000000E+002, 9.3999999761581421E-001,1, 2.7620544433593750E+000, 9.9999988451600075E-003, 2.1268585896905279E-006, 2.3925462305784961E-012,-2.2557942180867485E-009, 3.0291136354207993E-002, 1.7487565055489540E-003
restart_water,1, 6.0000000000000000E+001, 0.0000000000000000E+000, 6.0000000000000000E+001, 3.0000000000000000E+000,-1.5000000000000000E+000, 2.9500000000000000E+002, 1.1500000022351742E-002, 2.9500000000000000E+002, 2.9706942749023438E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1000000238418579E-001, 4.6999999880790710E-001, 2.7000000476837158E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 0.0000000000000000E+000, 2.7000000476837158E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1000000238418579E-001, 4.6999999880790710E-001
restart_water,2, 7.2000000000000000E+001, 6.0000000000000000E+001, 1.3200000000000000E+002, 3.8499999046325684E+000,-1.2000000476837158E+000, 2.9486999511718750E+002, 1.0950000025331974E-002, 2.9489999389648438E+002, 2.9686978149414062E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2100000977516174E-001, 4.6099999547004700E-001, 2.5399999618530273E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 2.3308034896850586E+001, 2.5399999618530273E+000, 6.3266709446907043E-002, 1.1323517128403182E-006, 2.6765684015117586E-004, 6.6211050748825073E-001, 1.0120227336883545E+000
restart_water,3, 8.4000000000000000E+001, 1.3200000000000000E+002, 2.1600000000000000E+002, 4.6999998092651367E+000,-8.9999997615814209E-001, 2.9473999023437500E+002, 1.0400000028312206E-002, 2.9479998779296875E+002, 2.9667019653320312E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3200001716613770E-001, 4.5199999213218689E-001, 2.3800001144409180E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 4.8674915313720703E+001, 2.3800001144409180E+000, 1.2892527878284454E-001, 2.3080647224560380E-006, 5.4549780907109380E-004, 6.9007927179336548E-001, 1.0604714155197144E+000
restart_water,4, 9.6000000000000000E+001, 2.1600000000000000E+002, 3.1200000000000000E+002, 5.5500001907348633E+000,-5.9999996423721313E-001, 2.9461001586914062E+002, 9.8500000312924385E-003, 2.9470001220703125E+002, 2.9647073364257812E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4299999475479126E-001, 4.4299998879432678E-001, 2.2200000286102295E+000, 2.0000000000000000E+000, 3.0000000000000000E+003,-3.1999999191612005E-003, 3.6000001430511475E-001, 6.4000000000000000E+002, 8.7999999523162842E-001,0, 6.6950332641601562E+001, 2.2200000286102295E+000, 1.6014328598976135E-001, 2.8669658149738098E-006, 6.7758787190541625E-004, 7.1376025676727295E-001, 1.1015071868896484E+000
