case,itimestep,isfflx,dx,xland,snowh,u1,v1,t1,qv1,p1,rho1,dz1,u2,v2,dz2,psfc,tsk,pblh,mavail,hfx_input,qfx_input,znt_input,qsfc_input,ust_input,mol_input,ustm_input,regime,zol,rmol,ust,ustm,mol,psim,psih,chs,chs2,cqs2,ch,flhc,flqc,qgh,qsfc,hfx,qfx,lh,u10,v10,th2,t2,q2,gz1oz0,wspd,br,ck,cka,cd,cda,wstar,qstar,cpm,znt
thin_land_log10_wind,1,1, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000000000000E+000, 5.0000000000000000E-001, 2.9600000000000000E+002, 7.4999998323619366E-003, 9.9850000000000000E+004, 1.1700706481933594E+000, 3.0000000000000000E+000, 2.5999999046325684E+000, 6.9999998807907104E-001, 4.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.6000000000000000E+002, 5.0000000000000000E-001,-1.4000000000000000E+001,-6.0000002122251317E-007, 1.9999999552965164E-002, 7.4441679753363132E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 3.2335355877876282E-001, 2.1556903421878815E-001, 6.7164935171604156E-002, 6.7164935171604156E-002, 2.9211506247520447E-001,-1.8126170635223389E+000,-2.4338846206665039E+000, 3.8095335476100445E-003, 3.3732824958860874E-003, 3.3743323292583227E-003, 3.8095335476100445E-003, 4.5056896209716797E+000, 2.2297534160315990E-003, 1.7826853320002556E-002, 7.4441679753363132E-003,-2.3100597381591797E+001,-2.0766196921762070E-012,-5.1915490075771231E-006, 2.8788073062896729E+000, 7.1970182657241821E-001, 2.9783596801757812E+002, 2.9783596801757812E+002, 7.4999998323619366E-003, 4.3307332992553711E+000, 2.0615527629852295E+000, 6.0216855257749557E-002, 6.9086166331544518E-004, 3.6947652697563171E-003, 6.8487273529171944E-004, 4.2394488118588924E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0108283081054688E+003, 1.9999999552965164E-002
midres_water,1,1, 5.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 3.0000000000000000E+000, 2.9200000000000000E+002, 8.5000004619359970E-003, 9.9000000000000000E+004, 1.1753014326095581E+000, 1.8000000000000000E+001, 1.1000000000000000E+001, 3.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 4.2000000000000000E+002, 1.0000000000000000E+000,-1.0000000000000000E+001, 1.9999999494757503E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 1.6010636091232300E-001, 1.7789594829082489E-002, 1.4113870263099670E-001, 1.4113870263099670E-001, 1.0569173097610474E-001,-9.2738926410675049E-001,-1.3107964992523193E+000, 4.4388943351805210E-003, 5.5316574871540070E-003, 5.5316393263638020E-003, 4.4388943351805210E-003, 5.2779331207275391E+000, 5.2170362323522568E-003, 1.3969942927360535E-002, 1.1265649460256100E-002,-2.0265632629394531E+001, 1.5098156836756971E-005, 3.7745391845703125E+001, 9.0757350921630859E+000, 3.0252449512481689E+000, 2.9208117675781250E+002, 2.9208117675781250E+002, 8.9250002056360245E-003, 1.2520649909973145E+001, 9.4868326187133789E+000, 1.1257746256887913E-002, 9.0454128803685308E-004, 9.3546923017129302E-004, 8.5844646673649549E-004, 8.8471238268539310E-004, 0.0000000000000000E+000,-8.9234426617622375E-002, 1.0116721801757812E+003, 3.2854502933332697E-005
coarse_water,1,1, 5.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.1000000000000000E+001, 2.0000000000000000E+000, 2.9900000000000000E+002, 1.3000000268220901E-002, 9.8500000000000000E+004, 1.1389527320861816E+000, 6.0000000000000000E+001, 1.3000000000000000E+001, 2.4000000953674316E+000, 9.0000000000000000E+001, 1.0000000000000000E+005, 3.0400000000000000E+002, 1.2000000000000000E+003, 1.0000000000000000E+000, 1.3000000000000000E+002, 9.0000001364387572E-005, 1.9999999494757503E-004, 0.0000000000000000E+000, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 4.0000000000000000E+000,-7.3505789041519165E-001,-2.4501929059624672E-002, 1.7896673083305359E-001, 1.7582689225673676E-001,-2.4009823799133301E-001, 9.6153759956359863E-001, 1.6573126316070557E+000, 6.5350751392543316E-003, 7.4622360989451408E-003, 7.4622100219130516E-003, 6.5350756049156189E-003, 7.5582814216613770E+000, 7.4431407265365124E-003, 2.1766735240817070E-002, 2.8190687298774719E-002, 2.8011404037475586E+001, 1.1915319919353351E-004, 2.9788299560546875E+002, 1.0428844451904297E+001, 1.8961534500122070E+000, 3.0075442504882812E+002, 3.0075442504882812E+002, 1.3650000095367432E-002, 1.3682594299316406E+001, 1.1380049705505371E+001,-4.9758363515138626E-002, 1.2565358774736524E-003, 1.1481932597234845E-003, 1.0999847436323762E-003, 9.8872056696563959E-004, 2.1226236820220947E+000,-5.6078875064849854E-001, 1.0154691772460938E+003, 3.4264685382368043E-005
strong_stable_land,2,1, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1650869846343994E+000, 4.0000000000000000E+001, 8.0000000000000000E+000, 1.3999999761581421E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8000000000000000E+002, 2.5000000000000000E+002, 4.4999998807907104E-001,-2.2933618545532227E+001,-3.0037701926471927E-013, 1.0000000149011612E-001, 5.9642144478857517E-003, 5.8982882648706436E-002, 3.3176341652870178E-001, 5.8982882648706436E-002, 1.0000000000000000E+000, 6.1251950263977051E+000, 3.0625975131988525E-001, 8.8991738855838776E-002, 8.8991738855838776E-002, 3.2690653204917908E-001,-1.5142854690551758E+001,-1.3489358901977539E+001, 1.8290109001100063E-003, 4.6788803301751614E-003, 4.6933880075812340E-003, 1.8290109001100063E-003, 2.1513345241546631E+000, 9.5905043417587876E-004, 1.6893278807401657E-002, 5.9642144478857517E-003,-3.4095054626464844E+001,-4.4659265977138596E-013,-1.1164815987285692E-006, 4.5831465721130371E+000, 7.6385778188705444E-001, 2.8619522094726562E+002, 2.8619522094726562E+002, 5.9999995864927769E-003, 5.3033046722412109E+000, 6.0827627182006836E+000, 2.8509205579757690E-001, 6.6849763970822096E-004, 4.0213245665654540E-004, 6.5595109481364489E-004, 3.8273350219242275E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0095627441406250E+003, 1.0000000149011612E-001
clipped_stable_land,2,1, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000476837158E+000, 4.0000000596046448E-001, 2.9500000000000000E+002, 4.9999998882412910E-003, 9.9200000000000000E+004, 1.1681410074234009E+000, 4.0000000000000000E+001, 2.0000000000000000E+000, 6.9999998807907104E-001, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.7800000000000000E+002, 1.8000000000000000E+002, 4.0000000596046448E-001,-3.1589329242706299E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 4.9751242622733116E-003, 9.3343742191791534E-003, 2.8807267546653748E-001, 9.3343742191791534E-003, 1.0000000000000000E+000, 2.0000000000000000E+001, 1.0000000000000000E+000, 1.3951561413705349E-002, 1.3951561413705349E-002, 2.8807267546653748E-001,-2.1944866180419922E+001,-1.9029552459716797E+001, 2.2666539007332176E-004, 5.0493050366640091E-004, 5.0547823775559664E-004, 2.2666540462523699E-004, 2.6708573102951050E-001, 1.0591621685307473E-004, 1.6858296468853951E-002, 4.9751242622733116E-003,-4.7214789390563965E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8495334386825562E-001, 3.2831779122352600E-001, 2.8593560791015625E+002, 2.8593560791015625E+002, 4.9999998882412910E-003, 5.3033046722412109E+000, 1.2649110555648804E+000, 4.0000000000000000E+000, 3.5460022627376020E-004, 2.3851024161558598E-004, 3.1987219699658453E-004, 2.1549900702666491E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0087188720703125E+003, 1.0000000149011612E-001
damped_stable_land,2,1, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 7.0000002160668373E-003, 9.9500000000000000E+004, 1.1782591342926025E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 4.0000000000000000E+002, 5.5000001192092896E-001,-1.7787179946899414E+001, 0.0000000000000000E+000, 1.0000000149011612E-001, 6.9513409398496151E-003, 1.3323371112346649E-001, 1.1261259019374847E-001, 1.3323371112346649E-001, 2.0000000000000000E+000, 3.8007676601409912E-001, 1.9003838300704956E-002, 2.0408704876899719E-001, 2.0408704876899719E-001, 1.0681667178869247E-001,-2.1150586605072021E+000,-2.7844734191894531E+000, 8.9706154540181160E-003, 1.8634619191288948E-002, 1.8766503781080246E-002, 8.9706163853406906E-003, 1.0679703712463379E+001, 5.8153681457042694E-003, 1.4812489040195942E-002, 6.9513409398496151E-003,-2.5844049453735352E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8468091487884521E+000, 7.6936185359954834E-001, 2.9216494750976562E+002, 2.9216494750976562E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 6.2498316168785095E-002, 3.9196796715259552E-003, 2.3708827793598175E-003, 4.9118199385702610E-003, 2.9073930345475674E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
neutral_land,2,1, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 4.0000000000000000E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 8.0000003799796104E-003, 1.0000000000000000E+005, 1.1754503250122070E+000, 4.0000000000000000E+001, 5.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 6.0000000000000000E+002, 5.5000001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 7.9365083947777748E-003, 1.5089933574199677E-001, 0.0000000000000000E+000, 1.5089933574199677E-001, 3.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2629901766777039E-001, 2.2629901766777039E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4200663194060326E-002, 2.1994590759277344E-002, 2.2165874019265175E-002, 1.4200662262737751E-002, 1.6879962921142578E+001, 9.1854166239500046E-003, 1.6719803214073181E-002, 7.9365083947777748E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4809393882751465E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 2.9500000000000000E+002, 8.0000003799796104E-003, 5.3033046722412109E+000, 4.0000000000000000E+000, 0.0000000000000000E+000, 6.1040571890771389E-003, 4.7354646958410740E-003, 7.5119710527360439E-003, 5.6888810358941555E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0112501831054688E+003, 1.0000000149011612E-001
free_convective_land,2,1, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9900000000000000E+002, 1.2000000104308128E-002, 9.8500000000000000E+004, 1.1396236419677734E+000, 4.4000000000000000E+001, 4.0000000000000000E+000, 1.3999999761581421E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 3.0900000000000000E+002, 1.5000000000000000E+003, 7.5000000000000000E-001, 2.6844802856445312E+002, 0.0000000000000000E+000, 1.1999999731779099E-001, 1.1857707984745502E-002, 2.2752001881599426E-001,-1.0277682542800903E+000, 2.2752001881599426E-001, 4.0000000000000000E+000,-1.1074992418289185E+000,-5.0340875983238220E-002, 3.3389240503311157E-001, 3.3389240503311157E-001,-7.4651342630386353E-001, 1.1496592760086060E+000, 1.9417103528976440E+000, 2.8425035998225212E-002, 3.5325180739164352E-002, 3.5740368068218231E-002, 2.8425035998225212E-002, 3.2867614746093750E+001, 2.4316741153597832E-002, 2.1766735240817070E-002, 1.1857707984745502E-002, 2.8614724731445312E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7003238201141357E+000, 9.0010797977447510E-001, 3.0199450683593750E+002, 3.0199450683593750E+002, 1.2000000104308128E-002, 5.2167458534240723E+000, 4.4764871597290039E+000,-3.1449490785598755E-001, 9.7356662154197693E-003, 8.3801671862602234E-003, 1.1938888579607010E-002, 9.6728214994072914E-003, 3.1684281826019287E+000, 0.0000000000000000E+000, 1.0146253662109375E+003, 1.1999999731779099E-001
land_qsfc_unset,2,1, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 2.0000000000000000E+000, 2.9700000000000000E+002, 8.9999996125698090E-003, 9.9000000000000000E+004, 1.1551717519760132E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 2.5999999046325684E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 3.0200000000000000E+002, 9.0000000000000000E+002, 5.0000000000000000E-001, 1.2815872192382812E+002, 2.5544888922013342E-004, 1.0000000149011612E-001, 2.5077208876609802E-002, 2.6589399576187134E-001,-7.0968401432037354E-001, 2.6589399576187134E-001, 4.0000000000000000E+000,-5.2223068475723267E-001,-2.6111533865332603E-002, 3.9362704753875732E-001, 3.9362704753875732E-001,-5.3907543420791626E-001, 7.9967427253723145E-001, 1.4207792282104492E+000, 2.9731661081314087E-002, 3.8049597293138504E-002, 3.8390029221773148E-002, 2.9731661081314087E-002, 3.4760547637939453E+001, 1.7184825614094734E-002, 1.9138988107442856E-002, 2.5077208876609802E-002, 1.4411497497558594E+002, 2.8736898093484342E-004, 7.1842242431640625E+002, 4.5267000198364258E+000, 1.8106801509857178E+000, 2.9876040649414062E+002, 2.9876040649414062E+002, 9.4499988481402397E-003, 5.3033046722412109E+000, 5.8700332641601562E+000,-1.3643620908260345E-001, 7.7794948592782021E-003, 6.7133749835193157E-003, 9.6243405714631081E-003, 7.8885005787014961E-003, 2.3360846042633057E+000,-1.2204164266586304E+000, 1.0120940551757812E+003, 1.0000000149011612E-001
thin_land_level2_wind,2,1, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.5000000000000000E+000, 8.0000001192092896E-001, 2.9400000000000000E+002, 6.5000001341104507E-003, 9.9800000000000000E+004, 1.1781440973281860E+000, 6.0000000000000000E+000, 3.2000000476837158E+000, 1.0000000000000000E+000, 1.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 3.0000000000000000E+002, 5.0000000000000000E-001,-2.6409019470214844E+001, 1.4614778571370168E-012, 5.0000000745058060E-002, 6.4580230973660946E-003, 8.9798949658870697E-002, 2.4812583625316620E-001, 8.9798949658870697E-002, 2.0000000000000000E+000, 2.9092049598693848E-001, 9.6973501145839691E-002, 1.3620507717132568E-001, 1.3620507717132568E-001, 2.4144585430622101E-001,-1.6387866735458374E+000,-2.2357175350189209E+000, 7.8588500618934631E-003, 9.3042468652129173E-003, 9.3215582892298698E-003, 7.8588500618934631E-003, 9.3513040542602539E+000, 4.6343063004314899E-003, 1.5732189640402794E-002, 6.4580230973660946E-003,-3.8978225708007812E+001, 2.1580170376372942E-012, 5.3950425353832543E-006, 3.2000000476837158E+000, 1.0000000000000000E+000, 2.9352069091796875E+002, 2.9352069091796875E+002, 6.5000001341104507E-003, 4.1108736991882324E+000, 2.6248810291290283E+000, 6.0761619359254837E-002, 1.3684175210073590E-003, 4.0182857774198055E-003, 1.5097426949068904E-003, 4.8398911021649837E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0099846191406250E+003, 5.0000000745058060E-002
thin_land_log10_wind,2,1, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000000000000E+000, 5.0000000000000000E-001, 2.9600000000000000E+002, 7.4999998323619366E-003, 9.9850000000000000E+004, 1.1700706481933594E+000, 3.0000000000000000E+000, 2.5999999046325684E+000, 6.9999998807907104E-001, 4.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.6000000000000000E+002, 5.0000000000000000E-001,-2.3100597381591797E+001,-2.0766196921762070E-012, 1.9999999552965164E-002, 7.4441679753363132E-003, 6.7164935171604156E-002, 2.9211506247520447E-001, 6.7164935171604156E-002, 2.0000000000000000E+000, 3.2162150740623474E-001, 2.1441434323787689E-001, 1.0079826414585114E-001, 1.0079826414585114E-001, 2.9125291109085083E-001,-1.8033986091613770E+000,-2.4238502979278564E+000, 5.7003111578524113E-003, 5.0510279834270477E-003, 5.0527397543191910E-003, 5.7003111578524113E-003, 6.7419886589050293E+000, 3.3365797717124224E-003, 1.7826853320002556E-002, 7.4441679753363132E-003,-3.4566066741943359E+001,-3.1074320634011388E-012,-7.7685799624305218E-006, 2.8788073062896729E+000, 7.1970182657241821E-001, 2.9783596801757812E+002, 2.9783596801757812E+002, 7.4999998323619366E-003, 4.3307332992553711E+000, 2.0615527629852295E+000, 6.0216855257749557E-002, 6.9189688656479120E-004, 3.6895489320158958E-003, 6.8761192960664630E-004, 4.2522014118731022E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0108283081054688E+003, 1.9999999552965164E-002
midres_water,2,1, 5.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 9.0000000000000000E+000, 3.0000000000000000E+000, 2.9200000000000000E+002, 8.5000004619359970E-003, 9.9000000000000000E+004, 1.1753014326095581E+000, 1.8000000000000000E+001, 1.1000000000000000E+001, 3.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 4.2000000000000000E+002, 1.0000000000000000E+000,-2.0265632629394531E+001, 1.5098156836756971E-005, 3.2854502933332697E-005, 1.1265649460256100E-002, 1.4113870263099670E-001, 1.0569173097610474E-001, 1.4113870263099670E-001, 2.0000000000000000E+000, 1.5928627550601959E-001, 1.7698474228382111E-002, 2.1205924451351166E-001, 2.1205924451351166E-001, 1.0574341565370560E-001,-9.2281240224838257E-001,-1.3045808076858521E+000, 6.6726477816700935E-003, 8.3125242963433266E-003, 8.3124972879886627E-003, 6.6726477816700935E-003, 7.9339103698730469E+000, 7.8423684462904930E-003, 1.3969942927360535E-002, 1.1265649460256100E-002,-3.0463766098022461E+001, 2.2695896404911764E-005, 5.6739742279052734E+001, 9.0759372711181641E+000, 3.0253124237060547E+000, 2.9208221435546875E+002, 2.9208221435546875E+002, 8.9250002056360245E-003, 1.2487095832824707E+001, 9.4868326187133789E+000, 1.1257746256887913E-002, 9.0757972793653607E-004, 9.3858788022771478E-004, 8.6332217324525118E-004, 8.8975072139874101E-004, 0.0000000000000000E+000,-8.9278057217597961E-002, 1.0116721801757812E+003, 3.3975618862314150E-005
coarse_water,2,1, 5.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.1000000000000000E+001, 2.0000000000000000E+000, 2.9900000000000000E+002, 1.3000000268220901E-002, 9.8500000000000000E+004, 1.1389527320861816E+000, 6.0000000000000000E+001, 1.3000000000000000E+001, 2.4000000953674316E+000, 9.0000000000000000E+001, 1.0000000000000000E+005, 3.0400000000000000E+002, 1.2000000000000000E+003, 1.0000000000000000E+000, 2.8011404037475586E+001, 1.1915319919353351E-004, 3.4264685382368043E-005, 2.8190687298774719E-002, 1.7896673083305359E-001,-2.4009823799133301E-001, 1.7582689225673676E-001, 4.0000000000000000E+000,-6.9960087537765503E-001,-2.3320028558373451E-002, 2.7078750729560852E-001, 2.6762413978576660E-001,-2.3465240001678467E-001, 9.3820261955261230E-001, 1.6227395534515381E+000, 9.6636889502406120E-003, 1.1024028994143009E-002, 1.1024011299014091E-002, 9.6636889502406120E-003, 1.1176746368408203E+001, 1.1006481945514679E-002, 2.1766735240817070E-002, 2.8190687298774719E-002, 4.1421634674072266E+001, 1.7619680147618055E-004, 4.4049200439453125E+002, 1.0409523010253906E+001, 1.8926405906677246E+000, 3.0075125122070312E+002, 3.0075125122070312E+002, 1.3650000095367432E-002, 1.3380801200866699E+001, 1.1279473304748535E+001,-5.0649683922529221E-002, 1.2576383305713534E-003, 1.1472634505480528E-003, 1.1540417326614261E-003, 1.0334699181839824E-003, 1.4921543598175049E+000,-5.4806911945343018E-001, 1.0154691772460938E+003, 4.6335480874404311E-005
strong_stable_land,1,0, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1650869846343994E+000, 4.0000000000000000E+001, 8.0000000000000000E+000, 1.3999999761581421E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8000000000000000E+002, 2.5000000000000000E+002, 4.4999998807907104E-001,-2.5000000000000000E+001,-9.9999999747524271E-007, 1.0000000149011612E-001, 5.9642144478857517E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 6.3335766792297363E+000, 3.1667882204055786E-001, 5.8982882648706436E-002, 5.8982882648706436E-002, 3.3176341652870178E-001,-1.5339714050292969E+001,-1.3586357116699219E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6893278807401657E-002, 5.9642144478857517E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5953416824340820E+000, 7.6589030027389526E-001, 2.8604736328125000E+002, 2.8604736328125000E+002, 5.9999995864927769E-003, 5.3033046722412109E+000, 6.0827627182006836E+000, 2.8509205579757690E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0095627441406250E+003, 1.0000000149011612E-001
clipped_stable_land,1,0, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000476837158E+000, 4.0000000596046448E-001, 2.9500000000000000E+002, 4.9999998882412910E-003, 9.9200000000000000E+004, 1.1681410074234009E+000, 4.0000000000000000E+001, 2.0000000000000000E+000, 6.9999998807907104E-001, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.7800000000000000E+002, 1.8000000000000000E+002, 4.0000000596046448E-001,-1.5000000000000000E+001,-8.0000000934887794E-007, 1.0000000149011612E-001, 4.9751242622733116E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 1.0000000000000000E+000, 2.0000000000000000E+001, 1.0000000000000000E+000, 9.3343742191791534E-003, 9.3343742191791534E-003, 2.8807267546653748E-001,-2.1944866180419922E+001,-1.9029552459716797E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6858296468853951E-002, 4.9751242622733116E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8495334386825562E-001, 3.2831779122352600E-001, 2.8593560791015625E+002, 2.8593560791015625E+002, 4.9999998882412910E-003, 5.3033046722412109E+000, 1.2649110555648804E+000, 2.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0087188720703125E+003, 1.0000000149011612E-001
damped_stable_land,1,0, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 7.0000002160668373E-003, 9.9500000000000000E+004, 1.1782591342926025E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 4.0000000000000000E+002, 5.5000001192092896E-001,-1.0000000000000000E+001,-4.9999999873762135E-007, 1.0000000149011612E-001, 6.9513409398496151E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 2.0000000000000000E+000, 4.2563539743423462E-001, 2.1281769499182701E-002, 1.3323371112346649E-001, 1.3323371112346649E-001, 1.1261259019374847E-001,-2.3538167476654053E+000,-3.0408904552459717E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4812489040195942E-002, 6.9513409398496151E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8085076808929443E+000, 7.6170152425765991E-001, 2.9203588867187500E+002, 2.9203588867187500E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 6.2498316168785095E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
neutral_land,1,0, 5.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 4.0000000000000000E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 8.0000003799796104E-003, 1.0000000000000000E+005, 1.1754503250122070E+000, 4.0000000000000000E+001, 5.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 6.0000000000000000E+002, 5.5000001192092896E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 7.9365083947777748E-003, 9.9999997473787516E-005, 0.0000000000000000E+000, 9.9999997473787516E-005, 3.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5089933574199677E-001, 1.5089933574199677E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6719803214073181E-002, 7.9365083947777748E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4809393882751465E+000, 0.0000000000000000E+000, 2.9500000000000000E+002, 2.9500000000000000E+002, 8.0000003799796104E-003, 5.3033046722412109E+000, 4.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0112501831054688E+003, 1.0000000149011612E-001
