case,isftcflx,itimestep,isfflx,dx,xland,snowh,u1,v1,t1,qv1,p1,rho1,dz1,u2,v2,dz2,psfc,tsk,pblh,mavail,hfx_input,qfx_input,znt_input,qsfc_input,ust_input,mol_input,ustm_input,regime,zol,rmol,ust,ustm,mol,psim,psih,chs,chs2,cqs2,ch,flhc,flqc,qgh,qsfc,hfx,qfx,lh,u10,v10,th2,t2,q2,gz1oz0,wspd,br,ck,cka,cd,cda,wstar,qstar,cpm,znt
control_land,0,1,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 7.0000002160668373E-003, 9.9000000000000000E+004, 1.1643902063369751E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.5000000000000000E+002, 5.0000000000000000E-001,-2.0000000000000000E+001,-8.9999997499035089E-007, 1.0000000149011612E-001, 6.9513409398496151E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 2.0000000000000000E+000, 1.2534313201904297E+000, 6.2671564519405365E-002, 1.8891337513923645E-001, 1.8891337513923645E-001, 1.5003724396228790E-001,-6.1663303375244141E+000,-6.4440212249755859E+000, 5.8215237222611904E-003, 1.4209962449967861E-002, 1.4302279800176620E-002, 5.8215237222611904E-003, 6.8490653038024902E+000, 3.3901848364621401E-003, 1.6893278807401657E-002, 6.9513409398496151E-003,-3.3206512451171875E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4834496974945068E+000, 6.9668990373611450E-001, 2.9298626708984375E+002, 2.9298626708984375E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 1.2418857961893082E-001, 2.0234335679560900E-003, 1.0749851353466511E-003, 2.5057732127606869E-003, 1.2162441853433847E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
control_snow_land,0,1,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 4.0000001899898052E-003, 9.9300000000000000E+004, 1.1780083179473877E+000, 4.0000000000000000E+001, 5.1999998092651367E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8800000000000000E+002, 2.2000000000000000E+002, 6.0000002384185791E-001,-1.2000000000000000E+001,-6.0000002122251317E-007, 1.0000000149011612E-001, 3.9840643294155598E-003, 2.0000000298023224E-001, 0.0000000000000000E+000, 2.0000000298023224E-001, 1.0000000000000000E+000, 2.1989002227783203E+000, 1.0994501411914825E-001, 1.5702290832996368E-001, 1.5702290832996368E-001, 1.0680854320526123E-001,-9.1579208374023438E+000,-8.7840967178344727E+000, 2.9937289655208588E-003, 5.3823604248464108E-003, 5.5113472044467926E-003, 2.9937289655208588E-003, 3.5544106960296631E+000, 2.1393713541328907E-003, 1.4843034557998180E-002, 3.9840643294155598E-003,-1.9864370346069336E+001, 9.9622241879482321E-013, 2.4905559712351533E-006, 2.8079526424407959E+000, 7.0198816061019897E-001, 2.9110845947265625E+002, 2.9110845947265625E+002, 4.0000001899898052E-003, 5.3033046722412109E+000, 4.1231055259704590E+000, 2.2022536396980286E-001, 9.1817713109776378E-004, 5.3318560821935534E-004, 1.5525664202868938E-003, 7.6508522033691406E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0078751831054688E+003, 1.0000000149011612E-001
calm_water,0,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 0.0000000000000000E+000, 2.9200000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1770570278167725E+000, 1.8000000000000000E+001, 1.0000000149011612E-001, 0.0000000000000000E+000, 2.8000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+000,-3.2751727104187012E-001, 4.5573918328045693E-007, 3.2966621802188456E-005, 1.1265649460256100E-002, 5.5711073800921440E-003, 3.7642400711774826E-002, 5.5711073800921440E-003, 1.0000000000000000E+000, 2.0000000000000000E+001, 2.2222223281860352E+000, 3.3566229976713657E-003, 3.3566229976713657E-003, 3.7642404437065125E-002,-2.2502424240112305E+001,-1.9637624740600586E+001, 4.3248215661151335E-005, 6.1234408349264413E-005, 6.1234313761815429E-005, 4.3248219299130142E-005, 5.1392413675785065E-002, 5.0905604439321905E-005, 1.3969942927360535E-002, 1.1265649460256100E-002,-1.9733099639415741E-001, 2.7458537488200818E-007, 6.8646341562271118E-001, 5.0420787185430527E-002, 0.0000000000000000E+000, 2.9171188354492188E+002, 2.9171188354492188E+002, 6.2999995425343513E-003, 1.2519591331481934E+001, 1.0000000149011612E-001, 4.0000000000000000E+000, 1.4110239862930030E-004, 1.4715819270350039E-004, 1.2505016638897359E-004, 1.3044809747952968E-004, 0.0000000000000000E+000,-6.8306036293506622E-002, 1.0095627441406250E+003, 3.2889292924664915E-005
light_water,0,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9200000000000000E+002, 7.4999998323619366E-003, 9.9200000000000000E+004, 1.1783777475357056E+000, 2.0000000000000000E+001, 3.9000000953674316E+000, 1.2999999523162842E+000, 3.2000000000000000E+001, 1.0000000000000000E+005, 2.9300000000000000E+002, 4.0000000000000000E+002, 1.0000000000000000E+000, 1.2840967178344727E+000, 2.7931140721193515E-005, 3.5657754779094830E-005, 1.4522654935717583E-002, 8.1110201776027679E-002,-6.4303688704967499E-002, 7.9446658492088318E-002, 4.0000000000000000E+000,-7.3866695165634155E-001,-7.3866695165634155E-002, 9.4720795750617981E-002, 9.3161262571811676E-002,-6.4650550484657288E-002, 9.6387034654617310E-001, 1.6607198715209961E+000, 3.8456676993519068E-003, 4.1161240078508854E-003, 4.1161081753671169E-003, 3.8456679321825504E-003, 4.5807194709777832E+000, 4.5316456817090511E-003, 1.3941146433353424E-002, 1.4522654935717583E-002, 1.5076617002487183E+000, 3.2794028811622411E-005, 8.1985069274902344E+001, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9269250488281250E+002, 2.9269250488281250E+002, 7.8749991953372955E-003, 1.2799199104309082E+001, 3.2053437232971191E+000,-5.1950067281723022E-002, 1.3721687719225883E-003, 1.3721631839871407E-003, 1.1422452516853809E-003, 1.1422452516853809E-003, 5.2366906404495239E-001,-2.8738683462142944E-001, 1.0108283081054688E+003, 2.7629908800008707E-005
moderate_water,0,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 8.0000000000000000E+000, 2.0000000000000000E+000, 2.9300000000000000E+002, 8.9999996125698090E-003, 9.9400000000000000E+004, 1.1756731271743774E+000, 2.4000000000000000E+001, 1.0000000000000000E+001, 2.5999999046325684E+000, 3.8000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 7.0000000000000000E+002, 1.0000000000000000E+000, 1.7778629302978516E+001, 9.0659559646155685E-005, 1.0642653069226071E-004, 1.6444846987724304E-002, 2.9902547597885132E-001,-9.5351457595825195E-002, 2.9704004526138306E-001, 4.0000000000000000E+000,-1.7407894134521484E-001,-1.4506578445434570E-002, 2.9781204462051392E-001, 2.9552105069160461E-001,-9.5437668263912201E-002, 4.1971406340599060E-001, 7.7639609575271606E-001, 9.9574280902743340E-003, 1.1082868091762066E-002, 1.1082904413342476E-002, 9.9574280902743340E-003, 1.1848260879516602E+001, 1.1706684716045856E-002, 1.4827745966613293E-002, 1.6444846987724304E-002, 1.7722494125366211E+001, 9.0373308921698481E-005, 2.2593327331542969E+002, 7.8746819496154785E+000, 1.9686704874038696E+000, 2.9365609741210938E+002, 2.9365609741210938E+002, 9.4499988481402397E-003, 1.1638971328735352E+001, 8.3190402984619141E+000,-1.6542626544833183E-002, 1.2161675840616226E-003, 1.1920678662136197E-003, 1.3018542667850852E-003, 1.2711352901533246E-003, 1.0983766317367554E+000,-2.5160458683967590E-001, 1.0120940551757812E+003, 1.0578989167697728E-004
breezy_water,0,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000000000000E+001, 3.0000000000000000E+000, 2.9100000000000000E+002, 8.5000004619359970E-003, 9.9100000000000000E+004, 1.1805316209793091E+000, 3.0000000000000000E+001, 1.5000000000000000E+001, 3.9000000953674316E+000, 4.6000000000000000E+001, 1.0000000000000000E+005, 2.9200000000000000E+002, 9.0000000000000000E+002, 1.0000000000000000E+000, 4.5598683357238770E+000, 9.7062307759188116E-005, 4.7327167703770101E-004, 1.3638554140925407E-002, 5.4373294115066528E-001,-3.3329788595438004E-002, 5.4102295637130737E-001, 4.0000000000000000E+000,-3.0290089547634125E-002,-2.0193392410874367E-003, 5.0922071933746338E-001, 5.0704193115234375E-001,-3.3790070563554764E-002, 1.0622087866067886E-001, 2.0731925964355469E-001, 1.4653965830802917E-002, 1.6886873170733452E-002, 1.6887135803699493E-002, 1.4653964899480343E-002, 1.7501392364501953E+001, 1.7299503087997437E-002, 1.3088825158774853E-002, 1.3638554140925407E-002, 4.3294153213500977E+000, 9.2156813479959965E-005, 2.3039202880859375E+002, 1.1572128295898438E+001, 2.8930320739746094E+000, 2.9178533935546875E+002, 2.9178533935546875E+002, 8.9250002056360245E-003, 1.0565184593200684E+001, 1.2412397384643555E+001,-3.8439184427261353E-003, 1.1701466282829642E-003, 1.1005791602656245E-003, 1.5728189609944820E-003, 1.4626578195020556E-003, 1.0332556962966919E+000,-1.4993500709533691E-001, 1.0116721801757812E+003, 3.8699121796526015E-004
windy_water,0,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.7000000000000000E+001, 4.0000000000000000E+000, 2.9000000000000000E+002, 8.0000003799796104E-003, 9.8900000000000000E+004, 1.1825637817382812E+000, 3.6000000000000000E+001, 2.1000000000000000E+001, 5.0000000000000000E+000, 5.4000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 1.1000000000000000E+003, 1.0000000000000000E+000, 2.2381973266601562E+000, 1.3395884889177978E-004, 1.7255335114896297E-003, 1.2802538461983204E-002, 8.8227438926696777E-001,-2.4393113330006599E-002, 8.7907719612121582E-001, 4.0000000000000000E+000,-1.1004697531461716E-002,-6.1137205921113491E-004, 8.1093764305114746E-001, 8.0851137638092041E-001,-2.4768114089965820E-002, 4.1654005646705627E-002, 8.2432359457015991E-002, 2.1277585998177528E-002, 2.4720925837755203E-002, 2.4722179397940636E-002, 2.1277585998177528E-002, 2.5445178985595703E+001, 2.5162225589156151E-002, 1.2296259403228760E-002, 1.2802538461983204E-002, 2.0888528823852539E+000, 1.2502024765126407E-004, 3.1255062866210938E+002, 1.5977467536926270E+001, 3.7594041824340820E+000, 2.9092935180664062E+002, 2.9092935180664062E+002, 8.3999997004866600E-003, 9.5080699920654297E+000, 1.7503425598144531E+001,-1.8701785011216998E-003, 1.2239302741363645E-003, 1.1086931917816401E-003, 2.0212996751070023E-003, 1.7854544566944242E-003, 1.1704396009445190E+000,-1.2767611443996429E-001, 1.0112501831054688E+003, 1.3366030761972070E-003
gale_water,0,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.2000000000000000E+001, 5.0000000000000000E+000, 2.8900000000000000E+002, 7.7999997884035110E-003, 9.8600000000000000E+004, 1.1831970214843750E+000, 4.0000000000000000E+001, 2.7000000000000000E+001, 6.1999998092651367E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 1.3000000000000000E+003, 1.0000000000000000E+000,-6.2240848541259766E+000, 1.6110604337882251E-004, 2.8500000480562449E-003, 1.2012305669486523E-002, 1.2637970447540283E+000,-1.4498035423457623E-002, 1.2603065967559814E+000, 4.0000000000000000E+000,-3.7800741847604513E-003,-1.8900370923802257E-004, 1.1429140567779541E+000, 1.1404745578765869E+000,-1.4591201208531857E-002, 1.4419243671000004E-002, 2.8577312827110291E-002, 2.8434550389647484E-002, 3.3122569322586060E-002, 3.3125985413789749E-002, 2.8434552252292633E-002, 3.4016498565673828E+001, 3.3643972128629684E-002, 1.1558799073100090E-002, 1.2012305669486523E-002,-5.6649179458618164E+000, 1.4663240290246904E-004, 3.6658099365234375E+002, 2.0293636322021484E+001, 4.6121902465820312E+000, 2.9014297485351562E+002, 2.9014297485351562E+002, 8.1899994984269142E-003, 8.8563108444213867E+000, 2.2591720581054688E+001,-7.7698263339698315E-004, 1.2739432277157903E-003, 1.1255154386162758E-003, 2.4052227381616831E-003, 2.0465843845158815E-003, 1.1772409677505493E+000,-1.0629983991384506E-001, 1.0110814819335938E+003, 2.8500000480562449E-003
hurricane_water,0,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4000000000000000E+001, 8.0000000000000000E+000, 2.9900000000000000E+002, 1.4999999664723873E-002, 9.6500000000000000E+004, 1.1145180463790894E+000, 5.0000000000000000E+001, 4.1000000000000000E+001, 1.0000000000000000E+001, 7.6000000000000000E+001, 1.0000000000000000E+005, 3.0300000000000000E+002, 2.2000000000000000E+003, 1.0000000000000000E+000, 6.4102577209472656E+001, 8.2520226715132594E-004, 2.8500000480562449E-003, 2.6593381538987160E-002, 2.5285255908966064E+000,-7.4329167604446411E-002, 2.5226292610168457E+000, 4.0000000000000000E+000,-1.0178503580391407E-002,-4.0714014903642237E-004, 2.0397744178771973E+000, 2.0340127944946289E+000,-7.5207993388175964E-002, 3.8768444210290909E-002, 7.6811850070953369E-002, 4.9054898321628571E-002, 5.7544246315956116E-002, 5.7550020515918732E-002, 4.9054894596338272E-002, 5.5610561370849609E+001, 5.4672941565513611E-002, 2.2233992815017700E-002, 2.6593381538987160E-002, 5.2323280334472656E+001, 6.7356572253629565E-004, 1.6839143066406250E+003, 3.0642063140869141E+001, 7.2098970413208008E+000, 3.0219790649414062E+002, 3.0219790649414062E+002, 1.5749998390674591E-002, 9.0794258117675781E+000, 3.5055667877197266E+001,-2.0661619491875172E-003, 1.2458437122404575E-003, 1.0640528053045273E-003, 2.4101377930492163E-003, 1.9575823098421097E-003, 2.9832637310028076E+000,-2.8414237499237061E-001, 1.0171566162109375E+003, 2.8500000480562449E-003
cold_water,0,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.5000000000000000E+000, 2.6800000000000000E+002, 2.4999999441206455E-003, 9.9700000000000000E+004, 1.2942557334899902E+000, 1.6000000000000000E+001, 7.5000000000000000E+000, 2.0000000000000000E+000, 2.6000000000000000E+001, 1.0000000000000000E+005, 2.7100000000000000E+002, 3.0000000000000000E+002, 1.0000000000000000E+000, 2.7980958938598633E+001, 6.9842185439483728E-006, 5.1901090046158060E-005, 3.1857562717050314E-003, 2.0855775475502014E-001,-1.0737946629524231E-001, 2.0855775475502014E-001, 4.0000000000000000E+000,-2.5775685906410217E-001,-3.2219607383012772E-002, 2.1424967050552368E-001, 2.1337625384330750E-001,-1.0653965920209885E-001, 5.4012590646743774E-001, 9.8337072134017944E-001, 7.9033505171537399E-003, 8.5229789838194847E-003, 8.5229771211743355E-003, 7.9033505171537399E-003, 1.0296564102172852E+001, 1.0228957049548626E-002, 2.4846438318490982E-003, 3.1857562717050314E-003, 2.8519798278808594E+001, 7.1187178036780097E-006, 1.7796794891357422E+001, 6.1127176284790039E+000, 1.5281794071197510E+000, 2.6843151855468750E+002, 2.6843151855468750E+002, 2.5505949743092060E-003, 1.1877993583679199E+001, 6.2341718673706055E+000,-2.1742729470133781E-002, 1.2739881640300155E-003, 1.3014266733080149E-003, 1.2132830452173948E-003, 1.2446787441149354E-003, 7.8415447473526001E-001,-2.5526508688926697E-002, 1.0066094360351562E+003, 5.5532309488626197E-005
extreme_water,0,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.6000000000000000E+001, 6.0000000000000000E+000, 2.9500000000000000E+002, 1.0999999940395355E-002, 9.8800000000000000E+004, 1.1592786312103271E+000, 4.4000000000000000E+001, 3.2000000000000000E+001, 7.5000000000000000E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 2.9800000000000000E+002, 1.6000000000000000E+003, 1.0000000000000000E+000, 2.7574926757812500E+002, 1.2566120130941272E-003, 2.8500000480562449E-003, 1.9752437248826027E-002, 5.1046237945556641E+000,-8.3594068884849548E-002, 5.1002840995788574E+000, 4.0000000000000000E+000,-1.6957063227891922E-002,-7.7077560126781464E-004, 3.1578552722930908E+000, 3.1504981517791748E+000,-8.5287906229496002E-002, 6.2441978603601456E-002, 1.2295191735029221E-001, 7.4766628444194794E-002, 8.6462311446666718E-002, 8.6470738053321838E-002, 7.4766628444194794E-002, 8.7869880676269531E+001, 8.6676008999347687E-002, 1.6928406432271004E-002, 1.9752437248826027E-002, 1.7404232788085938E+002, 7.9312507295981050E-004, 1.9828126220703125E+003, 2.3790927886962891E+001, 5.4902138710021973E+000, 2.9628723144531250E+002, 2.9628723144531250E+002, 1.1549999006092548E-002, 8.9516086578369141E+000, 2.6913877487182617E+001,-3.6256932653486729E-003, 1.2164538493379951E-003, 1.0654125362634659E-003, 2.4183650966733694E-003, 2.0248733926564455E-003, 3.5152134895324707E+000,-2.1005986630916595E-001, 1.0137816162109375E+003, 2.8500000480562449E-003
xland_exactly_1p5,0,2,1, 3.0000000000000000E+003, 1.5000000000000000E+000, 0.0000000000000000E+000, 7.0000000000000000E+000, 2.0000000000000000E+000, 2.9400000000000000E+002, 9.4999996945261955E-003, 9.9150000000000000E+004, 1.1683803796768188E+000, 2.2000000000000000E+001, 9.0000000000000000E+000, 2.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.9700000000000000E+002, 8.0000000000000000E+002, 8.0000001192092896E-001, 7.7000000000000000E+001,-9.4962033028722637E-012, 1.8356564396526664E-004, 9.4105983152985573E-003, 3.4071907401084900E-001,-7.3483996093273163E-002, 3.3675527572631836E-001, 4.0000000000000000E+000,-1.4747647941112518E-001,-1.3406952843070030E-002, 3.0717635154724121E-001, 3.0155539512634277E-001,-7.5398705899715424E-002, 3.7483790516853333E-001, 6.9785553216934204E-001, 1.0091078467667103E-002, 1.1186911724507809E-002, 1.1186965741217136E-002, 1.0091078467667103E-002, 1.1937783241271973E+001, 9.4321817159652710E-003, 1.5837952494621277E-002, 9.4105983152985573E-003, 7.7000000000000000E+001,-8.7844037599538183E-012,-2.1961010133964010E-005, 6.9409990310668945E+000, 1.9831424951553345E+000, 2.9494146728515625E+002, 2.9494146728515625E+002, 9.4999996945261955E-003, 1.1307759284973145E+001, 7.4790363311767578E+000,-1.5023736283183098E-002, 1.2150243856012821E-003, 1.2019154382869601E-003, 1.3561669038608670E-003, 1.3385900529101491E-003, 1.7134706974029541E+000, 0.0000000000000000E+000, 1.0125158691406250E+003, 1.3505182869266719E-004
control_land,0,2,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 7.0000002160668373E-003, 9.9000000000000000E+004, 1.1643902063369751E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.5000000000000000E+002, 5.0000000000000000E-001,-3.3206512451171875E+001, 0.0000000000000000E+000, 1.0000000149011612E-001, 6.9513409398496151E-003, 1.8891337513923645E-001, 1.5003724396228790E-001, 1.8891337513923645E-001, 2.0000000000000000E+000, 1.2641338109970093E+000, 6.3206687569618225E-002, 1.8304981291294098E-001, 1.8304981291294098E-001, 1.5006707608699799E-001,-6.2077908515930176E+000,-6.4761013984680176E+000, 5.6419544853270054E-003, 1.3837532140314579E-002, 1.3926539570093155E-002, 5.6419554166495800E-003, 6.6378016471862793E+000, 3.2855998724699020E-003, 1.6893278807401657E-002, 6.9513409398496151E-003,-3.2182235717773438E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4824290275573730E+000, 6.9648575782775879E-001, 2.9297680664062500E+002, 2.9297680664062500E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 1.2418857961893082E-001, 2.0187287591397762E-003, 1.0713223600760102E-003, 2.4892140645533800E-003, 1.2074988335371017E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
control_snow_land,0,2,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 4.0000001899898052E-003, 9.9300000000000000E+004, 1.1780083179473877E+000, 4.0000000000000000E+001, 5.1999998092651367E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8800000000000000E+002, 2.2000000000000000E+002, 6.0000002384185791E-001,-1.9864370346069336E+001, 9.9622241879482321E-013, 1.0000000149011612E-001, 3.9840643294155598E-003, 1.5702290832996368E-001, 1.0680854320526123E-001, 1.5702290832996368E-001, 1.0000000000000000E+000, 2.2963228225708008E+000, 1.1481614410877228E-001, 1.3458108901977539E-001, 1.3458108901977539E-001, 1.0824904590845108E-001,-9.4037847518920898E+000,-8.9753522872924805E+000, 2.6004684623330832E-003, 4.7785257920622826E-003, 4.8762797378003597E-003, 2.6004684623330832E-003, 3.0874981880187988E+000, 1.8543379846960306E-003, 1.4843034557998180E-002, 3.9840643294155598E-003,-1.7254957199096680E+001, 8.6349341305719252E-013, 2.1587334231298883E-006, 2.8153190612792969E+000, 7.0382976531982422E-001, 2.9104135131835938E+002, 2.9104135131835938E+002, 4.0000001899898052E-003, 5.3033046722412109E+000, 4.1231055259704590E+000, 2.2022536396980286E-001, 9.1463216813281178E-004, 5.3019856568425894E-004, 1.4932459453120828E-003, 7.3971861274912953E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0078751831054688E+003, 1.0000000149011612E-001
calm_water,1,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 0.0000000000000000E+000, 2.9200000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1770570278167725E+000, 1.8000000000000000E+001, 1.0000000149011612E-001, 0.0000000000000000E+000, 2.8000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+000,-8.0000000000000000E+000,-4.9999999873762135E-007, 1.9999999494757503E-004, 5.9642144478857517E-003, 9.9999997764825821E-003, 0.0000000000000000E+000, 9.9999997764825821E-003, 1.0000000000000000E+000, 2.0000000000000000E+001, 2.2222223281860352E+000, 5.5788941681385040E-003, 5.5788941681385040E-003, 3.7642385810613632E-002,-2.2502170562744141E+001,-1.9637638092041016E+001, 7.1880902396515012E-005, 1.0177642252529040E-004, 1.0177630610996857E-004, 7.1880902396515012E-005, 8.5417002439498901E-002, 8.4607912867795676E-005, 1.3969942927360535E-002, 1.1265649460256100E-002,-3.2797124981880188E-001, 4.5637600010195456E-007, 1.1409399509429932E+000, 5.0437312573194504E-002, 0.0000000000000000E+000, 2.9171182250976562E+002, 2.9171182250976562E+002, 6.2999995425343513E-003, 1.2046463012695312E+001, 1.0000000149011612E-001, 2.0000000000000000E+000, 1.4299640315584838E-004, 1.4917446242179722E-004, 1.2842688011005521E-004, 1.3404735364019871E-004, 0.0000000000000000E+000,-6.8305999040603638E-002, 1.0095627441406250E+003, 5.2787676395382732E-005
light_water,1,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9200000000000000E+002, 7.4999998323619366E-003, 9.9200000000000000E+004, 1.1783777475357056E+000, 2.0000000000000000E+001, 3.9000000953674316E+000, 1.2999999523162842E+000, 3.2000000000000000E+001, 1.0000000000000000E+005, 2.9300000000000000E+002, 4.0000000000000000E+002, 1.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-006, 1.9999999494757503E-004, 7.4441679753363132E-003, 5.0000000745058060E-002, 0.0000000000000000E+000, 5.0000000745058060E-002, 4.0000000000000000E+000,-7.2957587242126465E-001,-7.2957590222358704E-002, 7.9475603997707367E-002, 7.7860519289970398E-002,-6.4593650400638580E-002, 9.5798301696777344E-001, 1.6520414352416992E+000, 3.2238725107163191E-003, 3.4515052102506161E-003, 3.4514907747507095E-003, 3.2238727435469627E-003, 3.8400759696960449E+000, 3.7989369593560696E-003, 1.3941146433353424E-002, 1.4522654935717583E-002, 1.2864823341369629E+000, 2.7491658329381607E-005, 6.8729148864746094E+001, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9269256591796875E+002, 2.9269256591796875E+002, 7.8749991953372955E-003, 1.2922593116760254E+001, 3.2588968276977539E+000,-5.0256717950105667E-002, 1.3561475789174438E-003, 1.3561418745666742E-003, 1.1176938423886895E-003, 1.1176938423886895E-003, 7.8766077756881714E-001,-2.8713390231132507E-001, 1.0108283081054688E+003, 2.4422497517662123E-005
moderate_water,1,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 8.0000000000000000E+000, 2.0000000000000000E+000, 2.9300000000000000E+002, 8.9999996125698090E-003, 9.9400000000000000E+004, 1.1756731271743774E+000, 2.4000000000000000E+001, 1.0000000000000000E+001, 2.5999999046325684E+000, 3.8000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 7.0000000000000000E+002, 1.0000000000000000E+000, 6.0000000000000000E+001, 2.9999999242136255E-005, 1.9999999494757503E-004, 8.9197224006056786E-003, 3.0000001192092896E-001, 0.0000000000000000E+000, 3.0000001192092896E-001, 4.0000000000000000E+000,-2.0818398892879486E-001,-1.7348665744066238E-002, 2.8911817073822021E-001, 2.8726470470428467E-001,-1.0045695304870605E-001, 4.7213596105575562E-001, 8.6715906858444214E-001, 1.0175142437219620E-002, 1.1328383348882198E-002, 1.1328374966979027E-002, 1.0175141505897045E-002, 1.2107316970825195E+001, 1.1962639167904854E-002, 1.4827745966613293E-002, 1.6444846987724304E-002, 1.8910015106201172E+001, 9.2349226179067045E-005, 2.3087306213378906E+002, 7.8831944465637207E+000, 1.9707986116409302E+000, 2.9365649414062500E+002, 2.9365649414062500E+002, 9.4499988481402397E-003, 1.2487184524536133E+001, 8.3575572967529297E+000,-1.6390498727560043E-002, 1.1938069947063923E-003, 1.1716543231159449E-003, 1.1325072264298797E-003, 1.1083293939009309E-003, 1.3596935272216797E+000,-2.6483708620071411E-001, 1.0120940551757812E+003, 4.5296801545191556E-005
